,Occupancy Type,Zones,value
2015-10-08 15:20:00+08:00,Working Hours,Zone 3,24.6820834306
2015-10-08 15:30:00+08:00,Working Hours,Zone 3,24.6581946181
2015-10-08 15:40:00+08:00,Working Hours,Zone 3,24.5237500465
2015-10-08 15:50:00+08:00,Working Hours,Zone 3,24.5334997437
2015-10-08 16:00:00+08:00,Working Hours,Zone 3,24.5222221597
2015-10-08 16:10:00+08:00,Working Hours,Zone 3,24.4498747438
2015-10-08 16:20:00+08:00,Working Hours,Zone 3,24.4297222083
2015-10-08 16:30:00+08:00,Working Hours,Zone 3,24.4909998625
2015-10-08 16:40:00+08:00,Working Hours,Zone 3,24.3680553819
2015-10-08 16:50:00+08:00,Working Hours,Zone 3,24.2893746375
2015-10-08 17:00:00+08:00,Working Hours,Zone 3,24.1722500125
2015-10-09 09:00:00+08:00,Working Hours,Zone 3,24.7062498125
2015-10-09 09:10:00+08:00,Working Hours,Zone 3,24.7180552986
2015-10-09 09:20:00+08:00,Working Hours,Zone 3,24.6688747437
2015-10-09 09:30:00+08:00,Working Hours,Zone 3,24.7189997188
2015-10-09 09:40:00+08:00,Working Hours,Zone 3,24.6722218681
2015-10-09 09:50:00+08:00,Working Hours,Zone 3,24.784000025
2015-10-09 10:00:00+08:00,Working Hours,Zone 3,24.9516666528
2015-10-09 10:10:00+08:00,Working Hours,Zone 3,25.0045000313
2015-10-09 10:20:00+08:00,Working Hours,Zone 3,25.0858337222
2015-10-09 10:30:00+08:00,Working Hours,Zone 3,24.9543750563
2015-10-09 10:40:00+08:00,Working Hours,Zone 3,24.9888750938
2015-10-09 10:50:00+08:00,Working Hours,Zone 3,24.9437502569
2015-10-09 11:00:00+08:00,Working Hours,Zone 3,24.8769446111
2015-10-09 11:10:00+08:00,Working Hours,Zone 3,24.8228751187
2015-10-09 11:20:00+08:00,Working Hours,Zone 3,24.7358749563
2015-10-09 11:30:00+08:00,Working Hours,Zone 3,24.7425000417
2015-10-09 11:40:00+08:00,Working Hours,Zone 3,24.6647499625
2015-10-09 11:50:00+08:00,Working Hours,Zone 3,24.6330555694
2015-10-09 12:00:00+08:00,Working Hours,Zone 3,24.5213750313
2015-10-09 12:10:00+08:00,Working Hours,Zone 3,24.5168056458
2015-10-09 12:20:00+08:00,Working Hours,Zone 3,24.5050000625
2015-10-09 12:30:00+08:00,Working Hours,Zone 3,24.5434583896
2015-10-09 12:40:00+08:00,Working Hours,Zone 3,24.5929581903
2015-10-09 12:50:00+08:00,Working Hours,Zone 3,24.60987505
2015-10-09 13:00:00+08:00,Working Hours,Zone 3,24.6365277708
2015-10-09 13:10:00+08:00,Working Hours,Zone 3,24.5807500938
2015-10-09 13:20:00+08:00,Working Hours,Zone 3,24.4968055
2015-10-09 13:30:00+08:00,Working Hours,Zone 3,24.4016250125
2015-10-09 13:40:00+08:00,Working Hours,Zone 3,24.3790001563
2015-10-09 13:50:00+08:00,Working Hours,Zone 3,24.2798611875
2015-10-09 14:00:00+08:00,Working Hours,Zone 3,24.4016667431
2015-10-09 14:10:00+08:00,Working Hours,Zone 3,24.3710002125
2015-10-09 14:20:00+08:00,Working Hours,Zone 3,24.3180001062
2015-10-09 14:30:00+08:00,Working Hours,Zone 3,24.4374998333
2015-10-09 14:40:00+08:00,Working Hours,Zone 3,24.5856250313
2015-10-09 14:50:00+08:00,Working Hours,Zone 3,24.6605559305
2015-10-09 15:00:00+08:00,Working Hours,Zone 3,24.6773751375
2015-10-09 15:10:00+08:00,Working Hours,Zone 3,24.669625225
2015-10-09 15:20:00+08:00,Working Hours,Zone 3,24.6719445764
2015-10-09 15:30:00+08:00,Working Hours,Zone 3,24.7253746812
2015-10-09 15:40:00+08:00,Working Hours,Zone 3,24.8059443451
2015-10-09 15:50:00+08:00,Working Hours,Zone 3,24.8164719382
2015-10-09 16:00:00+08:00,Working Hours,Zone 3,24.8323748687
2015-10-09 16:10:00+08:00,Working Hours,Zone 3,24.8468055208
2015-10-09 16:20:00+08:00,Working Hours,Zone 3,24.8172499687
2015-10-09 16:30:00+08:00,Working Hours,Zone 3,24.7055000938
2015-10-09 16:40:00+08:00,Working Hours,Zone 3,24.8408334167
2015-10-09 16:50:00+08:00,Working Hours,Zone 3,24.8322499375
2015-10-09 17:00:00+08:00,Working Hours,Zone 3,24.741111007
2015-10-12 09:00:00+08:00,Working Hours,Zone 3,25.4476389028
2015-10-12 09:10:00+08:00,Working Hours,Zone 3,25.4824999875
2015-10-12 09:20:00+08:00,Working Hours,Zone 3,25.6111250438
2015-10-12 09:30:00+08:00,Working Hours,Zone 3,25.5650002153
2015-10-12 09:40:00+08:00,Working Hours,Zone 3,25.6173753812
2015-10-12 09:50:00+08:00,Working Hours,Zone 3,25.6058335417
2015-10-12 10:00:00+08:00,Working Hours,Zone 3,25.659999975
2015-10-12 10:10:00+08:00,Working Hours,Zone 3,25.7427778472
2015-10-12 10:20:00+08:00,Working Hours,Zone 3,25.7073609722
2015-10-12 10:30:00+08:00,Working Hours,Zone 3,25.7408332223
2015-10-12 10:40:00+08:00,Working Hours,Zone 3,25.7715276181
2015-10-12 10:50:00+08:00,Working Hours,Zone 3,25.671625025
2015-10-12 11:00:00+08:00,Working Hours,Zone 3,25.8202499563
2015-10-12 11:10:00+08:00,Working Hours,Zone 3,25.8961111806
2015-10-12 11:20:00+08:00,Working Hours,Zone 3,25.8758749937
2015-10-12 11:30:00+08:00,Working Hours,Zone 3,25.8690277986
2015-10-12 11:40:00+08:00,Working Hours,Zone 3,25.89650005
2015-10-12 11:50:00+08:00,Working Hours,Zone 3,25.81474995
2015-10-12 12:00:00+08:00,Working Hours,Zone 3,25.8208331736
2015-10-12 12:10:00+08:00,Working Hours,Zone 3,25.8368749562
2015-10-12 12:20:00+08:00,Working Hours,Zone 3,25.8686111458
2015-10-12 12:30:00+08:00,Working Hours,Zone 3,25.745250025
2015-10-12 12:40:00+08:00,Working Hours,Zone 3,25.6877774931
2015-10-12 12:50:00+08:00,Working Hours,Zone 3,25.6051389583
2015-10-12 13:00:00+08:00,Working Hours,Zone 3,25.7277499688
2015-10-12 13:10:00+08:00,Working Hours,Zone 3,25.7151387639
2015-10-12 13:20:00+08:00,Working Hours,Zone 3,25.76187505
2015-10-12 13:30:00+08:00,Working Hours,Zone 3,25.7209999937
2015-10-12 13:40:00+08:00,Working Hours,Zone 3,25.7576387778
2015-10-12 13:50:00+08:00,Working Hours,Zone 3,25.7368749688
2015-10-12 14:00:00+08:00,Working Hours,Zone 3,25.6934720556
2015-10-12 14:10:00+08:00,Working Hours,Zone 3,25.7493749687
2015-10-12 14:20:00+08:00,Working Hours,Zone 3,25.7101248938
2015-10-12 14:30:00+08:00,Working Hours,Zone 3,25.7005555069
2015-10-12 14:40:00+08:00,Working Hours,Zone 3,25.683624925
2015-10-12 14:50:00+08:00,Working Hours,Zone 3,25.7404166806
2015-10-12 15:00:00+08:00,Working Hours,Zone 3,25.7548749437
2015-10-12 15:10:00+08:00,Working Hours,Zone 3,25.8877499438
2015-10-12 15:20:00+08:00,Working Hours,Zone 3,25.8551390694
2015-10-12 15:30:00+08:00,Working Hours,Zone 3,25.8250001562
2015-10-12 15:40:00+08:00,Working Hours,Zone 3,25.9243748187
2015-10-12 15:50:00+08:00,Working Hours,Zone 3,25.8276390625
2015-10-12 16:00:00+08:00,Working Hours,Zone 3,25.8260000875
2015-10-12 16:10:00+08:00,Working Hours,Zone 3,26.0381944861
2015-10-12 16:20:00+08:00,Working Hours,Zone 3,25.9492501188
2015-10-12 16:30:00+08:00,Working Hours,Zone 3,25.8063888611
2015-10-12 16:40:00+08:00,Working Hours,Zone 3,25.62949995
2015-10-12 16:50:00+08:00,Working Hours,Zone 3,25.5500000437
2015-10-12 17:00:00+08:00,Working Hours,Zone 3,25.6934721875
2015-10-13 09:00:00+08:00,Working Hours,Zone 3,25.6443750812
2015-10-13 09:10:00+08:00,Working Hours,Zone 3,25.6530554653
2015-10-13 09:20:00+08:00,Working Hours,Zone 3,25.6901249813
2015-10-13 09:30:00+08:00,Working Hours,Zone 3,25.5530555903
2015-10-13 09:40:00+08:00,Working Hours,Zone 3,25.4534722569
2015-10-13 09:50:00+08:00,Working Hours,Zone 3,25.5730003688
2015-10-13 10:00:00+08:00,Working Hours,Zone 3,25.5927500625
2015-10-13 10:10:00+08:00,Working Hours,Zone 3,25.3676388264
2015-10-13 10:20:00+08:00,Working Hours,Zone 3,25.3717500437
2015-10-13 10:30:00+08:00,Working Hours,Zone 3,25.3423748
2015-10-13 10:40:00+08:00,Working Hours,Zone 3,25.4220834305
2015-10-13 10:50:00+08:00,Working Hours,Zone 3,25.4398749313
2015-10-13 11:00:00+08:00,Working Hours,Zone 3,25.3858332222
2015-10-13 11:10:00+08:00,Working Hours,Zone 3,25.3418750437
2015-10-13 11:20:00+08:00,Working Hours,Zone 3,25.2756944306
2015-10-13 11:30:00+08:00,Working Hours,Zone 3,25.26912485
2015-10-13 11:40:00+08:00,Working Hours,Zone 3,25.2647221667
2015-10-13 11:50:00+08:00,Working Hours,Zone 3,25.20550005
2015-10-13 12:00:00+08:00,Working Hours,Zone 3,25.141875275
2015-10-13 12:10:00+08:00,Working Hours,Zone 3,25.1397222292
2015-10-13 12:20:00+08:00,Working Hours,Zone 3,25.1296248938
2015-10-13 12:30:00+08:00,Working Hours,Zone 3,25.0472225417
2015-10-13 12:40:00+08:00,Working Hours,Zone 3,24.9403751
2015-10-13 12:50:00+08:00,Working Hours,Zone 3,24.938888993
2015-10-13 13:00:00+08:00,Working Hours,Zone 3,24.8552498125
2015-10-13 13:10:00+08:00,Working Hours,Zone 3,24.8853749687
2015-10-13 13:20:00+08:00,Working Hours,Zone 3,24.8929166667
2015-10-13 13:30:00+08:00,Working Hours,Zone 3,24.8853333174
2015-10-13 13:40:00+08:00,Working Hours,Zone 3,24.8717499312
2015-10-13 13:50:00+08:00,Working Hours,Zone 3,24.9740001875
2015-10-13 14:00:00+08:00,Working Hours,Zone 3,24.9990279722
2015-10-13 14:10:00+08:00,Working Hours,Zone 3,25.0561251125
2015-10-13 14:20:00+08:00,Working Hours,Zone 3,25.0568056736
2015-10-13 14:30:00+08:00,Working Hours,Zone 3,25.0157501875
2015-10-13 14:40:00+08:00,Working Hours,Zone 3,25.1391247813
2015-10-13 14:50:00+08:00,Working Hours,Zone 3,25.2021872969
2015-10-13 15:00:00+08:00,Working Hours,Zone 3,25.25487505
2015-10-13 15:10:00+08:00,Working Hours,Zone 3,25.250139
2015-10-13 15:20:00+08:00,Working Hours,Zone 3,25.2330000313
2015-10-13 15:30:00+08:00,Working Hours,Zone 3,25.0541666111
2015-10-13 15:40:00+08:00,Working Hours,Zone 3,24.9761251938
2015-10-13 15:50:00+08:00,Working Hours,Zone 3,24.892875125
2015-10-13 16:00:00+08:00,Working Hours,Zone 3,24.9366668889
2015-10-13 16:10:00+08:00,Working Hours,Zone 3,24.8277500687
2015-10-13 16:20:00+08:00,Working Hours,Zone 3,24.957083375
2015-10-13 16:30:00+08:00,Working Hours,Zone 3,24.886250175
2015-10-13 16:40:00+08:00,Working Hours,Zone 3,24.7362499688
2015-10-13 16:50:00+08:00,Working Hours,Zone 3,24.6663888819
2015-10-13 17:00:00+08:00,Working Hours,Zone 3,24.8505001062
2015-10-14 09:00:00+08:00,Working Hours,Zone 3,25.4747222639
2015-10-14 09:10:00+08:00,Working Hours,Zone 3,25.376625075
2015-10-14 09:20:00+08:00,Working Hours,Zone 3,25.2743055903
2015-10-14 09:30:00+08:00,Working Hours,Zone 3,25.26125
2015-10-14 09:40:00+08:00,Working Hours,Zone 3,25.1427499438
2015-10-14 09:50:00+08:00,Working Hours,Zone 3,25.0037501125
2015-10-14 10:00:00+08:00,Working Hours,Zone 3,25.0095833958
2015-10-14 10:10:00+08:00,Working Hours,Zone 3,25.0807501625
2015-10-14 10:20:00+08:00,Working Hours,Zone 3,25.1234722569
2015-10-14 10:30:00+08:00,Working Hours,Zone 3,25.1526250687
2015-10-14 10:40:00+08:00,Working Hours,Zone 3,25.3193057292
2015-10-14 10:50:00+08:00,Working Hours,Zone 3,25.3219998687
2015-10-14 11:00:00+08:00,Working Hours,Zone 3,25.398000075
2015-10-14 11:10:00+08:00,Working Hours,Zone 3,25.3588887083
2015-10-14 11:20:00+08:00,Working Hours,Zone 3,25.4403751313
2015-10-14 11:30:00+08:00,Working Hours,Zone 3,25.3922222917
2015-10-14 11:40:00+08:00,Working Hours,Zone 3,25.3726248187
2015-10-14 11:50:00+08:00,Working Hours,Zone 3,25.363499925
2015-10-14 12:00:00+08:00,Working Hours,Zone 3,25.2073609653
2015-10-14 12:10:00+08:00,Working Hours,Zone 3,25.2091251438
2015-10-14 12:20:00+08:00,Working Hours,Zone 3,25.1444445347
2015-10-14 12:30:00+08:00,Working Hours,Zone 3,25.0732500438
2015-10-14 12:40:00+08:00,Working Hours,Zone 3,25.03712515
2015-10-14 12:50:00+08:00,Working Hours,Zone 3,25.0449999097
2015-10-14 13:00:00+08:00,Working Hours,Zone 3,25.1044998625
2015-10-14 13:10:00+08:00,Working Hours,Zone 3,25.1737499791
2015-10-14 13:20:00+08:00,Working Hours,Zone 3,
2015-10-14 13:30:00+08:00,Working Hours,Zone 3,
2015-10-14 13:40:00+08:00,Working Hours,Zone 3,
2015-10-14 13:50:00+08:00,Working Hours,Zone 3,
2015-10-14 14:00:00+08:00,Working Hours,Zone 3,
2015-10-14 14:10:00+08:00,Working Hours,Zone 3,
2015-10-14 14:20:00+08:00,Working Hours,Zone 3,
2015-10-14 14:30:00+08:00,Working Hours,Zone 3,
2015-10-14 14:40:00+08:00,Working Hours,Zone 3,
2015-10-14 14:50:00+08:00,Working Hours,Zone 3,
2015-10-14 15:00:00+08:00,Working Hours,Zone 3,
2015-10-14 15:10:00+08:00,Working Hours,Zone 3,
2015-10-14 15:20:00+08:00,Working Hours,Zone 3,
2015-10-14 15:30:00+08:00,Working Hours,Zone 3,
2015-10-14 15:40:00+08:00,Working Hours,Zone 3,24.7021875156
2015-10-14 15:50:00+08:00,Working Hours,Zone 3,24.5760415416
2015-10-14 16:00:00+08:00,Working Hours,Zone 3,
2015-10-14 16:10:00+08:00,Working Hours,Zone 3,
2015-10-14 16:20:00+08:00,Working Hours,Zone 3,
2015-10-14 16:30:00+08:00,Working Hours,Zone 3,
2015-10-14 16:40:00+08:00,Working Hours,Zone 3,
2015-10-14 16:50:00+08:00,Working Hours,Zone 3,24.4174995
2015-10-14 17:00:00+08:00,Working Hours,Zone 3,24.8937501875
2015-10-07 00:00:00+08:00,Non-working Hours,Zone 3,25.3941666875
2015-10-07 00:10:00+08:00,Non-working Hours,Zone 3,25.4373752063
2015-10-07 00:20:00+08:00,Non-working Hours,Zone 3,25.4390281181
2015-10-07 00:30:00+08:00,Non-working Hours,Zone 3,25.4440001625
2015-10-07 00:40:00+08:00,Non-working Hours,Zone 3,25.4892502937
2015-10-07 00:50:00+08:00,Non-working Hours,Zone 3,25.5340274653
2015-10-07 01:00:00+08:00,Non-working Hours,Zone 3,25.566499775
2015-10-07 01:10:00+08:00,Non-working Hours,Zone 3,25.5591245812
2015-10-07 01:20:00+08:00,Non-working Hours,Zone 3,25.5708330069
2015-10-07 01:30:00+08:00,Non-working Hours,Zone 3,25.5522494562
2015-10-07 01:40:00+08:00,Non-working Hours,Zone 3,25.5936108819
2015-10-07 01:50:00+08:00,Non-working Hours,Zone 3,25.6143749125
2015-10-07 02:00:00+08:00,Non-working Hours,Zone 3,25.6478749063
2015-10-07 02:10:00+08:00,Non-working Hours,Zone 3,25.6844444167
2015-10-07 02:20:00+08:00,Non-working Hours,Zone 3,25.7363750063
2015-10-07 02:30:00+08:00,Non-working Hours,Zone 3,25.7930554861
2015-10-07 02:40:00+08:00,Non-working Hours,Zone 3,25.7057499875
2015-10-07 02:50:00+08:00,Non-working Hours,Zone 3,25.7663750125
2015-10-07 03:00:00+08:00,Non-working Hours,Zone 3,25.8393053819
2015-10-07 03:10:00+08:00,Non-working Hours,Zone 3,25.8532496438
2015-10-07 03:20:00+08:00,Non-working Hours,Zone 3,25.8163888889
2015-10-07 03:30:00+08:00,Non-working Hours,Zone 3,25.8864995937
2015-10-07 03:40:00+08:00,Non-working Hours,Zone 3,25.8907496312
2015-10-07 03:50:00+08:00,Non-working Hours,Zone 3,25.9337499097
2015-10-07 04:00:00+08:00,Non-working Hours,Zone 3,25.9046248875
2015-10-07 04:10:00+08:00,Non-working Hours,Zone 3,25.916388625
2015-10-07 04:20:00+08:00,Non-working Hours,Zone 3,25.948125
2015-10-07 04:30:00+08:00,Non-working Hours,Zone 3,26.0167499625
2015-10-07 04:40:00+08:00,Non-working Hours,Zone 3,25.9912498611
2015-10-07 04:50:00+08:00,Non-working Hours,Zone 3,25.9414997438
2015-10-07 05:00:00+08:00,Non-working Hours,Zone 3,25.9332496
2015-10-07 05:10:00+08:00,Non-working Hours,Zone 3,26.0247222014
2015-10-07 05:20:00+08:00,Non-working Hours,Zone 3,26.094875025
2015-10-07 05:30:00+08:00,Non-working Hours,Zone 3,26.0484723125
2015-10-07 05:40:00+08:00,Non-working Hours,Zone 3,25.9972498813
2015-10-07 05:50:00+08:00,Non-working Hours,Zone 3,25.9756943195
2015-10-07 06:00:00+08:00,Non-working Hours,Zone 3,25.961624625
2015-10-07 21:00:00+08:00,Non-working Hours,Zone 3,24.6027497375
2015-10-07 21:10:00+08:00,Non-working Hours,Zone 3,24.6438887014
2015-10-07 21:20:00+08:00,Non-working Hours,Zone 3,24.7239999
2015-10-07 21:30:00+08:00,Non-working Hours,Zone 3,24.881375125
2015-10-07 21:40:00+08:00,Non-working Hours,Zone 3,24.9841667084
2015-10-07 21:50:00+08:00,Non-working Hours,Zone 3,25.043624825
2015-10-07 22:00:00+08:00,Non-working Hours,Zone 3,24.9288889861
2015-10-07 22:10:00+08:00,Non-working Hours,Zone 3,24.94874995
2015-10-07 22:20:00+08:00,Non-working Hours,Zone 3,24.9671250875
2015-10-07 22:30:00+08:00,Non-working Hours,Zone 3,25.0720832708
2015-10-07 22:40:00+08:00,Non-working Hours,Zone 3,25.1204995813
2015-10-07 22:50:00+08:00,Non-working Hours,Zone 3,25.2213750563
2015-10-07 23:00:00+08:00,Non-working Hours,Zone 3,25.2036111667
2015-10-08 00:00:00+08:00,Non-working Hours,Zone 3,25.4308335417
2015-10-08 00:10:00+08:00,Non-working Hours,Zone 3,25.4779995812
2015-10-08 00:20:00+08:00,Non-working Hours,Zone 3,25.5054997375
2015-10-08 00:30:00+08:00,Non-working Hours,Zone 3,25.5216663819
2015-10-08 00:40:00+08:00,Non-working Hours,Zone 3,25.5633749938
2015-10-08 00:50:00+08:00,Non-working Hours,Zone 3,25.584583375
2015-10-08 01:00:00+08:00,Non-working Hours,Zone 3,25.5858750125
2015-10-08 01:10:00+08:00,Non-working Hours,Zone 3,25.6616250625
2015-10-08 01:20:00+08:00,Non-working Hours,Zone 3,25.669722257
2015-10-08 01:30:00+08:00,Non-working Hours,Zone 3,25.6771250375
2015-10-08 01:40:00+08:00,Non-working Hours,Zone 3,25.7576251375
2015-10-08 01:50:00+08:00,Non-working Hours,Zone 3,25.8255553611
2015-10-08 02:00:00+08:00,Non-working Hours,Zone 3,25.8863749312
2015-10-08 02:10:00+08:00,Non-working Hours,Zone 3,25.8473607847
2015-10-08 02:20:00+08:00,Non-working Hours,Zone 3,25.8909998125
2015-10-08 02:30:00+08:00,Non-working Hours,Zone 3,25.9657142589
2015-10-08 02:40:00+08:00,Non-working Hours,Zone 3,25.9344443472
2015-10-08 02:50:00+08:00,Non-working Hours,Zone 3,25.9122498313
2015-10-08 03:00:00+08:00,Non-working Hours,Zone 3,25.8884717847
2015-10-08 03:10:00+08:00,Non-working Hours,Zone 3,25.9281248562
2015-10-08 03:20:00+08:00,Non-working Hours,Zone 3,25.9657499375
2015-10-08 03:30:00+08:00,Non-working Hours,Zone 3,25.9390276111
2015-10-08 03:40:00+08:00,Non-working Hours,Zone 3,25.9593749687
2015-10-08 03:50:00+08:00,Non-working Hours,Zone 3,25.9935416146
2015-10-08 04:00:00+08:00,Non-working Hours,Zone 3,26.0900003281
2015-10-08 04:10:00+08:00,Non-working Hours,Zone 3,26.0872502625
2015-10-08 04:20:00+08:00,Non-working Hours,Zone 3,26.0989289911
2015-10-08 04:30:00+08:00,Non-working Hours,Zone 3,26.0621250813
2015-10-08 04:40:00+08:00,Non-working Hours,Zone 3,26.0823611111
2015-10-08 04:50:00+08:00,Non-working Hours,Zone 3,26.074750075
2015-10-08 05:00:00+08:00,Non-working Hours,Zone 3,26.0124998437
2015-10-08 05:10:00+08:00,Non-working Hours,Zone 3,26.0915279236
2015-10-08 05:20:00+08:00,Non-working Hours,Zone 3,26.1570836458
2015-10-08 05:30:00+08:00,Non-working Hours,Zone 3,26.1760000687
2015-10-08 05:40:00+08:00,Non-working Hours,Zone 3,26.177625075
2015-10-08 05:50:00+08:00,Non-working Hours,Zone 3,26.2001390833
2015-10-08 06:00:00+08:00,Non-working Hours,Zone 3,26.2153751375
2015-10-08 21:00:00+08:00,Non-working Hours,Zone 3,24.808000175
2015-10-08 21:10:00+08:00,Non-working Hours,Zone 3,24.8748615347
2015-10-08 21:20:00+08:00,Non-working Hours,Zone 3,24.9260002875
2015-10-08 21:30:00+08:00,Non-working Hours,Zone 3,24.9736109097
2015-10-08 21:40:00+08:00,Non-working Hours,Zone 3,25.0305552083
2015-10-08 21:50:00+08:00,Non-working Hours,Zone 3,25.0851386458
