,Occupancy Type,Zones,value
2015-10-09 22:50:00,Unoccupied,Zone 3,26.4230005062
2015-10-09 23:00:00,Unoccupied,Zone 3,26.2111249187
2015-10-12 00:00:00,Unoccupied,Zone 3,25.8441251188
2015-10-12 00:10:00,Unoccupied,Zone 3,25.7922222222
2015-10-12 00:20:00,Unoccupied,Zone 3,25.6377500063
2015-10-12 00:30:00,Unoccupied,Zone 3,25.5562502875
2015-10-12 00:40:00,Unoccupied,Zone 3,25.6026390278
2015-10-12 00:50:00,Unoccupied,Zone 3,25.5337502125
2015-10-12 01:00:00,Unoccupied,Zone 3,25.4476389028
2015-10-12 01:10:00,Unoccupied,Zone 3,25.4824999875
2015-10-12 01:20:00,Unoccupied,Zone 3,25.6111250438
2015-10-12 01:30:00,Unoccupied,Zone 3,25.5650002153
2015-10-12 01:40:00,Unoccupied,Zone 3,25.6173753812
2015-10-12 01:50:00,Unoccupied,Zone 3,25.6058335417
2015-10-12 02:00:00,Unoccupied,Zone 3,25.659999975
2015-10-12 02:10:00,Unoccupied,Zone 3,25.7427778472
2015-10-12 02:20:00,Unoccupied,Zone 3,25.7073609722
2015-10-12 02:30:00,Unoccupied,Zone 3,25.7408332223
2015-10-12 02:40:00,Unoccupied,Zone 3,25.7715276181
2015-10-12 02:50:00,Unoccupied,Zone 3,25.671625025
2015-10-12 03:00:00,Unoccupied,Zone 3,25.8202499563
2015-10-12 03:10:00,Unoccupied,Zone 3,25.8961111806
2015-10-12 03:20:00,Unoccupied,Zone 3,25.8758749937
2015-10-12 03:30:00,Unoccupied,Zone 3,25.8690277986
2015-10-12 03:40:00,Unoccupied,Zone 3,25.89650005
2015-10-12 03:50:00,Unoccupied,Zone 3,25.81474995
2015-10-12 04:00:00,Unoccupied,Zone 3,25.8208331736
2015-10-12 04:10:00,Unoccupied,Zone 3,25.8368749562
2015-10-12 04:20:00,Unoccupied,Zone 3,25.8686111458
2015-10-12 04:30:00,Unoccupied,Zone 3,25.745250025
2015-10-12 04:40:00,Unoccupied,Zone 3,25.6877774931
2015-10-12 04:50:00,Unoccupied,Zone 3,25.6051389583
2015-10-12 05:00:00,Unoccupied,Zone 3,25.7277499688
2015-10-12 05:10:00,Unoccupied,Zone 3,25.7151387639
2015-10-12 05:20:00,Unoccupied,Zone 3,25.76187505
2015-10-12 05:30:00,Unoccupied,Zone 3,25.7209999937
2015-10-12 05:40:00,Unoccupied,Zone 3,25.7576387778
2015-10-12 05:50:00,Unoccupied,Zone 3,25.7368749688
2015-10-12 06:00:00,Unoccupied,Zone 3,25.6934720556
2015-10-12 21:00:00,Unoccupied,Zone 3,28.0593749187
2015-10-12 21:10:00,Unoccupied,Zone 3,28.0163887639
2015-10-12 21:20:00,Unoccupied,Zone 3,27.9218751
2015-10-12 21:30:00,Unoccupied,Zone 3,27.9358338472
2015-10-12 21:40:00,Unoccupied,Zone 3,27.958750025
2015-10-12 21:50:00,Unoccupied,Zone 3,27.9223614722
2015-10-12 22:00:00,Unoccupied,Zone 3,27.92712535
2015-10-12 22:10:00,Unoccupied,Zone 3,27.907083507
2015-10-12 22:20:00,Unoccupied,Zone 3,28.0616251062
2015-10-12 22:30:00,Unoccupied,Zone 3,28.0526390903
2015-10-12 22:40:00,Unoccupied,Zone 3,27.2022500875
2015-10-12 22:50:00,Unoccupied,Zone 3,26.5565001
2015-10-12 23:00:00,Unoccupied,Zone 3,26.1802777708
2015-10-13 00:00:00,Unoccupied,Zone 3,25.4313890069
2015-10-13 00:10:00,Unoccupied,Zone 3,25.3811249688
2015-10-13 00:20:00,Unoccupied,Zone 3,25.483611375
2015-10-13 00:30:00,Unoccupied,Zone 3,25.3917499188
2015-10-13 00:40:00,Unoccupied,Zone 3,25.4902500312
2015-10-13 00:50:00,Unoccupied,Zone 3,25.5695834792
2015-10-13 01:00:00,Unoccupied,Zone 3,25.6443750812
2015-10-13 01:10:00,Unoccupied,Zone 3,25.6530554653
2015-10-13 01:20:00,Unoccupied,Zone 3,25.6901249813
2015-10-13 01:30:00,Unoccupied,Zone 3,25.5530555903
2015-10-13 01:40:00,Unoccupied,Zone 3,25.4534722569
2015-10-13 01:50:00,Unoccupied,Zone 3,25.5730003688
2015-10-13 02:00:00,Unoccupied,Zone 3,25.5927500625
2015-10-13 02:10:00,Unoccupied,Zone 3,25.3676388264
2015-10-13 02:20:00,Unoccupied,Zone 3,25.3717500437
2015-10-13 02:30:00,Unoccupied,Zone 3,25.3423748
2015-10-13 02:40:00,Unoccupied,Zone 3,25.4220834305
2015-10-13 02:50:00,Unoccupied,Zone 3,25.4398749313
2015-10-13 03:00:00,Unoccupied,Zone 3,25.3858332222
2015-10-13 03:10:00,Unoccupied,Zone 3,25.3418750437
2015-10-13 03:20:00,Unoccupied,Zone 3,25.2756944306
2015-10-13 03:30:00,Unoccupied,Zone 3,25.26912485
2015-10-13 03:40:00,Unoccupied,Zone 3,25.2647221667
2015-10-13 03:50:00,Unoccupied,Zone 3,25.20550005
2015-10-13 04:00:00,Unoccupied,Zone 3,25.141875275
2015-10-13 04:10:00,Unoccupied,Zone 3,25.1397222292
2015-10-13 04:20:00,Unoccupied,Zone 3,25.1296248938
2015-10-13 04:30:00,Unoccupied,Zone 3,25.0472225417
2015-10-13 04:40:00,Unoccupied,Zone 3,24.9403751
2015-10-13 04:50:00,Unoccupied,Zone 3,24.938888993
2015-10-13 05:00:00,Unoccupied,Zone 3,24.8552498125
2015-10-13 05:10:00,Unoccupied,Zone 3,24.8853749687
2015-10-13 05:20:00,Unoccupied,Zone 3,24.8929166667
2015-10-13 05:30:00,Unoccupied,Zone 3,24.8853333174
2015-10-13 05:40:00,Unoccupied,Zone 3,24.8717499312
2015-10-13 05:50:00,Unoccupied,Zone 3,24.9740001875
2015-10-13 06:00:00,Unoccupied,Zone 3,24.9990279722
2015-10-13 21:00:00,Unoccupied,Zone 3,27.7195000563
2015-10-13 21:10:00,Unoccupied,Zone 3,27.7931944445
2015-10-13 21:20:00,Unoccupied,Zone 3,27.8357502313
2015-10-13 21:30:00,Unoccupied,Zone 3,27.8524725792
2015-10-13 21:40:00,Unoccupied,Zone 3,27.8489031236
2015-10-13 21:50:00,Unoccupied,Zone 3,27.863125425
2015-10-13 22:00:00,Unoccupied,Zone 3,27.9008330486
2015-10-13 22:10:00,Unoccupied,Zone 3,27.9729998562
2015-10-13 22:20:00,Unoccupied,Zone 3,28.0405556111
2015-10-13 22:30:00,Unoccupied,Zone 3,27.7653750563
2015-10-13 22:40:00,Unoccupied,Zone 3,26.9288749562
2015-10-13 22:50:00,Unoccupied,Zone 3,26.4365280139
2015-10-13 23:00:00,Unoccupied,Zone 3,26.0423749563
2015-10-14 00:00:00,Unoccupied,Zone 3,25.5155558681
2015-10-14 00:10:00,Unoccupied,Zone 3,25.559500375
2015-10-14 00:20:00,Unoccupied,Zone 3,25.53975015
2015-10-14 00:30:00,Unoccupied,Zone 3,25.5634723542
2015-10-14 00:40:00,Unoccupied,Zone 3,25.4348750875
2015-10-14 00:50:00,Unoccupied,Zone 3,25.432375025
2015-10-14 01:00:00,Unoccupied,Zone 3,25.4747222639
2015-10-14 01:10:00,Unoccupied,Zone 3,25.376625075
2015-10-14 01:20:00,Unoccupied,Zone 3,25.2743055903
2015-10-14 01:30:00,Unoccupied,Zone 3,25.26125
2015-10-14 01:40:00,Unoccupied,Zone 3,25.1427499438
2015-10-14 01:50:00,Unoccupied,Zone 3,25.0037501125
2015-10-14 02:00:00,Unoccupied,Zone 3,25.0095833958
2015-10-14 02:10:00,Unoccupied,Zone 3,25.0807501625
2015-10-14 02:20:00,Unoccupied,Zone 3,25.1234722569
2015-10-14 02:30:00,Unoccupied,Zone 3,25.1526250687
2015-10-14 02:40:00,Unoccupied,Zone 3,25.3193057292
2015-10-14 02:50:00,Unoccupied,Zone 3,25.3219998687
2015-10-14 03:00:00,Unoccupied,Zone 3,25.398000075
2015-10-14 03:10:00,Unoccupied,Zone 3,25.3588887083
2015-10-14 03:20:00,Unoccupied,Zone 3,25.4403751313
2015-10-14 03:30:00,Unoccupied,Zone 3,25.3922222917
2015-10-14 03:40:00,Unoccupied,Zone 3,25.3726248187
2015-10-14 03:50:00,Unoccupied,Zone 3,25.363499925
2015-10-14 04:00:00,Unoccupied,Zone 3,25.2073609653
2015-10-14 04:10:00,Unoccupied,Zone 3,25.2091251438
2015-10-14 04:20:00,Unoccupied,Zone 3,25.1444445347
2015-10-14 04:30:00,Unoccupied,Zone 3,25.0732500438
2015-10-14 04:40:00,Unoccupied,Zone 3,25.03712515
2015-10-14 04:50:00,Unoccupied,Zone 3,25.0449999097
2015-10-14 05:00:00,Unoccupied,Zone 3,25.1044998625
2015-10-14 05:10:00,Unoccupied,Zone 3,25.1737499791
2015-10-14 05:20:00,Unoccupied,Zone 3,
2015-10-14 05:30:00,Unoccupied,Zone 3,
2015-10-14 05:40:00,Unoccupied,Zone 3,
2015-10-14 05:50:00,Unoccupied,Zone 3,
2015-10-14 06:00:00,Unoccupied,Zone 3,
2015-10-14 21:00:00,Unoccupied,Zone 3,27.7223611666
2015-10-14 21:10:00,Unoccupied,Zone 3,27.7483751063
2015-10-14 21:20:00,Unoccupied,Zone 3,27.7618056111
2015-10-14 21:30:00,Unoccupied,Zone 3,27.7484999625
2015-10-14 21:40:00,Unoccupied,Zone 3,27.7570000875
2015-10-14 21:50:00,Unoccupied,Zone 3,27.7695834305
2015-10-14 22:00:00,Unoccupied,Zone 3,27.7461251188
2015-10-14 22:10:00,Unoccupied,Zone 3,27.7633333681
2015-10-14 22:20:00,Unoccupied,Zone 3,27.8311254625
2015-10-14 22:30:00,Unoccupied,Zone 3,27.6624169299
2015-10-14 22:40:00,Unoccupied,Zone 3,26.8256943153
2015-10-14 22:50:00,Unoccupied,Zone 3,26.2643749813
2015-10-14 23:00:00,Unoccupied,Zone 3,26.0133330416
2015-10-15 00:00:00,Unoccupied,Zone 3,25.3063747563
