,B10_Area3for2_A_Ahu1_DOAS_FanSuEh_MdltSu,B10_Area3for2_A_Ahu2_DOAS_FanSuEh_MdltSu,B10_Area3for2_A_Ahu3_DOAS_FanSuEh_MdltSu,B10_Area3for2_A_Ahu4_DOAS_FanSuEh_MdltSu
2017-01-03 09:45:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 09:50:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 09:55:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:00:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:05:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:10:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:15:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:20:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:25:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:30:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:35:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:40:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:45:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:50:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 10:55:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:00:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:05:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:10:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:15:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:20:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:25:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:30:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:35:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:40:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:45:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:50:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 11:55:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:00:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:05:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:10:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:15:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:20:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:25:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 12:30:00+08:00,20.0,70.0,61.8814468384,20.0
2017-01-03 12:35:00+08:00,20.0,70.0,57.0949185689,20.0
2017-01-03 12:40:00+08:00,20.0,70.0,53.3306026459,20.0
2017-01-03 12:45:00+08:00,20.0,70.0,47.3475875855,20.0
2017-01-03 12:50:00+08:00,20.0,70.0,41.2382659912,20.0
2017-01-03 12:55:00+08:00,20.0,70.0,48.8172531128,20.0
2017-01-03 13:00:00+08:00,20.0,70.0,47.6206455231,20.0
2017-01-03 13:05:00+08:00,20.0,70.0,60.4656677246,20.0
2017-01-03 13:10:00+08:00,20.0,70.0,61.4402599335,20.0
2017-01-03 13:15:00+08:00,20.0,70.0,62.4092877706,20.0
2017-01-03 13:20:00+08:00,20.0,70.0,63.3830356598,20.0
2017-01-03 13:25:00+08:00,20.0,66.2112909953,64.3457425435,20.0
2017-01-03 13:30:00+08:00,20.0,60.5832061767,65.0,20.0
2017-01-03 13:35:00+08:00,20.0,55.0563481649,64.5410334269,20.0
2017-01-03 13:40:00+08:00,20.0,48.4124298096,65.0,20.0
2017-01-03 13:45:00+08:00,20.0,44.2736053467,65.0,20.0
2017-01-03 13:50:00+08:00,20.0,43.5465564728,65.0,20.0
2017-01-03 13:55:00+08:00,20.0,52.5798683167,65.0,20.0
2017-01-03 14:00:00+08:00,20.0,63.6198806763,65.0,20.0
2017-01-03 14:05:00+08:00,20.0,69.7908401489,65.0,20.0
2017-01-03 14:10:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 14:15:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 14:20:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 14:25:00+08:00,20.0,70.0,65.0,20.0
2017-01-03 14:30:00+08:00,20.0,70.0,65.0,21.8076810837
2017-01-03 14:35:00+08:00,20.0,70.0,65.0,28.1907037099
2017-01-03 14:40:00+08:00,20.0,70.0,65.0,31.5480470658
2017-01-03 14:45:00+08:00,20.0,70.0,65.0,29.8637332916
2017-01-03 14:50:00+08:00,20.0,70.0,65.0,32.4565296173
2017-01-03 14:55:00+08:00,20.0,70.0,65.0,32.7586847941
2017-01-03 15:00:00+08:00,20.0,70.0,65.0,33.2478256225
2017-01-03 15:05:00+08:00,20.0,70.0,65.0,34.8638585409
2017-01-03 15:10:00+08:00,20.0,70.0,65.0,37.7189884186
2017-01-03 15:15:00+08:00,20.0,70.0,65.0,38.6281280518
2017-01-03 15:20:00+08:00,20.0,70.0,65.0,40.6261062622
2017-01-03 15:25:00+08:00,20.0,70.0,65.0,41.482421875
2017-01-03 15:30:00+08:00,20.0,70.0,65.0,44.1124382019
2017-01-03 15:35:00+08:00,20.0,70.0,65.0,47.4732093811
2017-01-03 15:40:00+08:00,20.0,70.0,65.0,50.4698352814
2017-01-03 15:45:00+08:00,20.0,70.0,65.0,50.7444051107
2017-01-03 15:50:00+08:00,20.0,70.0,65.0,51.92552948
2017-01-03 15:55:00+08:00,20.0,70.0,65.0,53.1690292358
2017-01-03 16:00:00+08:00,20.0,70.0,65.0,52.4687786102
2017-01-03 16:05:00+08:00,20.0,70.0,65.0,48.9009386698
2017-01-03 16:10:00+08:00,20.0,70.0,65.0,46.2547092438
2017-01-03 16:15:00+08:00,20.0,70.0,65.0,42.4769350688
2017-01-03 16:20:00+08:00,20.0,70.0,65.0,40.998790741
2017-01-03 16:25:00+08:00,20.0,70.0,65.0,35.6286907196
2017-01-03 16:30:00+08:00,20.0,70.0,65.0,34.5245895386
2017-01-03 16:35:00+08:00,20.0,70.0,65.0,33.5560417175
2017-01-03 16:40:00+08:00,20.0,70.0,65.0,32.0194721222
2017-01-03 16:45:00+08:00,20.0,70.0,65.0,31.5764020284
2017-01-03 16:50:00+08:00,20.0,70.0,65.0,28.8733310699
2017-01-03 16:55:00+08:00,20.0,68.4837086996,65.0,25.6055374145
2017-01-03 17:00:00+08:00,20.0,64.4877090454,65.0,20.2040576935
2017-01-03 17:05:00+08:00,,,,
2017-01-03 17:10:00+08:00,,,,
2017-01-03 17:15:00+08:00,,,,
2017-01-03 17:20:00+08:00,,,,
2017-01-03 17:25:00+08:00,,,,
2017-01-03 17:30:00+08:00,,,,
2017-01-03 17:35:00+08:00,,,,
2017-01-03 17:40:00+08:00,,,,
2017-01-03 17:45:00+08:00,20.0,55.2259712219,65.0,20.0
2017-01-03 17:50:00+08:00,20.0,52.6843846639,65.0,20.0
2017-01-03 17:55:00+08:00,20.0,49.9441261291,65.0,20.0
2017-01-03 18:00:00+08:00,6.66666666667,16.1312421163,21.6666666667,6.66666666667
2017-01-03 18:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 18:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 19:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 20:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 21:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 22:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-03 23:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 00:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 01:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 02:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 03:30:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 03:35:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 03:40:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 03:45:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 03:50:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 03:55:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 04:00:00+08:00,0.0,0.0,65.0,0.0
2017-01-04 04:05:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:10:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:15:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:20:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:25:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:30:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:35:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:40:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:45:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:50:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 04:55:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 05:00:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 05:05:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 05:10:00+08:00,0.0,0.0,65.0,63.0
2017-01-04 05:15:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:20:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:25:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:30:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:35:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:40:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:45:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:50:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 05:55:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:00:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:05:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:10:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:15:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:20:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:25:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:30:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:35:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:40:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:45:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:50:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 06:55:00+08:00,0.0,70.0,65.0,63.0
2017-01-04 07:00:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:05:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:10:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:15:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:20:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:25:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:30:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:35:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:40:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:45:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:50:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 07:55:00+08:00,0.0,20.0,20.0,20.0
2017-01-04 08:00:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:05:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:10:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:15:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:20:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:25:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:30:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:35:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:40:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:45:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:50:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 08:55:00+08:00,62.0,20.0,20.0,20.0
2017-01-04 09:00:00+08:00,20.0,20.0,20.0,20.0
2017-01-04 09:05:00+08:00,20.0,20.0,20.0,20.0
2017-01-04 09:10:00+08:00,20.0,20.0,20.0,20.0
2017-01-04 09:15:00+08:00,20.0,20.0,20.0,20.0
2017-01-04 09:20:00+08:00,20.0,20.0,20.0,20.0
2017-01-04 09:25:00+08:00,20.0,20.0,20.0,20.0
2017-01-04 09:30:00+08:00,20.0,20.0,20.0730800628,20.0
2017-01-04 09:35:00+08:00,20.0,20.0,26.6033833822,20.0
2017-01-04 09:40:00+08:00,20.0,20.0,40.8401489258,20.0
2017-01-04 09:45:00+08:00,20.0,20.0,60.4097468058,20.0
2017-01-04 09:50:00+08:00,20.0,20.0,65.0,20.0
2017-01-04 09:55:00+08:00,20.0,25.2510350545,65.0,20.0365352631
2017-01-04 10:00:00+08:00,20.0,43.4214630127,65.0,20.0
2017-01-04 10:05:00+08:00,20.0,58.307094574,65.0,21.7278703054
2017-01-04 10:10:00+08:00,20.0,70.0,65.0,23.7540397644
2017-01-04 10:15:00+08:00,20.0,70.0,65.0,30.3556003571
2017-01-04 10:20:00+08:00,20.0,70.0,65.0,37.3989868164
2017-01-04 10:25:00+08:00,20.0,70.0,65.0,38.535736084
2017-01-04 10:30:00+08:00,20.0,70.0,65.0,38.535736084
2017-01-04 10:35:00+08:00,20.0,70.0,65.0,48.6794827779
2017-01-04 10:40:00+08:00,20.0,70.0,65.0,52.8665275574
2017-01-04 10:45:00+08:00,20.0,70.0,65.0,57.4847742717
2017-01-04 10:50:00+08:00,20.0,70.0,65.0,61.2546958923
2017-01-04 10:55:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:00:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:05:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:10:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:15:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:20:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:25:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:30:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:35:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:40:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:45:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:50:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 11:55:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:00:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:05:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:10:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:15:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:20:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:25:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:30:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:35:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:40:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:45:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 12:50:00+08:00,20.0,70.0,65.0,59.8541526794
2017-01-04 12:55:00+08:00,20.0,69.783416748,65.0,56.2975171407
2017-01-04 13:00:00+08:00,20.0,66.8274765015,65.0,51.7846031189
2017-01-04 13:05:00+08:00,20.0,63.1210505168,65.0,51.9212735494
2017-01-04 13:10:00+08:00,20.0,57.8611068725,65.0,47.3120918274
2017-01-04 13:15:00+08:00,20.0,51.6194585165,65.0,40.6914583842
2017-01-04 13:20:00+08:00,20.0,44.7343063355,65.0,39.8240642547
2017-01-04 13:25:00+08:00,20.0,38.3334693909,65.0,48.7543652852
2017-01-04 13:30:00+08:00,20.0,34.1785240174,65.0,57.5658035278
2017-01-04 13:35:00+08:00,20.0,25.71352005,65.0,57.3475049337
2017-01-04 13:40:00+08:00,20.0,20.5068912506,65.0,57.011844635
2017-01-04 13:45:00+08:00,20.0,20.0,65.0,57.6131108602
2017-01-04 13:50:00+08:00,20.0,20.0,65.0,53.3191127777
2017-01-04 13:55:00+08:00,20.0,20.0,65.0,42.7079035441
2017-01-04 14:00:00+08:00,20.0,20.0,65.0,46.0997810363
2017-01-04 14:05:00+08:00,20.0,20.0,65.0,51.0957921346
2017-01-04 14:10:00+08:00,20.0,20.0,65.0,53.2646007538
2017-01-04 14:15:00+08:00,20.0,20.0,65.0,55.0726763407
2017-01-04 14:20:00+08:00,20.0,20.0,65.0,58.0956382752
2017-01-04 14:25:00+08:00,20.0,20.0,65.0,59.17384847
2017-01-04 14:30:00+08:00,20.0,20.0,65.0,60.3482151031
2017-01-04 14:35:00+08:00,20.0,20.0,65.0,62.6723721822
2017-01-04 14:40:00+08:00,20.0,20.0,65.0,63.0
2017-01-04 14:45:00+08:00,20.0,20.0,65.0,59.1724942525
2017-01-04 14:50:00+08:00,20.0,20.0,65.0,55.6556148529
2017-01-04 14:55:00+08:00,20.0,20.0,65.0,53.1240056356
2017-01-04 15:00:00+08:00,20.0,20.0,65.0,56.1715946197
2017-01-04 15:05:00+08:00,20.0,23.1171665192,65.0,61.2258504232
2017-01-04 15:10:00+08:00,20.0,26.9450588226,65.0,63.0
2017-01-04 15:15:00+08:00,20.0,33.8509451548,65.0,63.0
2017-01-04 15:20:00+08:00,20.0,42.9342460633,65.0,63.0
2017-01-04 15:25:00+08:00,20.0,52.1859588623,65.0,63.0
2017-01-04 15:30:00+08:00,20.0,60.170873642,65.0,63.0
2017-01-04 15:35:00+08:00,20.0,68.8582026164,65.0,63.0
2017-01-04 15:40:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 15:45:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 15:50:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 15:55:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:00:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:05:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:10:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:15:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:20:00+08:00,20.0,70.0,65.0,62.1761360169
2017-01-04 16:25:00+08:00,20.0,70.0,65.0,62.372873942
2017-01-04 16:30:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:35:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:40:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:45:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:50:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 16:55:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 17:00:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 17:05:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 17:10:00+08:00,20.0,70.0,65.0,63.0
2017-01-04 17:15:00+08:00,20.0,70.0,65.0,61.5258712768
2017-01-04 17:20:00+08:00,20.0,70.0,65.0,55.8404579163
2017-01-04 17:25:00+08:00,20.0,70.0,65.0,50.8494707743
2017-01-04 17:30:00+08:00,20.0,70.0,65.0,46.7087554932
2017-01-04 17:35:00+08:00,20.0,70.0,65.0,42.7987085978
2017-01-04 17:40:00+08:00,20.0,70.0,65.0,40.6593589782
2017-01-04 17:45:00+08:00,20.0,70.0,65.0,38.3890851338
2017-01-04 17:50:00+08:00,20.0,70.0,65.0,38.2957820892
2017-01-04 17:55:00+08:00,20.0,70.0,65.0,38.8126513163
2017-01-04 18:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:50:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 18:55:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:00:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:05:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:10:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:15:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:20:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:25:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:30:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:35:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:40:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:45:00+08:00,0.0,0.0,0.0,0.0
2017-01-04 19:50:00+08:00,0.0,0.0,0.0,0.0
