Location,FCU1,FCU2,FCU3,FCU4
DeviceNum,Num0,Num0,Num0,Num0
,,,,
2016-12-30 13:55:00+08:00,0.0,37.6750011444,0.0,-0.0375000005588
2016-12-30 14:00:00+08:00,0.0,36.6499996185,0.0,-0.0375000005588
2016-12-30 14:05:00+08:00,0.0,36.3333346049,0.0,-0.0500000007451
2016-12-30 14:10:00+08:00,0.0125000001863,36.8250007629,0.0,-0.0500000007451
2016-12-30 14:15:00+08:00,0.0,37.1333338419,0.0,-0.0416666672876
2016-12-30 14:20:00+08:00,0.0,38.25,0.0,-0.0250000003725
2016-12-30 14:25:00+08:00,-0.0083333334575,39.1166674296,0.0,-0.03333333383
2016-12-30 14:30:00+08:00,0.0375000014901,38.3000011444,0.0,-0.0250000003725
2016-12-30 14:35:00+08:00,-0.0083333334575,38.9833335877,0.0,-0.03333333383
2016-12-30 14:40:00+08:00,0.0,38.4500007629,0.0,-0.0250000003725
2016-12-30 14:45:00+08:00,0.0,38.3500010172,0.0,-0.03333333383
2016-12-30 14:50:00+08:00,0.0,38.5,0.0,-0.0500000007451
2016-12-30 14:55:00+08:00,-0.0083333334575,39.0833333333,0.0,-0.0250000003725
2016-12-30 15:00:00+08:00,0.0,39.4000015259,0.0,-0.0375000005588
2016-12-30 15:05:00+08:00,-0.0083333334575,38.9166666667,0.0,-0.0250000003725
2016-12-30 15:10:00+08:00,0.0,39.125,0.0,-0.0375000005588
2016-12-30 15:15:00+08:00,0.0,39.6166674296,0.0,-0.0416666672876
2016-12-30 15:20:00+08:00,-0.0125000001863,39.9000015259,0.0,-0.0375000005588
2016-12-30 15:25:00+08:00,-0.0083333334575,40.5333340963,0.0,-0.0416666672876
2016-12-30 15:30:00+08:00,-0.0125000001863,40.7750015259,0.0,-0.0250000003725
2016-12-30 15:35:00+08:00,-0.0083333334575,40.9833335876,0.0,-0.03333333383
2016-12-30 15:40:00+08:00,-0.0250000003725,39.7999992371,0.0,-0.0250000003725
2016-12-30 15:45:00+08:00,-0.016666666915,40.0333340963,0.0,-0.0500000007451
2016-12-30 15:50:00+08:00,0.0,40.1750011444,0.0,-0.0375000005588
2016-12-30 15:55:00+08:00,-0.0083333334575,40.6500015259,0.0,-0.0416666672876
2016-12-30 16:00:00+08:00,0.0,40.0500011444,0.0,-0.0375000005588
2016-12-30 16:05:00+08:00,-0.0083333334575,40.316666921,0.0,-0.0500000007451
2016-12-30 16:10:00+08:00,-0.0125000001863,40.25,0.0,-0.0500000007451
2016-12-30 16:15:00+08:00,-0.0083333334575,40.4833348592,0.0,-0.0416666672876
2016-12-30 16:20:00+08:00,-0.0125000001863,40.3250007629,0.0,-0.0250000003725
2016-12-30 16:25:00+08:00,-0.0083333334575,40.1666666667,0.0,-0.0250000003725
2016-12-30 16:30:00+08:00,-0.0125000001863,39.9250011444,0.0,-0.0250000003725
2016-12-30 16:35:00+08:00,0.0,39.8333346049,0.0,-0.03333333383
2016-12-30 16:40:00+08:00,0.0,39.3999996185,0.0,-0.0250000003725
2016-12-30 16:45:00+08:00,0.0,39.75,0.0,-0.0250000003725
2016-12-30 16:50:00+08:00,-0.0125000001863,39.7500019073,0.0,-0.0375000005588
2016-12-30 16:55:00+08:00,-0.0083333334575,39.6333351135,0.0,-0.03333333383
2016-12-30 17:00:00+08:00,0.0,39.8500003815,0.0,-0.0250000003725
2016-12-30 17:05:00+08:00,0.0,40.0666681925,0.0,-0.0416666672876
2016-12-30 17:10:00+08:00,0.0,40.6000003815,0.0,-0.0250000003725
2016-12-30 17:15:00+08:00,0.0,39.6666666667,0.0,-0.0250000003725
2016-12-30 17:20:00+08:00,0.0,40.8250007629,0.0,-0.0250000003725
2016-12-30 17:25:00+08:00,-0.0083333334575,39.950000763,0.0,-0.0250000003725
2016-12-30 17:30:00+08:00,0.0,40.2999992371,0.0,-0.0375000005588
2016-12-30 17:35:00+08:00,0.0,40.0833346049,0.0,-0.03333333383
2016-12-30 17:40:00+08:00,0.0,39.7250022888,0.0,-0.0250000003725
2016-12-30 17:45:00+08:00,0.0,39.633333842,0.0,-0.0416666672876
2016-12-30 17:50:00+08:00,0.0,40.5499992371,0.0,-0.0250000003725
2016-12-30 17:55:00+08:00,0.0,40.5499992371,0.0,-0.0250000003725
2016-12-30 18:00:00+08:00,-0.0125000001863,-0.050000000745,0.0,-0.0250000003725
2016-12-30 18:05:00+08:00,0.0,-0.0333333338301,0.0,-0.03333333383
2016-12-30 18:10:00+08:00,-0.0125000001863,0.0,0.0,-0.0250000003725
2016-12-30 18:15:00+08:00,0.0,-0.0666666676601,0.0,-0.03333333383
2016-12-30 18:20:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-30 18:25:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 18:30:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 18:35:00+08:00,0.0,-0.0333333338301,0.0,-0.03333333383
2016-12-30 18:40:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 18:45:00+08:00,0.0,-0.0333333338301,0.0,-0.0250000003725
2016-12-30 18:50:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-30 18:55:00+08:00,0.0,-0.016666666915,0.0,-0.03333333383
2016-12-30 19:00:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-30 19:05:00+08:00,-0.0083333334575,-0.016666666915,0.0,-0.0416666672876
2016-12-30 19:10:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0375000005588
2016-12-30 19:15:00+08:00,-0.0083333334575,-0.03333333383,0.0,-0.03333333383
2016-12-30 19:20:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 19:25:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 19:30:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 19:35:00+08:00,-0.0083333334575,-0.0500000007451,0.0,-0.03333333383
2016-12-30 19:40:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 19:45:00+08:00,0.0,-0.016666666915,0.0,-0.0250000003725
2016-12-30 19:50:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 19:55:00+08:00,0.0,-0.0333333338301,0.0,-0.0250000003725
2016-12-30 20:00:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 20:05:00+08:00,-0.016666666915,-0.016666666915,0.0,-0.03333333383
2016-12-30 20:10:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 20:15:00+08:00,0.0,0.0,0.0,-0.0250000003725
2016-12-30 20:20:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 20:25:00+08:00,0.0,-0.0333333338301,0.0,-0.0250000003725
2016-12-30 20:30:00+08:00,0.0,0.0,0.0,-0.0250000003725
2016-12-30 20:35:00+08:00,0.0,0.0,0.0,-0.0416666672876
2016-12-30 20:40:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 20:45:00+08:00,0.0,-0.0500000007451,0.0,-0.0416666672876
2016-12-30 20:50:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 20:55:00+08:00,0.0,-0.0333333338301,0.0,-0.03333333383
2016-12-30 21:00:00+08:00,0.0,-0.0250000003725,0.0,-0.0375000005588
2016-12-30 21:05:00+08:00,0.0,-0.0500000007451,0.0,-0.03333333383
2016-12-30 21:10:00+08:00,0.0,-0.0250000003725,0.0,-0.0375000005588
2016-12-30 21:15:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.03333333383
2016-12-30 21:20:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 21:25:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0250000003725
2016-12-30 21:30:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 21:35:00+08:00,0.0,-0.016666666915,0.0,-0.0416666672876
2016-12-30 21:40:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 21:45:00+08:00,-0.0083333334575,-0.0500000007451,0.0,-0.0416666672876
2016-12-30 21:50:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-30 21:55:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.03333333383
2016-12-30 22:00:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 22:05:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.03333333383
2016-12-30 22:10:00+08:00,0.0,-0.0750000011176,0.0,-0.0375000005588
2016-12-30 22:15:00+08:00,0.0,-0.0500000007451,0.0,-0.0416666672876
2016-12-30 22:20:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-30 22:25:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-30 22:30:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 22:35:00+08:00,0.0,-0.0500000007451,0.0,-0.03333333383
2016-12-30 22:40:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 22:45:00+08:00,0.0,-0.0333333338301,0.0,-0.03333333383
2016-12-30 22:50:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0250000003725
2016-12-30 22:55:00+08:00,0.0,-0.016666666915,0.0,-0.03333333383
2016-12-30 23:00:00+08:00,0.0,-0.0250000003725,0.0,-0.0500000007451
2016-12-30 23:05:00+08:00,0.0,-0.016666666915,0.0,-0.03333333383
2016-12-30 23:10:00+08:00,-0.0125000001863,0.0,0.0,-0.0375000005588
2016-12-30 23:15:00+08:00,-0.016666666915,-0.0333333338301,0.0,-0.03333333383
2016-12-30 23:20:00+08:00,0.0,-0.050000000745,0.0,-0.0250000003725
2016-12-30 23:25:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0416666672876
2016-12-30 23:30:00+08:00,0.0,-0.0250000003725,0.0,-0.0125000001863
2016-12-30 23:35:00+08:00,0.0,-0.0333333338301,0.0,-0.03333333383
2016-12-30 23:40:00+08:00,0.0,-0.0500000007451,0.0,-0.0500000007451
2016-12-30 23:45:00+08:00,0.0,-0.0333333338301,0.0,-0.0250000003725
2016-12-30 23:50:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0375000005588
2016-12-30 23:55:00+08:00,0.0,-0.0333333338301,0.0,-0.03333333383
2016-12-31 00:00:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0250000003725
2016-12-31 00:05:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.03333333383
2016-12-31 00:10:00+08:00,0.0,-0.0250000003725,0.0,-0.0375000005588
2016-12-31 00:15:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0416666672876
2016-12-31 00:20:00+08:00,0.0,0.0,0.0,-0.0375000005588
2016-12-31 00:25:00+08:00,-0.0083333334575,-0.016666666915,0.0,-0.0416666672876
2016-12-31 00:30:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0375000005588
2016-12-31 00:35:00+08:00,0.0,-0.016666666915,0.0,-0.03333333383
2016-12-31 00:40:00+08:00,0.0,0.0,0.0,-0.0250000003725
2016-12-31 00:45:00+08:00,-0.0083333334575,-0.016666666915,0.0,-0.0250000003725
2016-12-31 00:50:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 00:55:00+08:00,0.0,-0.0666666676601,0.0,-0.03333333383
2016-12-31 01:00:00+08:00,0.0,-0.0250000003725,0.0,-0.0500000007451
2016-12-31 01:05:00+08:00,-0.016666666915,-0.0333333338301,0.0,-0.03333333383
2016-12-31 01:10:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0375000005588
2016-12-31 01:15:00+08:00,0.0,-0.016666666915,0.0,-0.0250000003725
2016-12-31 01:20:00+08:00,0.0,-0.0250000003725,0.0,-0.0375000005588
2016-12-31 01:25:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0416666672876
2016-12-31 01:30:00+08:00,-0.0250000003725,-0.050000000745,0.0,-0.0250000003725
2016-12-31 01:35:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0416666672876
2016-12-31 01:40:00+08:00,-0.0125000001863,0.0,0.0,-0.0375000005588
2016-12-31 01:45:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0416666672876
2016-12-31 01:50:00+08:00,0.0,-0.0250000003725,0.0,-0.0375000005588
2016-12-31 01:55:00+08:00,-0.016666666915,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 02:00:00+08:00,0.0,-0.050000000745,0.0,-0.0250000003725
2016-12-31 02:05:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 02:10:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 02:15:00+08:00,0.0,-0.016666666915,0.0,-0.0250000003725
2016-12-31 02:20:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-31 02:25:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0250000003725
2016-12-31 02:30:00+08:00,-0.0125000001863,-0.0250000003725,0.0,-0.0250000003725
2016-12-31 02:35:00+08:00,0.0,-0.03333333383,0.0,-0.03333333383
2016-12-31 02:40:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-31 02:45:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0250000003725
2016-12-31 02:50:00+08:00,-0.0125000001863,0.0,0.0,-0.0250000003725
2016-12-31 02:55:00+08:00,-0.0083333334575,-0.0333333338301,0.0,-0.0250000003725
2016-12-31 03:00:00+08:00,0.0,-0.0250000003725,0.0,-0.0250000003725
2016-12-31 03:05:00+08:00,-0.0083333334575,-0.016666666915,0.0,-0.0250000003725
2016-12-31 03:10:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 03:15:00+08:00,0.0,-0.0333333338301,0.0,-0.0250000003725
2016-12-31 03:20:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-31 03:25:00+08:00,0.0,-0.0333333338301,0.0,-0.0250000003725
2016-12-31 03:30:00+08:00,0.0,-0.0250000003725,0.0,-0.0375000005588
2016-12-31 03:35:00+08:00,0.0,-0.0666666676601,0.0,-0.0250000003725
2016-12-31 03:40:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 03:45:00+08:00,0.0,-0.0500000007451,0.0,-0.03333333383
2016-12-31 03:50:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 03:55:00+08:00,-0.0083333334575,-0.0500000007451,0.0,-0.0500000007451
2016-12-31 04:00:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 04:05:00+08:00,0.0,-0.0500000007451,0.0,-0.03333333383
2016-12-31 04:10:00+08:00,0.0,-0.0500000007451,0.0,-0.0375000005588
2016-12-31 04:15:00+08:00,-0.016666666915,-0.0333333338301,0.0,-0.03333333383
2016-12-31 04:20:00+08:00,0.0,-0.050000000745,0.0,-0.0250000003725
2016-12-31 04:25:00+08:00,0.0,-0.0500000007451,0.0,-0.03333333383
2016-12-31 04:30:00+08:00,-0.0125000001863,-0.0500000007451,0.0,-0.0375000005588
2016-12-31 04:35:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
2016-12-31 04:40:00+08:00,0.0,-0.0500000007451,0.0,-0.0250000003725
