Location,BoardRoom,BoardRoom,BoardRoom,BoardRoom,BoardRoom,BoardRoom,FinanceOffice1,FinanceOffice1,FinanceOffice1,FinanceOffice2,FinanceOffice2,FinanceOffice2,FinanceOffice3,FinanceOffice3,FinanceOffice3,FinanceSecretary,FinanceSecretary,HRDirector,HRDirector,HRDirector,HRMeeting,HRMeeting,HRMeeting,HROffice1,HROffice1,HROffice2,HROffice2,HeadofSchool,HeadofSchool,HeadofSchool,HeadofSchoolSecretary,HeadofSchoolSecretary,HeadofSchoolSecretary,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,OpenOffice,Pantry,Pantry,Pantry,Pantry,Pantry
2017-02-09 14:30:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,57.5,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.0,56.0,57.0,57.0,58.0,58.0,55.0,59.0,56.0,57.0,56.0,61.0,56.0,57.0,55.5,58.5,58.0,62.0,57.0,57.0,57.5,58.0,59.0,59.0,57.5,61.5,58.5
2017-02-09 14:35:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,57.0,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.6666666667,56.0,57.0,57.0,58.0,58.0,55.0,59.0,56.0,57.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,62.0,57.0,57.0,58.0,57.6666666667,58.6666666667,59.0,57.0,62.0,58.0
2017-02-09 14:40:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,57.5,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,56.0,56.0,57.0,57.0,58.0,58.0,55.0,59.0,56.0,57.0,56.0,61.0,56.5,57.0,56.0,58.0,58.0,62.0,57.0,57.0,57.0,57.5,59.0,59.0,57.0,61.0,58.0
2017-02-09 14:45:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.3333333333,58.0,55.0,56.0,55.0,56.0,57.0,57.0,57.3333333333,58.0,55.0,59.0,56.0,57.0,56.0,61.0,57.0,57.6666666667,56.3333333333,58.0,58.0,62.0,56.6666666667,57.0,57.0,57.6666666667,59.0,59.0,57.0,61.3333333333,58.6666666667
2017-02-09 14:50:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.0,56.0,56.5,57.0,57.0,58.0,55.0,59.0,56.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,62.0,56.5,57.0,57.0,57.5,59.5,59.0,57.0,62.0,59.0
2017-02-09 14:55:00+08:00,57.0,57.0,58.0,61.0,59.6666666667,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.6666666667,58.0,55.0,56.0,55.0,55.3333333333,56.3333333333,57.0,57.3333333333,58.0,55.0,59.0,56.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,61.3333333333,56.6666666667,57.0,57.0,57.6666666667,60.6666666667,59.0,57.0,61.3333333333,59.0
2017-02-09 15:00:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.0,55.0,56.0,57.0,57.0,58.0,56.0,59.0,56.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,61.0,57.0,57.0,57.0,57.5,60.5,59.0,57.0,61.5,59.0
2017-02-09 15:05:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.0,55.0,56.6666666667,57.0,57.6666666667,59.0,56.0,58.0,56.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,61.0,57.0,56.6666666667,57.0,57.0,59.0,59.0,57.0,61.6666666667,59.0
2017-02-09 15:10:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.0,55.0,57.0,57.0,58.0,59.0,56.0,58.0,56.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,61.0,57.0,56.5,57.0,57.5,60.0,59.0,57.0,62.0,59.0
2017-02-09 15:15:00+08:00,57.0,57.0,58.0,61.0,59.6666666667,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,54.0,58.0,55.0,56.0,55.0,55.0,57.0,57.0,58.0,59.0,56.0,58.0,56.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,61.0,57.0,56.6666666667,57.0,57.0,59.0,59.0,57.3333333333,60.6666666667,59.0
2017-02-09 15:20:00+08:00,57.0,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,54.0,53.0,53.0,53.5,58.0,54.5,56.0,55.0,55.0,56.0,57.0,58.0,59.0,56.0,58.0,55.0,57.0,56.0,61.0,57.0,58.0,56.0,58.0,58.0,61.0,57.0,57.0,57.0,57.5,59.0,59.0,57.5,60.0,59.0
2017-02-09 15:25:00+08:00,57.0,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,54.0,53.0,53.3333333333,53.6666666667,58.0,55.0,56.0,55.0,55.0,56.0,57.0,57.0,59.0,56.0,57.3333333333,56.0,57.0,56.0,61.0,57.0,57.3333333333,56.0,58.0,58.0,61.0,57.0,56.3333333333,57.0,57.0,59.6666666667,59.0,57.3333333333,59.6666666667,59.0
2017-02-09 15:30:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.0,58.0,55.0,56.0,55.0,55.0,56.0,56.5,57.0,58.5,56.0,57.0,55.5,57.0,56.0,61.0,56.5,57.0,56.0,58.0,58.0,61.0,57.0,56.0,57.0,57.0,60.0,59.0,57.0,61.0,59.0
2017-02-09 15:35:00+08:00,57.0,56.3333333333,58.0,61.0,59.6666666667,56.0,55.0,55.0,54.0,58.0,56.3333333333,54.3333333333,53.0,53.0,53.6666666667,58.0,55.0,55.3333333333,55.0,55.0,56.0,56.0,57.0,58.6666666667,55.6666666667,57.0,55.0,56.6666666667,55.3333333333,61.0,56.3333333333,57.0,56.0,58.0,58.0,61.0,56.3333333333,56.0,57.0,57.3333333333,61.0,59.0,57.3333333333,60.3333333333,59.0
2017-02-09 15:40:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.5,58.0,55.0,55.5,55.0,55.0,56.0,56.0,57.0,59.0,56.0,57.0,55.5,56.0,55.0,61.0,56.5,57.0,56.0,58.0,58.0,61.0,56.5,56.0,57.0,57.5,61.5,59.0,58.0,60.0,59.0
2017-02-09 15:45:00+08:00,57.0,56.6666666667,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.0,57.6666666667,55.0,55.0,55.0,55.0,56.0,56.0,57.0,59.0,56.0,57.0,56.0,56.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,56.0,57.0,57.6666666667,61.6666666667,59.0,57.6666666667,61.0,59.0
2017-02-09 15:50:00+08:00,57.0,56.5,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.5,57.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,59.0,55.5,57.0,56.0,56.0,55.0,61.0,56.0,57.0,55.5,58.0,58.0,61.0,57.0,56.0,57.0,57.5,61.5,59.0,57.0,61.0,59.0
2017-02-09 15:55:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,53.6666666667,57.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,58.0,55.0,57.0,56.0,56.0,55.3333333333,61.0,56.0,57.0,56.0,58.0,58.0,61.0,56.6666666667,56.3333333333,57.0,57.6666666667,61.6666666667,59.0,58.0,60.6666666667,59.0
2017-02-09 16:00:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.0,53.0,53.0,54.0,57.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,58.0,55.0,57.0,56.0,56.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,56.0,57.0,58.0,62.0,59.0,57.5,60.0,59.0
2017-02-09 16:05:00+08:00,57.0,56.6666666667,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,54.3333333333,53.0,53.0,53.6666666667,57.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,58.6666666667,55.0,57.0,56.0,56.0,55.3333333333,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,56.0,57.0,58.0,62.6666666667,59.0,58.0,61.0,59.0
2017-02-09 16:10:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,55.0,53.0,53.0,53.5,57.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,59.0,56.0,57.0,56.0,56.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,56.0,57.0,57.5,63.0,59.0,58.0,62.0,59.0
2017-02-09 16:15:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,55.0,53.0,53.0,53.3333333333,57.0,54.3333333333,55.0,55.0,55.0,56.0,56.0,57.0,58.0,56.0,57.0,56.0,56.0,55.6666666667,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,56.0,57.0,58.0,62.0,59.0,58.0,61.3333333333,59.0
2017-02-09 16:20:00+08:00,57.0,56.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,53.5,53.0,53.0,53.0,57.0,55.0,55.0,55.0,55.0,56.0,56.0,57.0,58.0,56.0,57.0,56.0,56.0,55.5,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,57.0,56.5,58.0,63.0,59.0,58.0,61.0,59.0
2017-02-09 16:25:00+08:00,57.0,56.6666666667,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,52.3333333333,53.0,53.0,53.6666666667,57.0,55.6666666667,55.0,55.0,55.0,56.6666666667,57.0,56.3333333333,58.6666666667,55.3333333333,57.0,56.0,56.6666666667,55.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,56.6666666667,56.6666666667,55.0,58.0,62.0,59.3333333333,58.0,61.6666666667,59.0
2017-02-09 16:30:00+08:00,57.0,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.0,52.0,53.0,53.0,54.0,57.0,56.0,55.0,55.0,55.0,57.0,57.0,57.0,58.5,55.0,57.0,56.0,56.0,55.5,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,57.0,55.0,58.0,63.0,59.0,58.0,61.0,59.0
2017-02-09 16:35:00+08:00,56.3333333333,57.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.6666666667,52.0,53.0,53.0,54.0,57.0,56.0,55.0,55.0,55.0,56.6666666667,57.0,57.0,58.3333333333,55.0,57.0,56.0,56.0,55.3333333333,61.0,56.0,57.0,56.0,58.0,58.0,61.0,56.6666666667,56.0,55.0,58.0,62.0,59.3333333333,58.0,60.0,59.0
2017-02-09 16:40:00+08:00,57.0,56.5,58.0,61.0,60.0,56.0,55.0,55.0,54.0,58.0,56.5,52.0,53.0,53.0,55.0,57.0,56.0,55.0,55.0,55.0,56.0,57.0,57.0,58.5,55.0,57.0,56.0,56.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,56.5,56.0,55.0,58.0,62.5,59.5,58.0,60.0,59.0
2017-02-09 16:45:00+08:00,56.6666666667,56.6666666667,58.0,61.0,59.6666666667,56.0,55.0,55.0,54.0,58.0,56.6666666667,52.0,53.0,53.0,54.6666666667,57.0,56.0,55.0,55.0,55.0,56.0,56.0,56.0,58.6666666667,55.0,57.0,56.0,56.6666666667,56.0,61.0,56.0,57.0,55.6666666667,58.0,58.0,61.0,56.0,56.0,54.0,57.6666666667,63.0,59.3333333333,58.0,60.0,59.0
2017-02-09 16:50:00+08:00,56.0,56.5,58.0,61.0,59.0,56.0,55.0,55.0,54.0,57.5,57.0,52.0,53.0,53.0,55.0,57.0,56.0,55.0,55.0,55.0,56.0,56.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,56.5,56.0,54.0,57.0,64.0,59.0,58.0,61.0,59.0
2017-02-09 16:55:00+08:00,56.0,56.0,58.0,61.0,60.0,56.0,55.0,55.0,54.0,57.3333333333,57.0,52.0,53.0,53.0,55.0,57.0,56.0,55.0,55.0,55.0,56.0,56.0,56.0,58.6666666667,55.0,57.0,56.0,56.0,55.6666666667,61.0,56.0,57.0,55.6666666667,58.0,58.0,61.0,56.0,56.0,54.0,57.0,63.6666666667,59.0,58.0,60.6666666667,59.0
2017-02-09 17:00:00+08:00,56.0,56.5,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,57.0,56.0,55.0,55.0,55.0,56.0,56.0,56.0,58.5,55.0,57.0,56.0,56.0,55.5,61.0,56.0,57.0,55.5,58.0,58.0,61.0,56.0,56.5,54.0,57.0,62.0,59.0,58.0,60.5,59.0
2017-02-09 17:05:00+08:00,56.0,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,57.6666666667,57.0,52.0,53.0,53.0,55.0,56.0,56.0,55.0,54.0,55.0,56.0,56.0,56.0,59.0,54.6666666667,57.0,55.3333333333,56.0,56.0,60.6666666667,56.0,57.0,55.6666666667,58.0,58.0,61.0,56.0,56.3333333333,54.0,57.0,60.0,59.0,58.0,60.6666666667,59.0
2017-02-09 17:10:00+08:00,56.0,56.5,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,56.0,55.0,54.5,55.0,56.0,56.0,56.0,59.0,55.0,57.0,56.0,56.0,56.0,61.0,56.0,56.5,55.5,58.0,58.0,61.0,56.5,56.0,54.0,57.0,61.0,59.0,58.0,61.0,59.0
2017-02-09 17:15:00+08:00,56.0,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.6666666667,55.0,55.0,55.0,56.0,56.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,56.6666666667,55.0,58.0,58.0,61.0,56.3333333333,56.0,54.0,57.3333333333,61.3333333333,59.0,58.0,61.0,59.0
2017-02-09 17:20:00+08:00,56.5,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,55.0,55.0,56.0,56.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,56.5,55.0,58.0,58.0,61.0,56.0,56.0,54.0,57.0,63.5,59.0,58.0,60.0,59.0
2017-02-09 17:25:00+08:00,56.6666666667,56.6666666667,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,54.3333333333,55.0,56.0,56.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,56.0,58.0,58.0,61.0,57.0,56.0,54.0,57.3333333333,63.3333333333,59.0,58.0,60.6666666667,59.0
2017-02-09 17:30:00+08:00,56.5,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,54.0,55.0,56.0,56.5,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,55.5,58.0,58.0,61.0,56.0,56.0,54.0,57.0,63.5,59.0,58.0,61.5,59.0
2017-02-09 17:35:00+08:00,57.0,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,54.6666666667,55.0,56.0,57.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,55.6666666667,58.0,58.0,61.0,57.0,56.0,54.0,57.0,62.3333333333,59.0,58.0,61.3333333333,59.0
2017-02-09 17:40:00+08:00,57.0,57.0,58.0,61.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,55.5,58.0,58.0,61.0,57.0,56.0,54.0,57.5,63.5,59.0,58.0,61.0,59.0
2017-02-09 17:45:00+08:00,57.0,57.0,58.0,61.0,59.0,56.0,54.6666666667,55.0,54.0,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,55.0,58.0,58.0,61.0,56.3333333333,56.0,54.0,57.0,64.0,59.0,58.0,61.0,59.0
2017-02-09 17:50:00+08:00,56.0,56.0,58.0,61.5,59.0,56.0,55.0,54.5,53.5,58.0,57.0,52.0,53.0,53.0,55.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,55.0,58.0,58.0,61.0,56.0,56.0,54.0,57.0,63.5,59.0,58.0,60.0,59.0
2017-02-09 17:55:00+08:00,56.3333333333,56.3333333333,58.0,62.0,59.0,56.0,55.0,54.0,54.0,58.0,57.0,52.3333333333,53.0,53.0,55.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,55.0,57.0,56.0,57.0,56.0,61.0,56.0,57.0,55.0,58.0,58.0,61.0,56.0,56.0,54.0,57.0,64.0,59.0,58.0,61.3333333333,59.0
2017-02-09 18:00:00+08:00,57.0,57.0,58.0,62.0,60.0,56.0,54.5,54.5,54.0,58.0,57.0,53.0,53.0,53.0,55.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,55.5,57.0,55.5,57.0,56.0,60.0,56.0,57.0,55.0,58.0,58.0,61.0,56.0,56.0,55.0,57.5,59.5,59.0,58.0,60.0,59.0
2017-02-09 18:05:00+08:00,57.0,57.6666666667,58.0,62.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,55.0,53.0,53.3333333333,54.3333333333,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,57.0,57.0,56.0,57.0,56.0,59.0,56.0,57.0,55.0,58.0,58.0,61.0,56.6666666667,57.0,56.0,58.0,59.3333333333,59.0,58.0,59.0,59.0
2017-02-09 18:10:00+08:00,57.0,57.5,58.0,62.0,59.0,56.0,55.0,55.0,54.0,58.0,57.0,55.0,53.0,54.0,54.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,56.0,59.0,57.0,57.0,56.0,57.0,56.0,58.5,56.0,57.0,56.0,58.0,58.0,61.0,57.0,57.0,56.0,58.0,59.0,60.0,58.0,59.5,59.0
2017-02-09 18:15:00+08:00,57.0,57.6666666667,58.0,62.0,59.0,55.3333333333,55.0,55.0,54.0,58.0,57.0,54.3333333333,53.3333333333,54.0,54.0,56.0,55.0,55.0,55.0,55.0,57.0,57.0,55.0,59.0,56.0,57.0,56.0,57.0,56.0,58.0,56.0,57.0,55.3333333333,58.3333333333,58.0,61.0,57.0,57.0,56.0,58.0,59.0,60.0,58.0,60.0,59.0
2017-02-09 18:20:00+08:00,57.0,58.0,58.0,62.0,59.0,55.0,55.0,55.0,54.0,58.0,57.0,54.0,53.5,54.0,54.0,56.0,55.0,55.5,55.0,55.0,57.0,57.5,55.0,59.0,55.0,57.0,56.0,57.0,56.0,58.0,56.0,57.0,55.0,59.0,58.0,61.0,57.0,57.0,56.0,57.5,59.0,60.0,58.0,60.0,59.0
2017-02-09 18:25:00+08:00,57.0,58.0,58.0,62.0,58.0,55.0,55.0,55.0,54.0,58.0,57.0,53.6666666667,54.0,54.0,54.0,56.0,55.0,56.0,55.0,55.0,57.0,57.3333333333,55.0,59.0,55.0,57.0,56.0,57.0,56.0,57.3333333333,56.0,57.0,55.0,59.0,58.0,61.0,57.0,57.0,56.0,57.0,59.0,60.0,58.0,60.6666666667,59.0
2017-02-09 18:30:00+08:00,57.0,58.0,58.0,62.0,58.0,55.0,55.0,55.0,54.0,58.0,57.0,53.0,54.0,54.0,54.0,56.0,55.0,56.0,55.5,55.0,57.0,57.5,55.0,59.0,55.0,57.0,56.0,57.0,56.0,57.5,56.0,57.0,55.0,59.0,58.0,61.0,57.0,57.0,56.0,57.0,59.0,60.0,58.0,61.0,59.0
