,B10_Area3for2_A_Ahu1_DOAS_FanSuEh_FlSu,B10_Area3for2_A_Ahu2_DOAS_FanSuEh_FlSu,B10_Area3for2_A_Ahu2_FCU_FanRc_FlSu,B10_Area3for2_A_Ahu3_DOAS_FanSuEh_FlSu,B10_Area3for2_A_Ahu4_DOAS_FanSuEh_FlSu
2017-01-02 08:20:00+08:00,146.559997559,0.0,256.0,121.174999237,136.299995422
2017-01-02 08:25:00+08:00,147.493331909,0.0,254.250005086,119.450002035,137.493326823
2017-01-02 08:30:00+08:00,148.699996948,0.0,255.725006104,119.550003052,136.660003662
2017-01-02 08:35:00+08:00,148.479995728,0.0,254.83333842,118.050003052,136.320002238
2017-01-02 08:40:00+08:00,148.36000061,0.0,256.574996948,115.825000763,134.119995117
2017-01-02 08:45:00+08:00,149.319997152,0.0,254.816670736,119.350003561,135.746663411
2017-01-02 08:50:00+08:00,148.180000305,0.0,254.150001526,119.775001526,135.559997559
2017-01-02 08:55:00+08:00,148.746663411,0.0,254.916671753,119.100001017,137.133326212
2017-01-02 09:00:00+08:00,46.4400005341,0.0,255.825004578,118.375003815,134.019996643
2017-01-02 09:05:00+08:00,46.5599988301,0.0,254.950002034,122.233337403,136.173334758
2017-01-02 09:10:00+08:00,46.5799980164,0.0,253.575004578,115.125,137.599990844
2017-01-02 09:15:00+08:00,46.5866648356,0.0,255.916666667,111.766667684,135.386662801
2017-01-02 09:20:00+08:00,46.3799991608,0.0,256.400009156,120.900001526,136.799995422
2017-01-02 09:25:00+08:00,46.0666656494,0.0,253.450002035,115.550000509,134.626663208
2017-01-02 09:30:00+08:00,45.9399986267,0.0,251.275001526,114.850002289,139.559997559
2017-01-02 09:35:00+08:00,46.1066652934,0.0,256.133341471,119.483332316,134.906667074
2017-01-02 09:40:00+08:00,46.4399986267,0.0,256.575004578,109.275001526,136.599998474
2017-01-02 09:45:00+08:00,57.3733329773,0.0,254.01667277,117.0,135.78666687
2017-01-02 09:50:00+08:00,78.4599990845,0.0,255.824996948,120.100002289,136.0
2017-01-02 09:55:00+08:00,99.5866648357,0.0,251.633336385,118.699999491,136.706665039
2017-01-02 10:00:00+08:00,124.499996185,0.0,255.775001526,119.800003052,136.680000306
2017-01-02 10:05:00+08:00,146.42666626,0.0,252.800003052,122.033335368,136.359995524
2017-01-02 10:10:00+08:00,151.079994201,0.0,255.349998474,118.900001526,136.319999695
2017-01-02 10:15:00+08:00,147.30666097,0.0,254.633341472,121.333335877,136.906661987
2017-01-02 10:20:00+08:00,147.959999084,0.0,258.100006103,108.650001526,137.479995728
2017-01-02 10:25:00+08:00,148.546661377,0.0,250.600006103,121.200002035,137.133336385
2017-01-02 10:30:00+08:00,147.599998474,0.0,252.700004578,117.225002289,135.660003662
2017-01-02 10:35:00+08:00,147.37332662,0.0,256.433334351,121.916666667,135.786656698
2017-01-02 10:40:00+08:00,149.399993897,0.0,255.275009155,119.799999237,137.519996644
2017-01-02 10:45:00+08:00,148.039998372,0.0,255.400009155,120.0,135.559997559
2017-01-02 10:50:00+08:00,148.119995117,0.0,256.925018311,122.174999237,137.180000305
2017-01-02 10:55:00+08:00,148.573323568,0.0,255.58333842,119.533335368,136.386667887
2017-01-02 11:00:00+08:00,148.760002136,0.0,256.175003052,119.975002289,137.659996033
2017-01-02 11:05:00+08:00,148.42666626,0.0,256.649998982,121.16666921,135.453333537
2017-01-02 11:10:00+08:00,146.119995117,0.0,255.275001526,119.400001526,137.939994812
2017-01-02 11:15:00+08:00,148.426661174,0.0,255.983332316,117.449999491,136.279993693
2017-01-02 11:20:00+08:00,149.319999695,0.0,256.225006103,119.050003052,134.719993591
2017-01-02 11:25:00+08:00,147.719996135,0.0,254.516677857,114.733334859,136.226659139
2017-01-02 11:30:00+08:00,147.959999084,0.0,258.275009156,108.275001526,136.559997559
2017-01-02 11:35:00+08:00,148.666666666,0.0,257.100001017,119.316668193,137.013326009
2017-01-02 11:40:00+08:00,149.660003662,0.0,255.125007629,120.925003052,136.939994812
2017-01-02 11:45:00+08:00,148.573328654,0.0,256.050008138,120.883336385,135.573328654
2017-01-02 11:50:00+08:00,148.619995117,0.0,255.825004578,117.950004578,137.800003051
2017-01-02 11:55:00+08:00,148.346659342,0.0,256.033340454,120.583335877,137.0
2017-01-02 12:00:00+08:00,149.599998474,0.0,255.275009155,120.924999237,135.36000061
2017-01-02 12:05:00+08:00,148.773330688,0.0,257.400004069,119.716669719,137.266662597
2017-01-02 12:10:00+08:00,150.059997559,0.0,256.975006103,119.424999237,137.319992066
2017-01-02 12:15:00+08:00,148.09332784,0.0,256.816670736,120.966669719,136.986663818
2017-01-02 12:20:00+08:00,148.379997253,0.0,256.125,124.525001526,134.63999939
2017-01-02 12:25:00+08:00,146.826665242,0.0,252.750005086,121.050000509,135.293329875
2017-01-02 12:30:00+08:00,148.63999939,0.0,252.675010681,120.924999237,134.339996338
2017-01-02 12:35:00+08:00,147.906661987,0.0,257.450012207,116.283337911,135.373331706
2017-01-02 12:40:00+08:00,148.059997559,0.0,255.950004578,111.200000763,137.439994812
2017-01-02 12:45:00+08:00,148.45332845,0.0,256.783335368,119.500002543,135.746663411
2017-01-02 12:50:00+08:00,147.759994506,0.0,256.275009156,115.75,137.639999389
2017-01-02 12:55:00+08:00,148.533330281,0.0,255.683334351,120.16666921,134.5199941
2017-01-02 13:00:00+08:00,148.040000916,0.0,256.450012207,116.700000763,135.979995728
2017-01-02 13:05:00+08:00,148.586664836,0.0,255.449996948,119.950002035,135.746668498
2017-01-02 13:10:00+08:00,149.419998169,0.0,256.150009156,119.125003815,133.779998779
2017-01-02 13:15:00+08:00,147.133326213,0.0,254.0,119.100003561,136.30666097
2017-01-02 13:20:00+08:00,147.27999115,0.0,257.125,118.224998474,135.459999084
2017-01-02 13:25:00+08:00,147.759999593,0.0,255.000005086,117.850001017,135.026657104
2017-01-02 13:30:00+08:00,146.279998779,0.0,257.825012207,122.375,138.799995422
2017-01-02 13:35:00+08:00,147.826665242,0.0,257.916671753,121.25,136.106664022
2017-01-02 13:40:00+08:00,147.519996643,0.0,257.925018311,120.800003052,136.419998169
2017-01-02 13:45:00+08:00,148.666661581,0.0,254.350001017,122.300003052,137.506668091
2017-01-02 13:50:00+08:00,147.519996643,0.0,257.000007629,123.700000763,134.919998169
2017-01-02 13:55:00+08:00,148.66666158,0.0,256.58333842,117.533335368,135.946665446
2017-01-02 14:00:00+08:00,148.559997559,0.0,254.925003051,122.775001526,135.63999939
2017-01-02 14:05:00+08:00,148.373331706,0.0,257.050003052,118.233337403,136.30666097
2017-01-02 14:10:00+08:00,146.940002441,0.0,251.800003051,122.850002289,136.819999695
2017-01-02 14:15:00+08:00,147.626663208,0.0,253.633336385,116.800003052,135.559997558
2017-01-02 14:20:00+08:00,147.539993286,0.0,254.724998474,120.725002289,136.0
2017-01-02 14:25:00+08:00,147.653330485,0.0,255.716669719,118.550000509,136.73332723
2017-01-02 14:30:00+08:00,147.579994201,0.0,256.675003052,120.799999237,137.319992066
2017-01-02 14:35:00+08:00,147.279998779,0.0,256.216679891,119.066670736,134.893330892
2017-01-02 14:40:00+08:00,147.27999878,0.0,256.099998474,121.0,138.659996033
2017-01-02 14:45:00+08:00,147.439997355,0.0,256.616673788,120.350001017,136.959991455
2017-01-02 14:50:00+08:00,148.419998169,0.0,254.75,120.525001526,135.41999054
2017-01-02 14:55:00+08:00,147.639999389,0.0,256.216674805,119.5,136.973327637
2017-01-02 15:00:00+08:00,146.299995422,0.0,257.100006103,119.600002289,135.959999084
2017-01-02 15:05:00+08:00,147.946665446,0.0,255.550003052,121.966667175,135.866663615
2017-01-02 15:10:00+08:00,148.119995117,0.0,256.175018311,122.200000763,136.099990844
2017-01-02 15:15:00+08:00,148.253331502,0.0,255.666676839,119.933336894,135.333333333
2017-01-02 15:20:00+08:00,146.419998169,0.0,255.475006104,119.575000763,136.219993591
2017-01-02 15:25:00+08:00,148.72000122,0.0,255.250007629,120.375003815,134.440002441
2017-01-02 15:30:00+08:00,146.739997864,0.0,257.200012207,113.575004578,135.719993591
2017-01-02 15:35:00+08:00,146.666661581,0.0,254.449996948,120.366668701,135.533330282
2017-01-02 15:40:00+08:00,148.72000122,0.0,258.050003052,113.0,136.059997559
2017-01-02 15:45:00+08:00,146.959996541,0.0,255.416671753,119.483337403,135.119995117
2017-01-02 15:50:00+08:00,148.979995728,0.0,254.675003051,119.025001526,135.319999695
2017-01-02 15:55:00+08:00,147.346664429,0.0,254.850001017,118.533335368,135.279998779
2017-01-02 16:00:00+08:00,146.099998474,0.0,258.074996948,115.650001526,135.699996949
2017-01-02 16:05:00+08:00,146.746663412,0.0,255.350006104,118.683336894,135.386667887
2017-01-02 16:10:00+08:00,148.039993286,0.0,255.925010681,119.049999237,135.759994506
2017-01-02 16:15:00+08:00,147.973327637,0.0,254.76667277,120.466667175,134.906661987
2017-01-02 16:20:00+08:00,147.599998474,0.0,255.225006104,119.225002289,137.019996643
2017-01-02 16:25:00+08:00,147.479995728,0.0,255.550003052,120.566668193,137.053334554
2017-01-02 16:30:00+08:00,148.279998779,0.0,255.100006103,117.850002289,135.419998169
2017-01-02 16:35:00+08:00,147.239990234,0.0,256.966674805,112.566668193,134.653330485
2017-01-02 16:40:00+08:00,145.979995728,0.0,258.400009156,113.325000763,136.899993897
2017-01-02 16:45:00+08:00,146.733332316,0.0,256.76667277,121.016667684,137.21333313
2017-01-02 16:50:00+08:00,147.839996338,0.0,256.375,119.125003815,133.679992675
2017-01-02 16:55:00+08:00,149.319997152,0.0,254.666666667,119.0,135.679992676
2017-01-02 17:00:00+08:00,150.379997253,0.0,255.400009155,119.674999237,135.040000916
2017-01-02 17:05:00+08:00,148.399993897,0.0,255.200007121,119.483337403,136.5199941
2017-01-02 17:10:00+08:00,148.040000916,0.0,255.724998474,119.775001526,135.859992981
2017-01-02 17:15:00+08:00,147.079996745,0.0,255.383341471,121.650001526,136.759999593
2017-01-02 17:20:00+08:00,147.959991455,0.0,252.125007629,123.425003052,136.739990234
2017-01-02 17:25:00+08:00,146.333333333,0.0,254.68333435,117.516670227,135.133336385
2017-01-02 17:30:00+08:00,148.300003052,0.0,254.150009155,117.375003815,134.599998474
2017-01-02 17:35:00+08:00,149.013326009,0.0,253.383341471,118.583335877,136.413324992
2017-01-02 17:40:00+08:00,146.559989929,0.0,254.200004578,116.675003052,134.819999695
2017-01-02 17:45:00+08:00,148.093332927,0.0,255.483332316,119.583333333,134.986663818
2017-01-02 17:50:00+08:00,146.979995728,0.0,256.625015259,122.25,134.199996948
2017-01-02 17:55:00+08:00,141.679997762,0.0,254.233337403,119.283332825,135.679997762
2017-01-02 18:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 18:05:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-01-02 18:10:00+08:00,0.0,0.0,-0.050000000745,-0.0250000003725,-0.0399999991059
2017-01-02 18:15:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,0.0
2017-01-02 18:20:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 18:25:00+08:00,0.0,0.0,-0.0500000007451,-0.083333334575,-0.0266666660706
2017-01-02 18:30:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 18:35:00+08:00,0.0,0.0,-0.0333333338301,-0.10000000149,-0.0133333330353
2017-01-02 18:40:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-02 18:45:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-02 18:50:00+08:00,-0.0399999991059,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-02 18:55:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-02 19:00:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0199999995529
2017-01-02 19:05:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-01-02 19:10:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-01-02 19:15:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.083333334575,-0.0266666660706
2017-01-02 19:20:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-02 19:25:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-02 19:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 19:35:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-02 19:40:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 19:45:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-02 19:50:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 19:55:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.083333334575,-0.0399999991059
2017-01-02 20:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-02 20:05:00+08:00,-0.0133333330353,0.0,-0.0666666676601,-0.0666666676601,-0.0399999991059
2017-01-02 20:10:00+08:00,0.0,0.0,0.0,-0.0500000007451,-0.0399999991059
2017-01-02 20:15:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 20:20:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-01-02 20:25:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-01-02 20:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-02 20:35:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-02 20:40:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-02 20:45:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-02 20:50:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-02 20:55:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-02 21:00:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-02 21:05:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0666666676601,-0.0399999991059
2017-01-02 21:10:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,0.0
2017-01-02 21:15:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,0.0
2017-01-02 21:20:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0399999991059
2017-01-02 21:25:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.0666666676601,-0.0533333321412
2017-01-02 21:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-02 21:35:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-02 21:40:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0199999995529
2017-01-02 21:45:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.0500000007451,-0.0399999991059
2017-01-02 21:50:00+08:00,-0.0199999995529,0.0,-0.0750000011176,-0.0750000011176,-0.0399999991059
2017-01-02 21:55:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0133333330353
2017-01-02 22:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-01-02 22:05:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0500000007451,-0.0133333330353
2017-01-02 22:10:00+08:00,0.0,0.0,-0.0750000011176,-0.0500000007451,-0.0199999995529
2017-01-02 22:15:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-01-02 22:20:00+08:00,-0.0199999995529,0.0,-0.0750000011176,-0.0750000011176,-0.0399999991059
2017-01-02 22:25:00+08:00,0.0,0.0,-0.0500000007451,-0.083333334575,0.0
2017-01-02 22:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-02 22:35:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-01-02 22:40:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.039999999106
2017-01-02 22:45:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-02 22:50:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-02 22:55:00+08:00,-0.0266666660706,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-01-02 23:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,0.0
2017-01-02 23:05:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-02 23:10:00+08:00,0.0,0.0,-0.0250000003725,-0.0250000003725,-0.0199999995529
2017-01-02 23:15:00+08:00,0.0,0.0,-0.016666666915,-0.10000000149,-0.0133333330353
2017-01-02 23:20:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-02 23:25:00+08:00,0.0,0.0,-0.0666666676601,-0.0666666676601,-0.0266666660706
2017-01-02 23:30:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-02 23:35:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-01-02 23:40:00+08:00,0.0,0.0,0.0,-0.0750000011176,-0.0399999991059
2017-01-02 23:45:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-02 23:50:00+08:00,-0.0399999991059,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-02 23:55:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.083333334575,-0.0266666660706
2017-01-03 00:00:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-03 00:05:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.083333334575,-0.0399999991059
2017-01-03 00:10:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-03 00:15:00+08:00,0.0,0.0,-0.050000000745,-0.0666666676601,-0.0533333321412
2017-01-03 00:20:00+08:00,0.0,0.0,-0.0250000003725,-0.10000000149,-0.0199999995529
2017-01-03 00:25:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-01-03 00:30:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,0.0
2017-01-03 00:35:00+08:00,-0.0266666660706,0.0,-0.0500000007451,-0.0666666676601,-0.0266666660706
2017-01-03 00:40:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-03 00:45:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0399999991059
2017-01-03 00:50:00+08:00,0.0,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-03 00:55:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.083333334575,-0.0399999991059
2017-01-03 01:00:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0399999991059
2017-01-03 01:05:00+08:00,0.0,0.0,-0.0333333338301,-0.0666666676601,-0.0266666660706
2017-01-03 01:10:00+08:00,0.0,0.0,-0.0500000007451,-0.050000000745,-0.0399999991059
2017-01-03 01:15:00+08:00,-0.0133333330353,0.0,-0.0333333338301,-0.083333334575,-0.0133333330353
2017-01-03 01:20:00+08:00,0.0,0.0,-0.0250000003725,-0.0750000011176,-0.0399999991059
2017-01-03 01:25:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0533333321412
2017-01-03 01:30:00+08:00,0.0,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-01-03 01:35:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.10000000149,-0.0399999991059
2017-01-03 01:40:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-03 01:45:00+08:00,-0.0133333330353,0.0,0.0,-0.0666666676601,-0.0399999991059
2017-01-03 01:50:00+08:00,-0.0199999995529,0.0,-0.0250000003725,-0.0500000007451,-0.0199999995529
2017-01-03 01:55:00+08:00,0.0,0.0,-0.0333333338301,-0.083333334575,-0.0266666660706
2017-01-03 02:00:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-03 02:05:00+08:00,0.0,0.0,-0.0500000007451,-0.0666666676601,-0.0399999991059
2017-01-03 02:10:00+08:00,0.0,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-03 02:15:00+08:00,0.0,0.0,-0.016666666915,-0.0666666676601,-0.0266666660706
2017-01-03 02:20:00+08:00,0.0,0.0,0.0,-0.10000000149,-0.0399999991059
2017-01-03 02:25:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0199999995529
2017-01-03 02:30:00+08:00,-0.0133333330353,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-03 02:35:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0266666660706
2017-01-03 02:40:00+08:00,-0.0199999995529,0.0,-0.0500000007451,-0.0750000011176,-0.0399999991059
2017-01-03 02:45:00+08:00,-0.0133333330353,0.0,-0.050000000745,-0.083333334575,-0.0266666660706
2017-01-03 02:50:00+08:00,0.0,0.0,-0.0500000007451,-0.0500000007451,-0.0399999991059
2017-01-03 02:55:00+08:00,0.0,0.0,-0.0666666676601,-0.0666666676601,-0.0399999991059
2017-01-03 03:00:00+08:00,-0.0199999995529,0.0,0.125,119.400001526,-0.0399999991059
2017-01-03 03:05:00+08:00,-0.0133333330353,0.0,0.26666667064,120.333333333,-0.0266666660706
2017-01-03 03:10:00+08:00,0.0,0.0,-0.0250000003725,120.550003052,-0.0399999991059
2017-01-03 03:15:00+08:00,-0.0133333330353,0.0,10.066666921,121.366668701,139.293332418
2017-01-03 03:20:00+08:00,0.0,0.0,11.25,120.450004578,140.299995422
2017-01-03 03:25:00+08:00,0.0,0.0,11.1333335241,120.400001526,142.42666626
2017-01-03 03:30:00+08:00,0.0,0.0,11.9250001907,119.600002289,140.540000916
2017-01-03 03:35:00+08:00,-0.0133333330353,0.0,13.2833334605,121.066668193,139.799992879
2017-01-03 03:40:00+08:00,-0.0399999991059,0.0,11.8250002861,121.0,139.579994201
2017-01-03 03:45:00+08:00,0.0,0.0,12.8666667938,119.0,140.013326009
2017-01-03 03:50:00+08:00,0.0,0.0,12.5750002861,119.550003052,137.539993286
2017-01-03 03:55:00+08:00,0.0,0.0,13.2666667303,116.866666158,140.186665853
2017-01-03 04:00:00+08:00,0.0,0.0,14.2500004768,121.325000763,137.619995117
2017-01-03 04:05:00+08:00,-0.0133333330353,0.0,12.4833335877,121.050000509,139.213328044
2017-01-03 04:10:00+08:00,0.0,0.0,13.3249998093,119.775001526,140.27999878
2017-01-03 04:15:00+08:00,0.0,0.0,15.5,119.450002035,139.960001628
2017-01-03 04:20:00+08:00,0.0,0.0,13.7750000954,116.299999237,138.400001525
2017-01-03 04:25:00+08:00,-0.0266666660706,0.0,13.6666666667,118.566670736,138.866663615
2017-01-03 04:30:00+08:00,-0.0199999995529,0.0,14.1000003815,115.075000763,138.879997253
2017-01-03 04:35:00+08:00,0.0,0.0,15.0,121.91666921,138.386667887
2017-01-03 04:40:00+08:00,0.0,0.0,13.0250000954,112.175003052,137.36000061
2017-01-03 04:45:00+08:00,-0.0133333330353,0.0,153.366667748,116.566668193,138.159998576
2017-01-03 04:50:00+08:00,0.0,0.0,261.375,119.049999237,135.119995117
2017-01-03 04:55:00+08:00,-0.0133333330353,0.0,258.633351644,118.133336385,137.279998779
2017-01-03 05:00:00+08:00,-0.0199999995529,0.0,258.625015259,111.150001526,136.159996033
2017-01-03 05:05:00+08:00,-0.0266666660706,0.0,256.900009155,114.950002035,136.946665446
2017-01-03 05:10:00+08:00,0.0,0.0,255.375,121.450000763,137.599998474
2017-01-03 05:15:00+08:00,-0.0266666660706,0.0,256.633336385,115.850001017,136.959996541
2017-01-03 05:20:00+08:00,0.0,0.0,255.425010681,120.650001526,137.739997864
2017-01-03 05:25:00+08:00,-0.0133333330353,0.0,257.750010173,119.200004578,137.533335368
2017-01-03 05:30:00+08:00,0.0,0.0,253.600013733,111.500003815,139.019996644
2017-01-03 05:35:00+08:00,0.0,0.0,240.283335368,117.116668701,138.039998372
2017-01-03 05:40:00+08:00,0.0,0.0,230.199996948,118.150001526,136.080001831
2017-01-03 05:45:00+08:00,-0.0133333330353,0.0,202.050003052,119.033335368,137.893330892
2017-01-03 05:50:00+08:00,0.0,0.0,198.449996948,121.974998474,139.259994507
2017-01-03 05:55:00+08:00,-0.0133333330353,0.0,164.716669718,116.600001017,140.42666626
2017-01-03 06:00:00+08:00,0.0,0.0,134.425003052,119.075000763,139.319999695
2017-01-03 06:05:00+08:00,0.0,0.0,124.066668193,117.550003052,139.759994507
2017-01-03 06:10:00+08:00,-0.0199999995529,0.0,124.625003815,120.549999237,140.77999115
2017-01-03 06:15:00+08:00,-0.0133333330353,0.0,124.800003052,119.216667175,140.226664225
2017-01-03 06:20:00+08:00,0.0,0.0,123.450000763,120.525001526,141.379997253
2017-01-03 06:25:00+08:00,-0.0266666660706,0.0,125.133333842,120.500002543,140.279998779
2017-01-03 06:30:00+08:00,-0.0199999995529,0.0,127.350002289,119.349998474,142.699996948
2017-01-03 06:35:00+08:00,-0.0133333330353,0.0,126.600001017,120.950002035,142.773335775
2017-01-03 06:40:00+08:00,-0.0199999995529,0.0,125.850002289,122.575004578,142.199996949
2017-01-03 06:45:00+08:00,-0.0133333330353,0.0,126.16666921,121.516667684,143.30666097
2017-01-03 06:50:00+08:00,0.0,0.0,125.849998474,121.625,143.619995118
2017-01-03 06:55:00+08:00,-0.0266666660706,0.0,126.33333842,115.600001017,140.87999471
2017-01-03 07:00:00+08:00,-0.0199999995529,0.0,37.25,39.0499992371,41.1399993897
2017-01-03 07:05:00+08:00,0.0,0.0,37.133333842,36.7666676839,46.0266660054
2017-01-03 07:10:00+08:00,-0.0199999995529,0.0,37.2250003815,37.1500015259,44.4200000763
2017-01-03 07:15:00+08:00,-0.0266666660706,0.0,37.5,36.8666674296,44.8133328756
2017-01-03 07:20:00+08:00,0.0,0.0,36.9500007629,35.1250009537,46.4599990845
2017-01-03 07:25:00+08:00,-0.0266666660706,0.0,36.6500015259,36.4000002543,46.5199991862
2017-01-03 07:30:00+08:00,-0.0199999995529,0.0,36.5249996185,33.9500007629,46.1999988555
2017-01-03 07:35:00+08:00,0.0,0.0,36.5166664124,35.1000010172,45.7333323161
2017-01-03 07:40:00+08:00,0.0,0.0,36.4500007629,34.9750003815,46.1399974823
2017-01-03 07:45:00+08:00,-0.0133333330353,0.0,36.9500020345,35.5833346049,46.0399996439
2017-01-03 07:50:00+08:00,0.0,0.0,36.625,33.0000009537,45.6599998474
2017-01-03 07:55:00+08:00,0.0,0.0,36.7666676839,35.3333333333,45.7066650391
2017-01-03 08:00:00+08:00,153.059997559,0.0,35.6750011444,35.1000003815,46.2999992371
