,DOAS1,DOAS3,DOAS4
2017-02-13 01:05:00,0.0,-0.0666666676601,-0.0266666660706
2017-02-13 01:10:00,-0.0199999995529,-0.0500000007451,-0.0199999995529
2017-02-13 01:15:00,0.0,-0.0666666676601,-0.0266666660706
2017-02-13 01:20:00,-0.0199999995529,-0.0500000007451,-0.0199999995529
2017-02-13 01:25:00,-0.0133333330353,-0.083333334575,-0.0266666660706
2017-02-13 01:30:00,0.0,-0.0500000007451,-0.0399999991059
2017-02-13 01:35:00,-0.0266666660706,-0.050000000745,-0.0266666660706
2017-02-13 01:40:00,0.0,-0.10000000149,-0.0399999991059
2017-02-13 01:45:00,-0.0266666660706,-0.0666666676601,-0.0266666660706
2017-02-13 01:50:00,0.0,-0.0500000007451,-0.0399999991059
2017-02-13 01:55:00,-0.0199999995529,-0.0750000011176,-0.0399999991059
2017-02-13 02:00:00,-0.0199999995529,119.100002289,146.680000306
2017-02-13 02:05:00,-0.0199999995529,124.600002289,139.059997559
2017-02-13 02:10:00,-0.0133333330353,112.66666921,139.559997559
2017-02-13 02:15:00,-0.0133333330353,118.916666667,141.559997559
2017-02-13 02:20:00,-0.0199999995529,120.400001526,140.559997559
2017-02-13 02:25:00,-0.0133333330353,115.233334859,138.293334961
2017-02-13 02:30:00,-0.0199999995529,113.575000763,136.019996643
2017-02-13 02:35:00,0.0,118.100001017,135.373326619
2017-02-13 02:40:00,-0.0199999995529,120.0,137.299995422
2017-02-13 02:45:00,-0.0133333330353,115.000002543,138.293329875
2017-02-13 02:50:00,-0.0399999991059,118.400001526,136.199996948
2017-02-13 02:55:00,-0.0399999991059,117.633333842,137.573328654
2017-02-13 03:00:00,-0.0199999995529,116.75,137.63999939
2017-02-13 03:05:00,-0.0133333330353,116.083333333,139.239995321
2017-02-13 03:10:00,0.0,117.525001526,136.239997863
2017-02-13 03:15:00,0.0,116.683334351,137.159993489
2017-02-13 03:20:00,0.0,117.300003052,136.959999084
2017-02-13 03:25:00,0.0,115.766670227,136.266662597
2017-02-13 03:30:00,0.0,110.775001526,137.439994812
2017-02-13 03:35:00,-0.0266666660706,119.533335368,137.200002034
2017-02-13 03:40:00,-0.0199999995529,115.025001526,138.879997253
2017-02-13 03:45:00,0.0,111.100001017,137.919998169
2017-02-13 03:50:00,0.0,109.725002289,136.619995117
2017-02-13 03:55:00,0.0,117.616668701,138.106664022
2017-02-13 04:00:00,0.0,113.750003815,134.199996948
2017-02-13 04:05:00,0.0,118.333335877,138.439992269
2017-02-13 04:10:00,0.0,117.225002289,137.540000916
2017-02-13 04:15:00,-0.0133333330353,117.183334351,140.013331095
2017-02-13 04:20:00,-0.0199999995529,119.450000763,137.959999084
2017-02-13 04:25:00,-0.0266666660706,110.91666921,139.359995524
2017-02-13 04:30:00,-0.0199999995529,119.575000763,137.239990234
2017-02-13 04:35:00,0.0,119.383333842,135.586659749
2017-02-13 04:40:00,0.0,121.475002289,137.459999084
2017-02-13 04:45:00,0.0,110.316668193,138.359995524
2017-02-13 04:50:00,-0.0199999995529,121.250003815,139.659996033
2017-02-13 04:55:00,0.0,116.16666921,137.333328247
