Location,Zone 1,Zone 2,Zone 3,Zone 4
2017-02-12 06:25:00,25.8000011444,25.8359909058,25.1000010173,25.8666680654
2017-02-12 06:30:00,25.7500009537,25.840177536,25.4000015259,25.9000015259
2017-02-12 06:35:00,25.7666676839,25.8387781779,25.5333340963,25.9000015259
2017-02-12 06:40:00,25.7500009537,25.840177536,25.4500017166,25.9000015259
2017-02-12 06:45:00,25.8000011444,25.8364632925,25.2666676839,25.9000015259
2017-02-12 06:50:00,25.8000011444,25.840177536,25.2500009537,25.9000015259
2017-02-12 06:55:00,25.7500009537,25.8405313492,24.9500017166,25.9000015259
2017-02-12 07:00:00,25.7500009537,25.840177536,25.3500013351,25.9000015259
2017-02-12 07:05:00,25.8000011444,25.8439013164,25.2333342234,25.9000015259
2017-02-12 07:10:00,25.8000011444,25.8436660767,25.4500007629,25.9000015259
2017-02-12 07:15:00,25.8000011444,25.8443698883,25.3333346049,25.9000015259
2017-02-12 07:20:00,25.8000011444,25.8478593827,25.3500013351,25.9000015259
2017-02-12 07:25:00,25.8000011444,25.8443698883,25.4000008901,25.9000015259
2017-02-12 07:30:00,25.7000007629,25.8443698883,25.2500009537,25.9000015259
2017-02-12 07:35:00,25.8000011444,25.846921285,25.4000015259,25.8666680654
2017-02-12 07:40:00,25.8000011444,25.855175972,25.6000013351,25.9000015259
2017-02-12 07:45:00,25.8000011444,25.846921285,25.4333343506,25.9000015259
2017-02-12 07:50:00,25.8000011444,25.8481969834,25.7500009537,25.9000015259
2017-02-12 07:55:00,25.7666676839,25.8543504079,25.3666680654,25.9000015259
2017-02-12 08:00:00,25.8000011444,25.8516864776,25.3500013351,25.9000015259
2017-02-12 08:05:00,25.8000011444,25.8590126038,25.2000007629,25.9000015259
2017-02-12 08:10:00,25.8000011444,25.8516864777,25.3500003815,25.9000015259
2017-02-12 08:15:00,25.8000011444,25.8539002737,25.5000012716,25.9000015259
2017-02-12 08:20:00,25.8000011444,25.8558673859,25.0500011444,25.9000015259
2017-02-12 08:25:00,25.7666676839,25.8617986043,25.4000015259,25.9000015259
2017-02-12 08:30:00,25.7500009537,25.855175972,25.3000011444,25.9000015259
2017-02-12 08:35:00,25.7666676839,25.8617998759,25.3000005086,25.9000015259
2017-02-12 08:40:00,25.8000011444,25.8593549728,25.8500013351,25.9000015259
2017-02-12 08:45:00,25.7666676839,25.8597106934,25.3666674296,25.9000015259
2017-02-12 08:50:00,25.8000011444,25.8666858673,25.4500017166,25.9000015259
2017-02-12 08:55:00,25.8000011444,25.8641249339,25.3666680654,25.9000015259
2017-02-12 09:00:00,25.8000011444,25.8631982803,25.3500013351,25.9500017166
2017-02-12 09:05:00,25.7666676839,25.8690115611,25.3333346049,25.9000015259
2017-02-12 09:10:00,25.7500009537,25.8631982803,25.4000015259,25.9000015259
2017-02-12 09:15:00,25.8000011444,25.8694725037,25.3000011444,25.9000015259
2017-02-12 09:20:00,25.8000011444,25.8666858673,25.4000015259,25.9000015259
2017-02-12 09:25:00,25.8000011444,25.8717886607,25.5000012716,25.9333349864
2017-02-12 09:30:00,25.8000011444,25.8705129623,25.6500015259,25.9000015259
2017-02-12 09:35:00,25.8000011444,25.8694725037,25.6000010172,25.9000015259
2017-02-12 09:40:00,25.8000011444,25.874001503,25.4000015259,25.9000015259
2017-02-12 09:45:00,25.7666676839,25.8766657512,25.2000007629,25.9333349864
2017-02-12 09:50:00,25.8000011444,25.8781824112,25.3000011444,25.9000015259
2017-02-12 09:55:00,25.7333342234,25.8792273204,25.6333344777,25.9666684468
2017-02-12 10:00:00,25.8000011444,25.882024765,25.7000017166,25.9500017166
2017-02-12 10:05:00,25.8000011444,25.8792273204,25.600001653,25.9333349864
2017-02-12 10:10:00,25.8000011444,25.8813171387,25.4000015259,26.0000019073
2017-02-12 10:15:00,25.8000011444,25.8789914449,25.4666671753,25.9666684468
2017-02-12 10:20:00,25.8000011444,25.8813171387,25.2000007629,26.0000019073
2017-02-12 10:25:00,25.8000011444,25.8862050374,25.4666678111,25.9666684468
2017-02-12 10:30:00,25.8000011444,25.8855133057,25.3000011444,26.0000019073
2017-02-12 10:35:00,25.8000011444,25.8936519623,25.4000015259,25.9666684468
2017-02-12 10:40:00,25.7500009537,25.8851594925,25.8500013351,26.0000019073
2017-02-12 10:45:00,25.8000011444,25.8959770203,25.7000013987,26.0000019073
2017-02-12 10:50:00,25.8000011444,25.8963165283,25.4500017166,26.0000019073
2017-02-12 10:55:00,25.8000011444,25.893172582,25.4333349864,26.0000019073
2017-02-12 11:00:00,25.8000011444,25.8959770203,25.2500009537,26.0000019073
2017-02-12 11:05:00,25.8000011444,25.9031702677,25.4333349863,26.0000019073
2017-02-12 11:10:00,25.8000011444,25.9032783508,25.4500017166,26.0000019073
2017-02-12 11:15:00,25.8000011444,25.9057216644,25.4000008901,26.0000012716
2017-02-12 11:20:00,25.8000011444,25.9032783508,25.5000009537,26.0000019073
2017-02-12 11:25:00,25.8000011444,25.9101378123,25.7333342234,26.033334732
2017-02-12 11:30:00,25.8000011444,25.9067668914,25.6000013351,26.0000019073
2017-02-12 11:35:00,25.8000011444,25.9106089274,25.4666678111,26.0000019073
2017-02-12 11:40:00,25.8000011444,25.9106082916,25.4500007629,26.0000019073
2017-02-12 11:45:00,25.8000011444,25.9152609507,25.5000012716,26.0000019073
2017-02-12 11:50:00,25.8000011444,25.9175872803,25.4000015259,26.0000019073
2017-02-12 11:55:00,25.8000011444,25.9150257111,25.4333349864,26.0000019073
2017-02-12 12:00:00,25.8000011444,25.9175872803,26.0500011444,26.0500011444
2017-02-12 12:05:00,25.8333346049,25.9199129741,25.466667811,26.033334732
2017-02-12 12:10:00,25.8500013351,25.9249029159,25.5000009537,26.1000003815
2017-02-12 12:15:00,25.8666680654,25.9322185516,25.5000019073,26.0666675568
2017-02-12 12:20:00,25.9000015259,25.9287443161,25.7500019073,26.0500011444
2017-02-12 12:25:00,25.8666680654,25.9319922129,25.6000003815,26.033334732
2017-02-12 12:30:00,25.9000015259,25.9318790435,25.5500011444,26.1000003815
2017-02-12 12:35:00,25.9000015259,25.9366423289,25.6333344778,26.1000003815
2017-02-12 12:40:00,25.9000015259,25.9391937256,25.6000013351,26.0500011444
2017-02-12 12:45:00,25.9000015259,25.9464066823,25.5666681925,26.1000003815
2017-02-12 12:50:00,25.9000015259,25.9426822662,25.3500013351,26.1000003815
2017-02-12 12:55:00,25.9000015259,25.9461708069,25.5333340963,26.1000003815
2017-02-12 13:00:00,25.9000015259,25.9461708069,25.9000015259,26.1000003815
2017-02-12 13:05:00,25.9000015259,25.9533843994,25.3666680654,26.1000003815
2017-02-12 13:10:00,25.9000015259,25.9531497955,25.6000013351,26.1000003815
2017-02-12 13:15:00,25.9000015259,25.9580370585,25.3666680654,26.1000003815
2017-02-12 13:20:00,25.9000015259,25.9601268768,25.8000011444,26.1000003815
2017-02-12 13:25:00,25.9666684468,25.9652500153,25.533334732,26.1000003815
2017-02-12 13:30:00,25.9500017166,25.9639692307,25.4000005722,26.1000003815
2017-02-12 13:35:00,25.9000015259,25.974992752,25.5333340963,26.1000003815
2017-02-12 13:40:00,25.9500017166,25.9751272202,25.6500015259,26.1000003815
2017-02-12 13:45:00,26.0000019073,25.9773184458,25.4666678111,26.133333842
2017-02-12 13:50:00,26.0000019073,25.9789543151,25.3500013351,26.1000003815
2017-02-12 13:55:00,26.0000019073,25.9824428558,25.5333340963,26.133333842
2017-02-12 14:00:00,26.0000019073,25.9894218445,25.7500009537,26.1500005722
2017-02-12 14:05:00,26.0000019073,25.9873301188,25.5666675568,26.133333842
2017-02-12 14:10:00,26.0000019073,25.9971046448,25.5000009537,26.2000007629
2017-02-12 14:15:00,26.0000019073,26.0022265117,25.5000012716,26.1666673024
2017-02-12 14:20:00,26.0500011444,26.0005931855,25.5500011444,26.1500005722
2017-02-12 14:25:00,26.0000019073,26.0082616806,25.4500017166,26.1500005722
2017-02-12 14:25:00,26.0000019073,26.0117359161,25.6000003815,26.2000007629
2017-02-12 14:30:00,26.0000019073,26.0117359161,25.8000011444,26.2000007629
2017-02-12 14:35:00,26.0000019073,26.0142968495,25.633333842,26.1666673024
2017-02-12 14:40:00,26.0500011444,26.0159311295,25.4000005722,26.2000007629
2017-02-12 14:45:00,26.0666675568,26.016857783,25.6333344777,26.2000007629
2017-02-12 14:50:00,26.1000003815,26.0267496109,25.5000019073,26.2000007629
2017-02-12 14:55:00,26.033334732,26.0317554474,25.6000010172,26.2000007629
2017-02-12 15:00:00,26.1000003815,26.0375699997,25.5000019073,26.2000007629
2017-02-12 15:05:00,26.1000003815,26.0366427104,25.6666679382,26.2000007629
2017-02-12 15:10:00,26.1000003815,26.0417671204,25.9500007629,26.2000007629
2017-02-12 15:15:00,26.1000003815,26.0466537476,25.8666680654,26.2000007629
2017-02-12 15:20:00,26.1000003815,26.0490970612,25.5500011444,26.2000007629
2017-02-12 15:25:00,26.1000003815,26.049214681,25.8666674296,26.2000007629
2017-02-12 15:30:00,26.1000003815,26.0602407456,25.5000009537,26.2000007629
2017-02-12 15:35:00,26.1000003815,26.0594304403,25.5333347321,26.2000007629
2017-02-12 15:40:00,26.1000003815,26.0644359588,25.8500013351,26.2500009537
2017-02-12 15:45:00,26.1000003815,26.071767807,25.6666673024,26.2000007629
2017-02-12 15:50:00,26.1500005722,26.075255394,25.6000013351,26.2500009537
2017-02-12 15:55:00,26.133333842,26.07665507,25.8333339691,26.2000007629
2017-02-12 16:00:00,26.1500005722,26.0864295959,25.5000019073,26.2000007629
2017-02-12 16:05:00,26.2000007629,26.0887552897,25.5000012716,26.2000007629
2017-02-12 16:10:00,26.2000007629,26.0864295959,25.7500009537,26.2500009537
2017-02-12 16:15:00,26.2000007629,26.0962047577,25.8000017802,26.2666676839
2017-02-12 16:20:00,26.2000007629,26.0902719498,25.6500005722,26.2500009537
2017-02-12 16:25:00,26.2000007629,26.1015631358,25.9333349864,26.2666676839
2017-02-12 16:30:00,26.2000007629,26.1059942246,25.6000013351,26.3000011444
2017-02-12 16:35:00,26.2000007629,26.1146055858,25.6000010172,26.2666676839
2017-02-12 16:40:00,26.2000007629,26.1171665192,25.6500005722,26.3000011444
2017-02-12 16:45:00,26.2000007629,26.1171665192,25.5333340962,26.3000011444
2017-02-12 16:50:00,26.2000007629,26.1171684265,25.6000003815,26.2500009537
2017-02-12 16:55:00,26.2000007629,26.1248531342,25.5000006358,26.3000011444
2017-02-12 17:00:00,26.2500009537,26.1252059936,25.9000005722,26.3000011444
2017-02-12 17:05:00,26.2333342234,26.1297397614,25.7000013987,26.3000011444
2017-02-12 17:10:00,26.3000011444,26.1286935807,25.8000011444,26.3000011444
2017-02-12 17:15:00,26.2666676839,26.1376603444,25.633333842,26.3000011444
2017-02-12 17:20:00,26.3000011444,26.1440620422,25.7500009537,26.3000011444
2017-02-12 17:25:00,26.3000011444,26.1427841186,25.9000015259,26.3000011444
2017-02-12 17:30:00,26.3000011444,26.1479072571,25.8500013351,26.3000011444
2017-02-12 17:35:00,26.3000011444,26.1530303955,25.7000007629,26.3000011444
2017-02-12 17:40:00,26.3000011444,26.1517496109,25.8000011444,26.3000011444
2017-02-12 17:45:00,26.3000011444,26.1532662709,25.7333342234,26.3000011444
2017-02-12 17:50:00,26.3000011444,26.1629219056,25.6500005722,26.3000011444
2017-02-12 17:55:00,26.3000011444,26.1635125478,25.8666680654,26.3000011444
2017-02-12 18:00:00,26.3000011444,26.1671180726,25.7500009537,26.3000011444
2017-02-12 18:05:00,26.3333346049,26.1663087209,25.5666675568,26.3000011444
2017-02-12 18:10:00,26.3000011444,26.175157547,25.7500009537,26.3000011444
2017-02-12 18:15:00,26.3000011444,26.1737588246,25.5666681925,26.3333346049
2017-02-12 18:20:00,26.3000011444,26.1831960678,25.5500011444,26.3000011444
2017-02-12 18:25:00,26.3333346049,26.181678772,25.7000007629,26.3000011444
2017-02-12 18:30:00,26.3500013351,26.182841301,25.8500013351,26.3000011444
2017-02-12 18:35:00,26.3333346049,26.1914532979,25.6666679382,26.3000011444
2017-02-12 18:40:00,26.3500013351,26.1978731156,25.6000013351,26.3000011444
2017-02-12 18:45:00,26.3000011444,26.2019570669,26.0000012716,26.3000011444
2017-02-12 18:50:00,26.3500013351,26.2017002106,25.7000017166,26.3000011444
2017-02-12 18:55:00,26.3666680654,26.1998755137,25.8666674296,26.3000011444
2017-02-12 19:00:00,26.4000015259,26.2055587768,25.8000011444,26.3500013351
2017-02-12 19:05:00,26.4000015259,26.2122135162,25.8333346049,26.3000011444
2017-02-12 19:10:00,26.4000015259,26.2101230621,25.7000007629,26.3000011444
2017-02-12 19:15:00,26.4000015259,26.2196623484,25.8000011444,26.3000011444
2017-02-12 19:20:00,26.4000015259,26.2247877121,25.8500003815,26.3500013351
2017-02-12 19:25:00,26.4000015259,26.2254931132,25.700000763,26.3666680654
2017-02-12 19:30:00,26.3500013351,26.2254943848,25.9000005722,26.3500013351
2017-02-12 19:35:00,26.4000015259,26.2327073415,25.7333342234,26.3333346049
2017-02-12 19:40:00,26.3500013351,26.2331790924,25.7000017166,26.3000011444
2017-02-12 19:45:00,26.4000015259,26.2334149679,25.7333348592,26.4000015259
2017-02-12 19:50:00,26.4000015259,26.2447195053,25.7500009537,26.3500013351
2017-02-12 19:55:00,26.4000015259,26.2385368347,25.8333346049,26.3333346049
2017-02-12 20:00:00,26.4000015259,26.2447195053,25.9000005722,26.4000015259
2017-02-12 20:05:00,26.4000015259,26.2488142649,25.8333346049,26.3333346049
2017-02-12 20:10:00,26.4000015259,26.2524213791,25.7000007629,26.3500013351
2017-02-12 20:15:00,26.4000015259,26.2490501404,25.7666676839,26.3333346049
2017-02-12 20:20:00,26.4000015259,26.252776146,25.6500005722,26.3500013351
2017-02-12 20:25:00,26.4000015259,26.2613887787,25.9333343506,26.3333346049
2017-02-12 20:30:00,26.4000015259,26.2569694519,25.7000017166,26.4000015259
2017-02-12 20:35:00,26.4000015259,26.2569694519,25.8666674296,26.3666680654
2017-02-12 20:40:00,26.4000015259,26.2569694519,25.9500007629,26.4000015259
2017-02-12 20:45:00,26.4000015259,26.2646560669,26.0000012715,26.3666680654
2017-02-12 20:50:00,26.4500017166,26.2720022202,25.9500017166,26.4000015259
2017-02-12 20:55:00,26.4000015259,26.2700360616,25.8666680654,26.4000015259
2017-02-12 21:00:00,26.4000015259,26.2723712921,25.5000019073,26.4000015259
2017-02-12 21:05:00,26.4000015259,26.2751687368,25.6666679382,26.4000015259
2017-02-12 21:10:00,26.4000015259,26.2762145996,25.7500009537,26.4000015259
2017-02-12 21:15:00,26.4000015259,26.2802931468,25.8000011444,26.4000015259
2017-02-12 21:20:00,26.4000015259,26.2877407074,25.7000007629,26.4000015259
2017-02-12 21:25:00,26.4000015259,26.285179774,25.6666679382,26.3666680654
2017-02-12 21:30:00,26.4000015259,26.2804107666,25.7500009537,26.4000015259
2017-02-12 21:35:00,26.4000015259,26.2833251953,25.9666678111,26.4000015259
2017-02-12 21:40:00,26.4000015259,26.2880945206,25.9500007629,26.4000015259
2017-02-12 21:45:00,26.4000015259,26.2833251953,25.8000011444,26.4000015259
2017-02-12 21:50:00,26.4000015259,26.2884483337,25.7000007629,26.4000015259
2017-02-12 21:55:00,26.4000015259,26.2907848358,25.7666676839,26.4000015259
2017-02-12 22:00:00,26.4000015259,26.2923069001,25.8000011444,26.4000015259
2017-02-12 22:05:00,26.4000015259,26.293838501,25.8666674296,26.4000015259
2017-02-12 22:10:00,26.4000015259,26.2965173721,25.7000007629,26.4000015259
2017-02-12 22:15:00,26.4000015259,26.2966359456,25.8666680654,26.4000015259
2017-02-12 22:20:00,26.4000015259,26.3000078202,25.7500019073,26.4000015259
2017-02-12 22:25:00,26.4000015259,26.3040860494,25.8666680654,26.4000015259
2017-02-12 22:30:00,26.4000015259,26.2965173721,26.0500011444,26.4000015259
2017-02-12 22:35:00,26.4000015259,26.2991975149,26.0666675568,26.3666680654
2017-02-12 22:40:00,26.4000015259,26.3042039872,25.9500017166,26.4000015259
2017-02-12 22:45:00,26.4000015259,26.3019955953,25.7000007629,26.4000015259
2017-02-12 22:50:00,26.4000015259,26.3045578003,25.8000011444,26.4000015259
2017-02-12 22:55:00,26.4333349864,26.3169256846,25.8666680654,26.4000015259
2017-02-12 23:00:00,26.4000015259,26.3084154129,26.1000013351,26.4000015259
2017-02-12 23:05:00,26.4000015259,26.3122730255,25.9333343506,26.4333349864
2017-02-12 23:10:00,26.4000015259,26.3161153794,25.7500009537,26.4000015259
2017-02-12 23:15:00,26.4000015259,26.3148345947,25.9333343506,26.4000015259
2017-02-12 23:20:00,26.4000015259,26.3164691925,25.7500019073,26.4000015259
2017-02-12 23:25:00,26.4000015259,26.3204301198,26.0000012716,26.4000015259
2017-02-12 23:30:00,26.4000015259,26.3203115463,25.9000015259,26.4000015259
2017-02-12 23:35:00,26.4000015259,26.3181037903,25.9666684468,26.4000015259
2017-02-12 23:40:00,26.4000015259,26.3276443481,25.9000005722,26.3500013351
2017-02-12 23:45:00,26.4000015259,26.322991689,25.8333346049,26.4000015259
2017-02-12 23:50:00,26.4000015259,26.3206653595,25.9000015259,26.4000015259
2017-02-12 23:55:00,26.4000015259,26.3255634308,26.1333344777,26.4333349864
2017-02-13 00:00:00,26.4000015259,26.3245229721,25.9000005722,26.4000015259
2017-02-13 00:05:00,26.4000015259,26.3307069143,26.0000012716,26.4000015259
2017-02-13 00:10:00,26.4000015259,26.3280124665,26.0500011444,26.4000015259
2017-02-13 00:15:00,26.4000015259,26.3281351725,25.8333346049,26.4000015259
2017-02-13 00:20:00,26.4000015259,26.331870079,25.9000015259,26.4000015259
2017-02-13 00:25:00,26.3666680654,26.3304615021,26.1000010172,26.4000015259
2017-02-13 00:30:00,26.4000015259,26.3280124664,25.9500017166,26.4000015259
2017-02-13 00:35:00,26.4000015259,26.3304615021,25.7666676839,26.4000015259
2017-02-13 00:40:00,26.4000015259,26.3315019608,25.8500013351,26.4000015259
2017-02-13 00:45:00,26.4000015259,26.3307069143,25.9000015259,26.4000015259
2017-02-13 00:50:00,26.4000015259,26.331870079,25.9000015259,26.4000015259
2017-02-13 00:55:00,26.3666680654,26.3304615021,26.0000012715,26.4000015259
2017-02-13 01:00:00,26.4000015259,26.3283805847,25.7000007629,26.4000015259
2017-02-13 01:05:00,26.4000015259,26.3332678477,26.0666681925,26.4333349864
2017-02-13 01:10:00,26.4000015259,26.336063385,25.8500013351,26.4000015259
2017-02-13 01:15:00,26.4000015259,26.3335024516,25.9333343506,26.4333349864
2017-02-13 01:20:00,26.4000015259,26.3290863037,26.0000009537,26.4000015259
2017-02-13 01:25:00,26.4000015259,26.3337376912,26.1000010173,26.4333349864
2017-02-13 01:30:00,26.4000015259,26.3399076461,25.7500009537,26.4000015259
2017-02-13 01:35:00,26.4000015259,26.3337376912,25.8666680654,26.4000015259
2017-02-13 01:40:00,26.4000015259,26.336063385,25.9000015259,26.4000015259
2017-02-13 01:45:00,26.4000015259,26.336300532,25.9666678111,26.4000015259
2017-02-13 01:50:00,26.4000015259,26.340262413,25.9500007629,26.4000015259
2017-02-13 01:55:00,26.3333346049,26.3337376912,25.8333346049,26.4333349864
2017-02-13 02:00:00,26.4000015259,26.336063385,25.8500013351,26.4000015259
2017-02-13 02:05:00,26.4000015259,26.3314119975,25.9666678111,26.4333349864
2017-02-13 02:10:00,26.3500013351,26.3364181518,26.1000013351,26.4500017166
2017-02-13 02:15:00,26.4000015259,26.3316485087,26.033334732,26.4666684468
2017-02-13 02:20:00,26.3500013351,26.3364181518,25.9500007629,26.4500017166
2017-02-13 02:25:00,26.4000015259,26.3365364075,25.8666680654,26.4000015259
2017-02-13 02:30:00,26.4000015259,26.3367729187,26.0000009537,26.4500017166
2017-02-13 02:35:00,26.3666680654,26.3367729187,25.9666684468,26.4333349864
2017-02-13 02:40:00,26.4000015259,26.3332834244,26.1000013351,26.4000015259
2017-02-13 02:45:00,26.3666680654,26.3344567617,26.133333842,26.4333349864
2017-02-13 02:50:00,26.4000015259,26.3301639557,25.9500017166,26.4000015259
2017-02-13 02:55:00,26.3333346049,26.3228168488,26.0000019073,26.4000015259
2017-02-13 03:00:00,26.3500013351,26.330163002,26.0500011444,26.4500017166
2017-02-13 03:05:00,26.3000011444,26.3258603414,25.9666684468,26.4333349864
2017-02-13 03:10:00,26.3000011444,26.3266744614,25.8500003815,26.4000015259
2017-02-13 03:15:00,26.3000011444,26.3165435791,26.0333340963,26.4000015259
2017-02-13 03:20:00,26.3000011444,26.3161916733,25.7500009537,26.4000015259
2017-02-13 03:25:00,26.3000011444,26.3090953827,25.8666674296,26.4333349864
2017-02-13 03:30:00,26.3000011444,26.309214592,25.7500009537,26.4000015259
2017-02-13 03:35:00,26.3000011444,26.3114217122,26.1000010172,26.4000015259
2017-02-13 03:40:00,26.3000011444,26.3018817902,25.7500009537,26.4000015259
2017-02-13 03:45:00,26.3000011444,26.2941672007,26.1666679382,26.4000015259
2017-02-13 03:50:00,26.3000011444,26.2875585556,25.9500007629,26.4000015259
2017-02-13 03:55:00,26.3000011444,26.2848631541,25.8666680654,26.4000015259
2017-02-13 04:00:00,26.3000011444,26.2871894836,25.7000017166,26.4000015259
2017-02-13 04:05:00,26.3000011444,26.2333424886,25.5666681925,26.4000015259
2017-02-13 04:10:00,26.3000011444,26.2371749878,24.2000017166,24.3500013351
2017-02-13 04:15:00,26.3000011444,26.2342853546,22.4000008901,22.3666680654
