Location,DOAS1,DOAS3,DOAS4
2017-02-12 05:15:00,604.066670736,489.800048828,337.266703288
2017-02-12 05:20:00,604.0,489.0,337.100036621
2017-02-12 05:25:00,603.666666667,487.733357747,339.266703288
2017-02-12 05:30:00,604.300018311,489.200012207,338.100036621
2017-02-12 05:35:00,602.666666667,488.0,336.933369954
2017-02-12 05:40:00,603.0,487.5,338.100036621
2017-02-12 05:45:00,605.066670736,486.666666667,336.333353678
2017-02-12 05:50:00,605.200012207,486.100036621,334.200012207
2017-02-12 05:55:00,605.733337402,487.0,333.666687012
2017-02-12 06:00:00,605.899993897,489.0,335.100036621
2017-02-12 06:05:00,605.466674805,489.333333333,336.266703288
2017-02-12 06:10:00,603.0,486.5,334.100036621
2017-02-12 06:15:00,603.400004069,487.400024414,336.666687012
2017-02-12 06:20:00,601.0,488.5,336.600036621
2017-02-12 06:25:00,604.733337402,485.400024414,336.000020345
2017-02-12 06:30:00,605.600006103,487.0,335.600036621
2017-02-12 06:35:00,603.333333333,487.666666667,335.733337402
2017-02-12 06:40:00,604.200012207,489.0,336.600036621
2017-02-12 06:45:00,605.200012207,487.400024414,335.866699219
2017-02-12 06:50:00,605.100006103,487.5,336.200012207
2017-02-12 06:55:00,603.0,488.600036621,336.100036621
2017-02-12 07:00:00,601.5,490.0,334.200012207
2017-02-12 07:05:00,604.066670736,487.333333333,334.000020345
2017-02-12 07:10:00,601.0,486.5,334.700012207
2017-02-12 07:15:00,600.400004069,486.666666667,334.266703288
2017-02-12 07:20:00,600.600006103,487.5,336.200012207
2017-02-12 07:25:00,602.400004069,487.0,336.933369954
2017-02-12 07:30:00,603.5,487.5,336.700012207
2017-02-12 07:35:00,603.333333333,487.933349609,335.266703288
2017-02-12 07:40:00,604.600006103,489.0,336.600036621
2017-02-12 07:45:00,605.066670736,487.0,334.733337402
2017-02-12 07:50:00,605.100006103,489.5,335.500030518
2017-02-12 07:55:00,603.733337402,488.0,336.933369954
2017-02-12 08:00:00,602.600006103,489.0,339.800018311
2017-02-12 08:05:00,607.0,486.333333333,335.733337402
2017-02-12 08:10:00,604.0,487.0,336.100036621
2017-02-12 08:15:00,604.066670736,486.733357747,335.666687012
2017-02-12 08:20:00,604.200012207,490.600036621,332.700012207
2017-02-12 08:25:00,606.933329264,488.0,334.600036621
2017-02-12 08:30:00,605.200012207,487.5,337.600036621
2017-02-12 08:35:00,604.466674805,488.066691081,336.600036621
2017-02-12 08:40:00,604.5,487.0,339.200012207
2017-02-12 08:45:00,604.53334554,486.0,336.000020345
2017-02-12 08:50:00,605.5,484.100036621,336.600036621
2017-02-12 08:55:00,605.466674805,488.400024414,337.333353678
2017-02-12 09:00:00,606.600006103,488.5,335.600036621
2017-02-12 09:05:00,606.133341471,494.466674805,336.933369954
2017-02-12 09:10:00,605.700012207,487.600036621,335.700012207
2017-02-12 09:15:00,604.0,488.333333333,335.000020345
2017-02-12 09:20:00,603.600006103,487.0,334.600036621
2017-02-12 09:25:00,603.333333333,487.066691081,334.933349609
2017-02-12 09:30:00,604.0,488.5,335.600036621
2017-02-12 09:35:00,603.800008138,487.666666667,335.266682943
2017-02-12 09:40:00,604.0,486.700073242,337.100036621
2017-02-12 09:45:00,603.400004069,488.0,335.933329264
2017-02-12 09:50:00,605.200012207,488.0,335.100006103
2017-02-12 09:55:00,602.0,486.066691081,335.666687012
2017-02-12 10:00:00,603.0,485.600036621,334.900024414
2017-02-12 10:05:00,603.866678874,484.866739909,335.000020345
2017-02-12 10:10:00,603.600006103,484.100036621,332.600036621
2017-02-12 10:15:00,602.466674805,485.133382161,334.866678874
2017-02-12 10:20:00,602.5,486.100036621,331.100036621
2017-02-12 10:25:00,602.400004069,485.066691081,333.400004069
2017-02-12 10:30:00,602.0,485.600036621,331.100036621
2017-02-12 10:35:00,601.0,486.733357747,328.000020345
2017-02-12 10:40:00,600.0,487.0,328.100036621
2017-02-12 10:45:00,600.333333333,484.466715495,329.066670736
2017-02-12 10:50:00,599.899993897,485.200073242,330.600036621
2017-02-12 10:55:00,599.866678874,484.866739909,329.400004069
2017-02-12 11:00:00,600.5,484.100036621,328.700012207
2017-02-12 11:05:00,599.733337402,485.733357747,328.600016276
2017-02-12 11:10:00,598.5,486.100036621,327.600036621
2017-02-12 11:15:00,597.666666667,486.666666667,329.000020345
2017-02-12 11:20:00,597.5,488.299987793,327.600036621
2017-02-12 11:25:00,599.800008138,485.00004069,327.000020345
2017-02-12 11:30:00,599.0,484.0,326.100036621
2017-02-12 11:35:00,597.066670736,483.466674805,324.266703288
2017-02-12 11:40:00,595.0,485.5,323.100036621
2017-02-12 11:45:00,595.733337402,485.800048828,322.933369954
2017-02-12 11:50:00,599.200012207,486.0,320.000030518
2017-02-12 11:55:00,598.333333333,486.733357747,318.600036621
2017-02-12 12:00:00,598.0,484.0,321.000030518
2017-02-12 12:05:00,598.666666667,486.666666667,319.933369954
2017-02-12 12:10:00,598.0,486.600036621,316.500030518
2017-02-12 12:15:00,597.0,485.133382161,314.133361816
2017-02-12 12:20:00,598.0,485.5,315.500030518
2017-02-12 12:25:00,597.733337402,484.866739909,314.200032552
2017-02-12 12:30:00,599.0,484.200073242,314.000030518
2017-02-12 12:35:00,596.666666667,484.466715495,314.533365885
2017-02-12 12:40:00,596.5,482.700073242,316.100036621
2017-02-12 12:45:00,596.733337402,483.0,317.266703288
2017-02-12 12:50:00,596.5,482.0,315.100036621
2017-02-12 12:55:00,595.400004069,485.800048828,314.933369954
2017-02-12 13:00:00,594.5,484.100036621,317.900024414
2017-02-12 13:05:00,594.0,484.400024414,316.266703288
2017-02-12 13:10:00,593.0,482.600036621,315.000030518
2017-02-12 13:15:00,595.0,484.533406575,316.200032552
2017-02-12 13:20:00,593.5,485.700073242,314.600036621
2017-02-12 13:25:00,593.733337402,485.800048828,315.600036621
2017-02-12 13:30:00,594.0,485.600036621,314.600036621
2017-02-12 13:35:00,594.0,483.466715495,313.533365885
2017-02-12 13:40:00,594.5,481.0,315.100036621
2017-02-12 13:45:00,595.666666667,480.800048828,315.266703288
2017-02-12 13:50:00,594.5,483.900024414,313.000030518
2017-02-12 13:55:00,595.5,482.0,312.000015259
2017-02-12 14:00:00,594.0,483.600036621,315.000030518
2017-02-12 14:05:00,594.333333333,484.666666667,314.200032552
2017-02-12 14:10:00,595.5,484.100036621,314.600036621
2017-02-12 14:15:00,594.333333333,482.0,315.066691081
2017-02-12 14:20:00,595.600006103,481.5,312.400009155
2017-02-12 14:25:00,595.333333333,483.400024414,314.866699219
2017-02-12 14:30:00,595.0,483.0,313.600036621
2017-02-12 14:35:00,597.0,483.800048828,313.133361816
2017-02-12 14:40:00,595.5,484.700073242,314.100006103
2017-02-12 14:45:00,595.333333333,482.800048828,312.200022379
2017-02-12 14:50:00,596.100006103,483.0,312.500030518
2017-02-12 14:55:00,597.066670736,484.00004069,312.133351644
2017-02-12 15:00:00,596.0,483.5,311.900009155
2017-02-12 15:05:00,596.0,483.400024414,308.600006104
2017-02-12 15:10:00,595.5,484.200073242,308.100006104
2017-02-12 15:15:00,595.400004069,482.0,306.200002035
2017-02-12 15:20:00,594.5,481.600036621,305.600006104
2017-02-12 15:25:00,596.333333333,482.466715495,305.866668701
2017-02-12 15:30:00,596.5,483.0,303.5
2017-02-12 15:35:00,597.800008138,484.133382161,303.933339437
2017-02-12 15:40:00,596.0,484.0,304.899993896
2017-02-12 15:45:00,595.0,485.800048828,304.399993896
2017-02-12 15:50:00,596.0,484.600036621,306.300003052
2017-02-12 15:55:00,596.066670736,485.533406575,305.799997965
2017-02-12 16:00:00,596.0,482.600036621,304.899993896
2017-02-12 16:05:00,596.0,483.733357747,305.133331299
2017-02-12 16:10:00,597.5,484.700073242,304.0
2017-02-12 16:15:00,595.400004069,482.466715495,305.066660563
2017-02-12 16:20:00,594.899993897,481.600036621,305.0
2017-02-12 16:25:00,596.200012207,481.800048828,305.533335368
2017-02-12 16:30:00,598.600006103,481.600036621,307.5
2017-02-12 16:35:00,597.666666667,484.466715495,307.866668701
2017-02-12 16:40:00,598.5,483.0,307.5
2017-02-12 16:45:00,595.866678874,482.333374023,307.266672771
2017-02-12 16:50:00,597.100006103,482.200073242,308.0
2017-02-12 16:55:00,598.333333333,483.466715495,306.733327229
2017-02-12 17:00:00,597.0,482.5,307.600006104
2017-02-12 17:05:00,598.066670736,483.066691081,304.799997965
2017-02-12 17:10:00,598.0,485.200073242,306.0
2017-02-12 17:15:00,597.666666667,483.733357747,306.533335368
2017-02-12 17:20:00,598.0,484.200073242,306.100006104
2017-02-12 17:25:00,600.0,482.400024414,306.933339437
2017-02-12 17:30:00,601.5,483.600036621,306.100006104
2017-02-12 17:35:00,599.333333333,482.733357747,306.399993896
2017-02-12 17:40:00,599.5,483.0,304.899993896
2017-02-12 17:45:00,598.0,484.200073242,304.533335368
2017-02-12 17:50:00,598.5,484.700073242,303.100006104
2017-02-12 17:55:00,598.333333333,484.333333333,300.799997965
2017-02-12 18:00:00,597.5,485.600036621,299.600006104
2017-02-12 18:05:00,598.333333333,482.333333333,300.600006104
2017-02-12 18:10:00,598.100006103,481.0,301.600006104
2017-02-12 18:15:00,597.333333333,484.733357747,301.933339437
2017-02-12 18:20:00,598.5,483.700073242,303.5
2017-02-12 18:25:00,599.0,483.0,304.600006104
2017-02-12 18:30:00,598.0,481.600036621,303.600006104
2017-02-12 18:35:00,599.0,481.133382161,303.266672771
2017-02-12 18:40:00,598.899993897,482.600036621,302.600006104
2017-02-12 18:45:00,599.933329264,481.066691081,303.533335368
2017-02-12 18:50:00,602.5,482.5,303.5
2017-02-12 18:55:00,602.066670736,483.400024414,303.799997965
2017-02-12 19:00:00,601.0,483.100036621,304.300003051
2017-02-12 19:05:00,599.266662598,482.066691081,305.133331299
2017-02-12 19:10:00,602.0,485.600036621,304.100006104
2017-02-12 19:15:00,600.599995931,483.333333333,305.066660563
2017-02-12 19:20:00,601.5,482.100036621,308.100006104
2017-02-12 19:25:00,600.066670736,483.133382161,305.200002034
2017-02-12 19:30:00,601.0,484.200073242,306.0
2017-02-12 19:35:00,599.333333333,482.800048828,307.133331299
2017-02-12 19:40:00,602.0,483.100036621,307.600006104
2017-02-12 19:45:00,601.333333333,481.333333333,306.533335368
2017-02-12 19:50:00,600.0,483.5,309.0
2017-02-12 19:55:00,600.200012207,481.066691081,306.866668701
2017-02-12 20:00:00,603.5,481.600036621,308.100006104
2017-02-12 20:05:00,601.333333333,482.333333333,308.799997965
2017-02-12 20:10:00,601.0,482.600036621,308.0
2017-02-12 20:15:00,601.733337402,486.066691081,310.600006104
2017-02-12 20:20:00,601.5,485.0,310.100006104
2017-02-12 20:25:00,600.0,482.0,311.133331299
2017-02-12 20:30:00,601.5,484.5,310.100006104
2017-02-12 20:35:00,601.733337402,487.666666667,312.199991862
2017-02-12 20:40:00,601.5,485.200073242,310.600006104
2017-02-12 20:45:00,602.333333333,483.0,310.600006104
2017-02-12 20:50:00,605.100006103,484.100036621,310.100006104
2017-02-12 20:55:00,603.733337402,483.066691081,311.133331299
2017-02-12 21:00:00,603.600006103,486.600036621,312.000015259
2017-02-12 21:05:00,606.0,485.733398437,312.400014241
2017-02-12 21:10:00,603.5,486.600036621,315.30001831
2017-02-12 21:15:00,604.666666667,485.466715495,312.733357747
2017-02-12 21:20:00,604.5,485.600036621,314.000030518
2017-02-12 21:25:00,605.800008138,484.400024414,314.533365885
2017-02-12 21:30:00,603.600006103,484.700073242,313.000030518
2017-02-12 21:35:00,602.666666667,486.066691081,313.533365885
2017-02-12 21:40:00,603.600006103,489.0,312.900024414
2017-02-12 21:45:00,603.066670736,487.400024414,314.866699219
2017-02-12 21:50:00,605.100006103,487.0,312.500030518
2017-02-12 21:55:00,605.666666667,486.733357747,313.800028483
2017-02-12 22:00:00,606.600006103,487.5,314.000030518
2017-02-12 22:05:00,605.733337402,487.066691081,314.733357747
2017-02-12 22:10:00,607.100006103,487.0,314.400024414
2017-02-12 22:15:00,606.0,484.466715495,314.933369954
2017-02-12 22:20:00,606.5,483.100036621,314.000030518
2017-02-12 22:25:00,607.733337402,486.066691081,313.733357747
2017-02-12 22:30:00,608.0,485.600036621,314.000030518
2017-02-12 22:35:00,608.666666667,486.066691081,313.800028483
2017-02-12 22:40:00,609.0,487.5,315.100036621
2017-02-12 22:45:00,607.400004069,485.733357747,316.200032552
2017-02-12 22:50:00,607.5,489.100036621,315.500030518
2017-02-12 22:55:00,606.800008138,488.400024414,317.600036621
2017-02-12 23:00:00,606.600006103,488.100036621,316.600036621
2017-02-12 23:05:00,606.333333333,488.0,315.600036621
2017-02-12 23:10:00,606.5,488.5,315.500030518
2017-02-12 23:15:00,608.666666667,490.066691081,314.800028483
2017-02-12 23:20:00,609.5,489.100036621,315.000030518
2017-02-12 23:25:00,608.866678874,487.333333333,314.866699219
2017-02-12 23:30:00,607.100006103,488.100036621,317.100036621
2017-02-12 23:35:00,609.733337402,487.066691081,318.600036621
2017-02-12 23:40:00,607.899993897,487.500061035,319.300018311
2017-02-12 23:45:00,607.0,484.866739909,317.266703288
2017-02-12 23:50:00,608.5,484.200073242,317.100036621
2017-02-12 23:55:00,609.0,487.0,316.200032552
2017-02-13 00:00:00,609.600006103,487.5,313.500030518
2017-02-13 00:05:00,607.333333333,488.400024414,314.133361816
2017-02-13 00:10:00,607.5,488.0,316.100006103
2017-02-13 00:15:00,609.666666667,487.733357747,317.866699219
2017-02-13 00:20:00,610.5,488.100036621,316.000030518
2017-02-13 00:25:00,610.666666667,487.00004069,316.200032552
2017-02-13 00:30:00,609.600006103,486.5,316.600036621
2017-02-13 00:35:00,609.666666667,486.400024414,315.600036621
2017-02-13 00:40:00,610.5,488.100036621,317.600036621
2017-02-13 00:45:00,609.53334554,487.066691081,316.933369954
2017-02-13 00:50:00,609.5,486.600036621,316.600036621
2017-02-13 00:55:00,611.400004069,488.0,317.600036621
2017-02-13 01:00:00,610.399993897,489.5,316.000030518
2017-02-13 01:05:00,611.733337402,488.666666667,318.800028483
2017-02-13 01:10:00,612.0,487.100036621,318.000030518
2017-02-13 01:15:00,611.333333333,488.333333333,320.600036621
2017-02-13 01:20:00,611.0,487.100036621,318.200012207
2017-02-13 01:25:00,613.733337402,487.266723633,315.933369954
2017-02-13 01:30:00,612.5,488.299987793,314.000030518
2017-02-13 01:35:00,611.0,487.333333333,315.200032552
2017-02-13 01:40:00,613.100006103,486.500061035,317.000030518
2017-02-13 01:45:00,611.466674805,486.666666667,316.266703288
2017-02-13 01:50:00,610.5,488.5,318.100036621
2017-02-13 01:55:00,612.266662598,488.0,316.933369954
2017-02-13 02:00:00,612.700012207,496.099975586,313.899993897
2017-02-13 02:05:00,611.866678874,513.133341471,317.400004069
2017-02-13 02:10:00,609.700012207,521.5,318.100006103
2017-02-13 02:15:00,607.133341471,524.133341471,319.400004069
2017-02-13 02:20:00,603.200012207,520.5,318.100006103
2017-02-13 02:25:00,603.466674805,517.400024414,317.266662598
2017-02-13 02:30:00,601.5,509.599975586,317.5
2017-02-13 02:35:00,599.400004069,500.800008138,318.733337402
2017-02-13 02:40:00,598.0,496.0,321.0
2017-02-13 02:45:00,597.733337402,495.400024414,323.599995931
2017-02-13 02:50:00,595.600006103,492.099975586,324.5
2017-02-13 02:55:00,595.53334554,489.466674805,327.066670736
2017-02-13 03:00:00,596.700012207,487.5,329.600006103
2017-02-13 03:05:00,594.400004069,488.199991862,331.733337402
2017-02-13 03:10:00,594.200012207,488.400024414,332.5
2017-02-13 03:15:00,591.800008138,486.800008138,333.666666667
2017-02-13 03:20:00,592.200012207,488.5,335.0
2017-02-13 03:25:00,590.066670736,488.400024414,334.666666667
2017-02-13 03:30:00,590.600006103,488.900024414,334.0
2017-02-13 03:35:00,589.400004069,490.866658529,335.400004069
2017-02-13 03:40:00,589.100006103,491.0,337.600006103
2017-02-13 03:45:00,588.0,491.533325195,339.066670736
2017-02-13 03:50:00,588.600006103,488.5,339.700012207
2017-02-13 03:55:00,589.066670736,488.800008138,341.200012207
2017-02-13 04:00:00,589.300018311,489.5,342.100006103
2017-02-13 04:05:00,589.0,488.199991862,343.400004069
2017-02-13 04:10:00,587.5,488.900024414,342.200012207
2017-02-13 04:15:00,589.466674805,492.266642253,342.200012207
2017-02-13 04:20:00,589.100006103,491.599975586,343.600006103
2017-02-13 04:25:00,588.066670736,492.800008138,347.0
2017-02-13 04:30:00,588.600006103,493.5,350.100006103
2017-02-13 04:35:00,589.800008138,492.599975586,354.866678874
2017-02-13 04:40:00,589.600006103,492.400024414,355.700012207
2017-02-13 04:45:00,590.066670736,495.133341471,356.466674805
2017-02-13 04:50:00,590.600006103,499.900024414,356.200012207
2017-02-13 04:55:00,590.400004069,501.066691081,357.400004069
2017-02-13 05:00:00,589.600006103,502.900024414,359.300018311
2017-02-13 05:05:00,589.733337402,505.400024414,360.866678874
2017-02-13 05:10:00,591.899993897,505.0,366.30001831
2017-02-13 05:15:00,592.400004069,510.133341471,365.800008138
2017-02-13 05:20:00,591.0,511.5,365.200012207
2017-02-13 05:25:00,591.800008138,509.866658529,365.53334554
2017-02-13 05:30:00,592.5,509.0,366.700012207
2017-02-13 05:35:00,593.666666667,509.066691081,364.800008138
2017-02-13 05:40:00,593.5,510.0,368.30001831
2017-02-13 05:45:00,593.066670736,511.133341471,368.600016276
2017-02-13 05:50:00,594.200012207,508.400024414,368.600006103
2017-02-13 05:55:00,594.53334554,509.600016276,367.333333333
2017-02-13 06:00:00,594.600006103,509.600036621,367.600006103
2017-02-13 06:05:00,594.53334554,510.066691081,368.800008138
2017-02-13 06:10:00,594.200012207,511.5,369.600006103
2017-02-13 06:15:00,593.133341471,509.400024414,368.400004069
2017-02-13 06:20:00,595.600006103,508.400024414,368.5
2017-02-13 06:25:00,596.200012207,506.800008138,365.066670736
2017-02-13 06:30:00,594.600006103,504.400024414,366.100006103
2017-02-13 06:35:00,596.933349609,504.00004069,366.066670736
2017-02-13 06:40:00,595.600006103,504.400024414,367.200012207
2017-02-13 06:45:00,598.733337402,507.400024414,364.666666667
2017-02-13 06:50:00,598.600006103,519.400024414,364.600006103
2017-02-13 06:55:00,598.666666667,520.466674805,364.53334554
2017-02-13 07:00:00,597.200012207,519.400024414,367.600006103
2017-02-13 07:05:00,599.53334554,514.400024414,370.066670736
2017-02-13 07:10:00,601.800018311,514.400024414,374.200012207
2017-02-13 07:15:00,599.53334554,514.400024414,376.066670736
2017-02-13 07:20:00,594.0,534.400024414,374.200012207
2017-02-13 07:25:00,592.0,554.733357747,375.53334554
2017-02-13 07:30:00,591.5,545.900024414,376.200012207
2017-02-13 07:35:00,592.066670736,562.066691081,376.800008138
2017-02-13 07:40:00,594.100006103,562.400024414,382.700012207
2017-02-13 07:45:00,591.53334554,571.133341471,394.000020345
2017-02-13 07:50:00,593.200012207,579.400024414,400.900024414
2017-02-13 07:55:00,594.866678874,605.400024414,412.266682943
2017-02-13 08:00:00,587.700012207,600.599975586,422.000030518
2017-02-13 08:05:00,569.200012207,608.133341471,434.533365885
2017-02-13 08:10:00,566.0,609.400024414,443.600036621
2017-02-13 08:15:00,572.133341471,620.266682943,456.800028483
2017-02-13 08:20:00,577.300018311,624.900024414,474.200012207
2017-02-13 08:25:00,582.266682943,648.666707357,485.733337402
2017-02-13 08:30:00,587.200012207,663.800048828,493.799987793
2017-02-13 08:35:00,592.266682943,670.466674805,508.133321126
2017-02-13 08:40:00,598.800018311,677.200073242,521.899993897
2017-02-13 08:45:00,606.200012207,683.200073242,529.933329264
2017-02-13 08:50:00,612.300018311,690.800048828,542.5
2017-02-13 08:55:00,617.066691081,700.733357747,553.0
2017-02-13 09:00:00,623.300018311,728.400024414,558.5
2017-02-13 09:05:00,629.000020345,731.333374023,566.800008138
2017-02-13 09:10:00,633.300018311,725.400024414,585.400024414
2017-02-13 09:15:00,639.066691081,724.666707357,590.866678874
2017-02-13 09:20:00,641.300018311,727.900024414,594.200012207
2017-02-13 09:25:00,646.733357747,728.666707357,596.200012207
2017-02-13 09:30:00,654.200012207,730.400024414,604.800018311
2017-02-13 09:35:00,657.400024414,721.133341471,604.666687012
2017-02-13 09:40:00,660.800018311,718.300048828,609.200012207
2017-02-13 09:45:00,663.333353678,720.600056966,615.333353678
2017-02-13 09:50:00,668.900024414,724.200073242,620.700012207
2017-02-13 09:55:00,673.46669515,725.066691081,623.333353678
2017-02-13 10:00:00,677.000030517,723.400024414,626.700012207
2017-02-13 10:05:00,680.46669515,726.600056966,629.733357747
2017-02-13 10:10:00,683.500030517,729.5,634.900024414
2017-02-13 10:15:00,684.133361816,732.066691081,636.000020345
2017-02-13 10:20:00,683.900024414,740.200073242,634.700012207
2017-02-13 10:25:00,684.133361816,735.666707357,636.400024414
2017-02-13 10:30:00,683.400024414,740.300048828,638.800018311
2017-02-13 10:35:00,687.533365885,745.666707357,643.866699219
2017-02-13 10:40:00,686.000030517,750.900024414,646.000030517
2017-02-13 10:45:00,688.266703288,758.600056966,645.800028483
2017-02-13 10:50:00,688.800018311,761.700073242,666.100036621
2017-02-13 10:55:00,690.200032552,762.866739909,721.866658529
2017-02-13 11:00:00,690.500030517,768.400024414,739.299987793
2017-02-13 11:05:00,691.533365885,775.00004069,704.400004069
2017-02-13 11:10:00,694.600036621,775.800048828,684.799987793
2017-02-13 11:15:00,697.533365885,776.866739909,684.733337402
2017-02-13 11:20:00,699.100036621,766.900024414,676.200012207
2017-02-13 11:25:00,701.200032552,763.600056966,681.600036621
2017-02-13 11:30:00,701.100036621,762.300048828,687.200012207
2017-02-13 11:35:00,698.000020345,759.666707357,698.600036621
2017-02-13 11:40:00,693.500030517,751.300048828,700.299987793
2017-02-13 11:45:00,694.133361816,751.733357747,704.933369954
2017-02-13 11:50:00,694.600036621,754.300048828,697.600036621
2017-02-13 11:55:00,693.266703288,752.333374023,688.000020345
2017-02-13 12:00:00,690.400024414,752.600036621,683.200012207
2017-02-13 12:05:00,691.533365885,759.800048828,672.200032552
2017-02-13 12:10:00,689.400024414,773.800048828,670.100006103
2017-02-13 12:15:00,688.266703288,775.600056966,675.266703288
2017-02-13 12:20:00,686.000030517,779.800048828,667.000030517
2017-02-13 12:25:00,682.400024414,782.466715495,673.933369954
2017-02-13 12:30:00,678.000030517,786.800048828,673.700012207
2017-02-13 12:35:00,677.133361816,798.266723633,674.800028483
2017-02-13 12:40:00,672.500030517,799.900024414,667.400024414
2017-02-13 12:45:00,670.600036621,801.266723633,661.733357747
2017-02-13 12:50:00,668.900024414,807.0,652.300018311
2017-02-13 12:55:00,666.733357747,816.866699219,652.066691081
2017-02-13 13:00:00,663.000030517,827.800048828,647.400024414
2017-02-13 13:05:00,663.066691081,848.00004069,641.066691081
2017-02-13 13:10:00,661.900024414,878.700073242,641.800018311
2017-02-13 13:15:00,662.066691081,898.200073242,646.066691081
2017-02-13 13:20:00,663.5,896.400024414,659.500030517
2017-02-13 13:25:00,662.333353678,891.266723633,659.46669515
2017-02-13 13:30:00,664.700012207,893.799987793,664.100036621
2017-02-13 13:35:00,667.333353678,882.266723633,664.800028483
2017-02-13 13:40:00,668.600006103,876.700073242,672.600036621
2017-02-13 13:45:00,670.133361816,870.866739909,683.333333333
2017-02-13 13:50:00,672.400024414,871.800048828,686.200012207
2017-02-13 13:55:00,673.800028483,867.466715495,686.933369954
2017-02-13 14:00:00,674.900024414,874.200073242,696.200012207
2017-02-13 14:05:00,674.066691081,844.666707357,702.733337402
2017-02-13 14:10:00,674.400024414,824.900024414,708.799987793
2017-02-13 14:15:00,675.400024414,814.933390299,727.666687012
2017-02-13 14:20:00,677.600036621,812.800048828,733.399993897
2017-02-13 14:25:00,680.46669515,818.600056966,722.799987793
2017-02-13 14:30:00,681.400024414,810.400024414,718.600036621
2017-02-13 14:35:00,680.600036621,804.600056966,718.400004069
2017-02-13 14:40:00,678.600036621,812.200073242,721.200012207
2017-02-13 14:45:00,680.066691081,809.266723633,721.400004069
2017-02-13 14:50:00,680.400024414,808.800048828,716.200012207
2017-02-13 14:55:00,680.133361816,813.600056966,714.666687012
