,Zones,Value,Occupancy Type,Unit
123,Zone 3,544.978169667,Working Hours,VOC [ppb]
103,Zone 3,557.205240667,Working Hours,VOC [ppb]
104,Zone 3,554.585144,Working Hours,VOC [ppb]
105,Zone 3,555.458557,Working Hours,VOC [ppb]
106,Zone 3,554.585164333,Working Hours,VOC [ppb]
107,Zone 3,552.547302333,Working Hours,VOC [ppb]
108,Zone 3,552.547282,Working Hours,VOC [ppb]
109,Zone 3,552.838419667,Working Hours,VOC [ppb]
110,Zone 3,551.382812667,Working Hours,VOC [ppb]
111,Zone 3,547.16154475,Working Hours,VOC [ppb]
112,Zone 3,545.851501,Working Hours,VOC [ppb]
113,Zone 3,544.687031667,Working Hours,VOC [ppb]
114,Zone 3,544.687011333,Working Hours,VOC [ppb]
115,Zone 3,545.560383667,Working Hours,VOC [ppb]
116,Zone 3,546.724915,Working Hours,VOC [ppb]
117,Zone 3,544.104817667,Working Hours,VOC [ppb]
118,Zone 3,542.649210333,Working Hours,VOC [ppb]
119,Zone 3,542.3580625,Working Hours,VOC [ppb]
120,Zone 3,542.066975667,Working Hours,VOC [ppb]
121,Zone 3,540.3930205,Working Hours,VOC [ppb]
122,Zone 3,545.851501,Working Hours,VOC [ppb]
124,Zone 3,548.180501667,Working Hours,VOC [ppb]
125,Zone 3,551.091695333,Working Hours,VOC [ppb]
126,Zone 3,550.218323,Working Hours,VOC [ppb]
127,Zone 3,546.724915,Working Hours,VOC [ppb]
128,Zone 3,550.218323,Working Hours,VOC [ppb]
129,Zone 3,549.927185333,Working Hours,VOC [ppb]
130,Zone 3,548.180501667,Working Hours,VOC [ppb]
131,Zone 3,549.344971,Working Hours,VOC [ppb]
132,Zone 3,550.218323,Working Hours,VOC [ppb]
133,Zone 3,549.344971,Working Hours,VOC [ppb]
134,Zone 3,550.218323,Working Hours,VOC [ppb]
135,Zone 3,548.180501667,Working Hours,VOC [ppb]
136,Zone 3,549.927205333,Working Hours,VOC [ppb]
137,Zone 3,550.218343333,Working Hours,VOC [ppb]
138,Zone 3,549.053853667,Working Hours,VOC [ppb]
139,Zone 3,546.724894333,Working Hours,VOC [ppb]
140,Zone 3,,Working Hours,VOC [ppb]
141,Zone 3,549.344971,Working Hours,VOC [ppb]
142,Zone 3,547.598246333,Working Hours,VOC [ppb]
143,Zone 3,547.598267,Working Hours,VOC [ppb]
144,Zone 3,553.129537,Working Hours,VOC [ppb]
145,Zone 3,,Working Hours,VOC [ppb]
146,Zone 3,,Working Hours,VOC [ppb]
147,Zone 3,,Working Hours,VOC [ppb]
148,Zone 3,572.052429,Working Hours,VOC [ppb]
149,Zone 3,,Working Hours,VOC [ppb]
101,Zone 3,558.951965,Working Hours,VOC [ppb]
102,Zone 3,558.36971,Working Hours,VOC [ppb]
152,Zone 3,,Working Hours,VOC [ppb]
154,Zone 3,,Working Hours,VOC [ppb]
155,Zone 3,,Working Hours,VOC [ppb]
156,Zone 3,,Working Hours,VOC [ppb]
157,Zone 3,,Working Hours,VOC [ppb]
158,Zone 3,,Working Hours,VOC [ppb]
159,Zone 3,,Working Hours,VOC [ppb]
160,Zone 3,,Working Hours,VOC [ppb]
161,Zone 3,,Working Hours,VOC [ppb]
162,Zone 3,,Working Hours,VOC [ppb]
163,Zone 3,,Working Hours,VOC [ppb]
164,Zone 3,,Working Hours,VOC [ppb]
165,Zone 3,,Working Hours,VOC [ppb]
166,Zone 3,,Working Hours,VOC [ppb]
167,Zone 3,,Working Hours,VOC [ppb]
168,Zone 3,,Working Hours,VOC [ppb]
169,Zone 3,,Working Hours,VOC [ppb]
170,Zone 3,,Working Hours,VOC [ppb]
171,Zone 3,,Working Hours,VOC [ppb]
172,Zone 3,,Working Hours,VOC [ppb]
173,Zone 3,,Working Hours,VOC [ppb]
150,Zone 3,,Working Hours,VOC [ppb]
153,Zone 3,,Working Hours,VOC [ppb]
174,Zone 3,551.965027,Working Hours,VOC [ppb]
175,Zone 3,,Working Hours,VOC [ppb]
151,Zone 3,,Working Hours,VOC [ppb]
176,Zone 3,,Working Hours,VOC [ppb]
179,Zone 3,,Working Hours,VOC [ppb]
180,Zone 3,,Working Hours,VOC [ppb]
181,Zone 3,,Working Hours,VOC [ppb]
182,Zone 3,,Working Hours,VOC [ppb]
183,Zone 3,,Working Hours,VOC [ppb]
184,Zone 3,,Working Hours,VOC [ppb]
185,Zone 3,,Working Hours,VOC [ppb]
186,Zone 3,,Working Hours,VOC [ppb]
187,Zone 3,,Working Hours,VOC [ppb]
188,Zone 3,,Working Hours,VOC [ppb]
178,Zone 3,,Working Hours,VOC [ppb]
190,Zone 3,558.951965,Working Hours,VOC [ppb]
191,Zone 3,,Working Hours,VOC [ppb]
192,Zone 3,,Working Hours,VOC [ppb]
193,Zone 3,558.951965,Working Hours,VOC [ppb]
194,Zone 3,,Working Hours,VOC [ppb]
195,Zone 3,,Working Hours,VOC [ppb]
102,Zone 3,655.021851,Non-working Hours,VOC [ppb]
101,Zone 3,,Non-working Hours,VOC [ppb]
200,Zone 3,,Non-working Hours,VOC [ppb]
177,Zone 3,,Working Hours,VOC [ppb]
189,Zone 3,,Working Hours,VOC [ppb]
22,Zone 5,,Non-working Hours,VOC [ppb]
24,Zone 5,,Non-working Hours,VOC [ppb]
31,Zone 5,,Non-working Hours,VOC [ppb]
29,Zone 5,,Non-working Hours,VOC [ppb]
26,Zone 5,,Non-working Hours,VOC [ppb]
27,Zone 5,,Non-working Hours,VOC [ppb]
28,Zone 5,,Non-working Hours,VOC [ppb]
25,Zone 5,,Non-working Hours,VOC [ppb]
21,Zone 5,,Non-working Hours,VOC [ppb]
23,Zone 5,,Non-working Hours,VOC [ppb]
19,Zone 5,,Non-working Hours,VOC [ppb]
18,Zone 5,,Non-working Hours,VOC [ppb]
17,Zone 5,,Non-working Hours,VOC [ppb]
32,Zone 5,,Non-working Hours,VOC [ppb]
33,Zone 5,,Non-working Hours,VOC [ppb]
34,Zone 5,,Non-working Hours,VOC [ppb]
49,Zone 5,,Non-working Hours,VOC [ppb]
48,Zone 5,,Non-working Hours,VOC [ppb]
47,Zone 5,,Non-working Hours,VOC [ppb]
30,Zone 5,,Non-working Hours,VOC [ppb]
20,Zone 5,,Non-working Hours,VOC [ppb]
75,Zone 5,,Working Hours,VOC [ppb]
28,Zone 5,,Working Hours,VOC [ppb]
51,Zone 5,,Non-working Hours,VOC [ppb]
2,Zone 5,,Working Hours,VOC [ppb]
1,Zone 5,,Working Hours,VOC [ppb]
16,Zone 5,,Working Hours,VOC [ppb]
72,Zone 5,,Working Hours,VOC [ppb]
17,Zone 5,,Working Hours,VOC [ppb]
19,Zone 5,,Working Hours,VOC [ppb]
34,Zone 5,,Working Hours,VOC [ppb]
33,Zone 5,,Working Hours,VOC [ppb]
32,Zone 5,,Working Hours,VOC [ppb]
31,Zone 5,,Working Hours,VOC [ppb]
30,Zone 5,,Working Hours,VOC [ppb]
29,Zone 5,,Working Hours,VOC [ppb]
27,Zone 5,,Working Hours,VOC [ppb]
26,Zone 5,,Working Hours,VOC [ppb]
25,Zone 5,,Working Hours,VOC [ppb]
24,Zone 5,,Working Hours,VOC [ppb]
23,Zone 5,,Working Hours,VOC [ppb]
22,Zone 5,,Working Hours,VOC [ppb]
21,Zone 5,,Working Hours,VOC [ppb]
20,Zone 5,,Working Hours,VOC [ppb]
18,Zone 5,,Working Hours,VOC [ppb]
73,Zone 5,,Working Hours,VOC [ppb]
46,Zone 5,,Non-working Hours,VOC [ppb]
95,Zone 5,,Working Hours,VOC [ppb]
44,Zone 5,,Non-working Hours,VOC [ppb]
77,Zone 5,,Working Hours,VOC [ppb]
76,Zone 5,,Working Hours,VOC [ppb]
91,Zone 5,,Working Hours,VOC [ppb]
74,Zone 5,,Working Hours,VOC [ppb]
92,Zone 5,,Working Hours,VOC [ppb]
94,Zone 5,,Working Hours,VOC [ppb]
12,Zone 5,,Non-working Hours,VOC [ppb]
11,Zone 5,,Non-working Hours,VOC [ppb]
10,Zone 5,,Non-working Hours,VOC [ppb]
9,Zone 5,,Non-working Hours,VOC [ppb]
8,Zone 5,,Non-working Hours,VOC [ppb]
7,Zone 5,,Non-working Hours,VOC [ppb]
6,Zone 5,,Non-working Hours,VOC [ppb]
5,Zone 5,,Non-working Hours,VOC [ppb]
4,Zone 5,,Non-working Hours,VOC [ppb]
3,Zone 5,,Non-working Hours,VOC [ppb]
1,Zone 5,,Non-working Hours,VOC [ppb]
0,Zone 5,,Non-working Hours,VOC [ppb]
97,Zone 5,,Working Hours,VOC [ppb]
96,Zone 5,,Working Hours,VOC [ppb]
3,Zone 5,,Working Hours,VOC [ppb]
78,Zone 5,,Working Hours,VOC [ppb]
79,Zone 5,,Working Hours,VOC [ppb]
80,Zone 5,,Working Hours,VOC [ppb]
81,Zone 5,,Working Hours,VOC [ppb]
43,Zone 5,,Non-working Hours,VOC [ppb]
42,Zone 5,,Non-working Hours,VOC [ppb]
41,Zone 5,,Non-working Hours,VOC [ppb]
40,Zone 5,,Non-working Hours,VOC [ppb]
39,Zone 5,,Non-working Hours,VOC [ppb]
38,Zone 5,,Non-working Hours,VOC [ppb]
37,Zone 5,,Non-working Hours,VOC [ppb]
36,Zone 5,,Non-working Hours,VOC [ppb]
35,Zone 5,,Non-working Hours,VOC [ppb]
16,Zone 5,,Non-working Hours,VOC [ppb]
45,Zone 5,,Non-working Hours,VOC [ppb]
15,Zone 5,,Non-working Hours,VOC [ppb]
13,Zone 5,,Non-working Hours,VOC [ppb]
90,Zone 5,,Working Hours,VOC [ppb]
89,Zone 5,,Working Hours,VOC [ppb]
88,Zone 5,,Working Hours,VOC [ppb]
87,Zone 5,,Working Hours,VOC [ppb]
86,Zone 5,,Working Hours,VOC [ppb]
85,Zone 5,,Working Hours,VOC [ppb]
84,Zone 5,,Working Hours,VOC [ppb]
83,Zone 5,,Working Hours,VOC [ppb]
82,Zone 5,,Working Hours,VOC [ppb]
14,Zone 5,,Non-working Hours,VOC [ppb]
4,Zone 5,,Working Hours,VOC [ppb]
0,Zone 5,,Working Hours,VOC [ppb]
6,Zone 5,,Working Hours,VOC [ppb]
78,Zone 5,,Non-working Hours,VOC [ppb]
53,Zone 5,,Non-working Hours,VOC [ppb]
99,Zone 5,,Non-working Hours,VOC [ppb]
98,Zone 5,,Non-working Hours,VOC [ppb]
97,Zone 5,,Non-working Hours,VOC [ppb]
96,Zone 5,,Non-working Hours,VOC [ppb]
95,Zone 5,,Non-working Hours,VOC [ppb]
94,Zone 5,,Non-working Hours,VOC [ppb]
93,Zone 5,,Non-working Hours,VOC [ppb]
92,Zone 5,,Non-working Hours,VOC [ppb]
91,Zone 5,,Non-working Hours,VOC [ppb]
77,Zone 5,,Non-working Hours,VOC [ppb]
90,Zone 5,,Non-working Hours,VOC [ppb]
88,Zone 5,,Non-working Hours,VOC [ppb]
87,Zone 5,,Non-working Hours,VOC [ppb]
86,Zone 5,,Non-working Hours,VOC [ppb]
85,Zone 5,,Non-working Hours,VOC [ppb]
84,Zone 5,,Non-working Hours,VOC [ppb]
83,Zone 5,,Non-working Hours,VOC [ppb]
82,Zone 5,,Non-working Hours,VOC [ppb]
81,Zone 5,,Non-working Hours,VOC [ppb]
100,Zone 5,,Non-working Hours,VOC [ppb]
80,Zone 5,,Non-working Hours,VOC [ppb]
76,Zone 5,,Non-working Hours,VOC [ppb]
75,Zone 5,,Non-working Hours,VOC [ppb]
93,Zone 5,,Working Hours,VOC [ppb]
67,Zone 5,,Non-working Hours,VOC [ppb]
68,Zone 5,,Non-working Hours,VOC [ppb]
69,Zone 5,,Non-working Hours,VOC [ppb]
70,Zone 5,,Non-working Hours,VOC [ppb]
74,Zone 5,,Non-working Hours,VOC [ppb]
72,Zone 5,,Non-working Hours,VOC [ppb]
73,Zone 5,,Non-working Hours,VOC [ppb]
66,Zone 5,,Non-working Hours,VOC [ppb]
71,Zone 5,,Non-working Hours,VOC [ppb]
65,Zone 5,,Non-working Hours,VOC [ppb]
54,Zone 5,,Non-working Hours,VOC [ppb]
63,Zone 5,,Non-working Hours,VOC [ppb]
62,Zone 5,,Non-working Hours,VOC [ppb]
61,Zone 5,,Non-working Hours,VOC [ppb]
60,Zone 5,,Non-working Hours,VOC [ppb]
59,Zone 5,,Non-working Hours,VOC [ppb]
58,Zone 5,,Non-working Hours,VOC [ppb]
57,Zone 5,,Non-working Hours,VOC [ppb]
56,Zone 5,,Non-working Hours,VOC [ppb]
55,Zone 5,,Non-working Hours,VOC [ppb]
64,Zone 5,,Non-working Hours,VOC [ppb]
79,Zone 5,,Non-working Hours,VOC [ppb]
89,Zone 5,,Non-working Hours,VOC [ppb]
52,Zone 5,,Non-working Hours,VOC [ppb]
64,Zone 5,,Working Hours,VOC [ppb]
63,Zone 5,,Working Hours,VOC [ppb]
62,Zone 5,,Working Hours,VOC [ppb]
61,Zone 5,,Working Hours,VOC [ppb]
60,Zone 5,,Working Hours,VOC [ppb]
59,Zone 5,,Working Hours,VOC [ppb]
58,Zone 5,,Working Hours,VOC [ppb]
57,Zone 5,,Working Hours,VOC [ppb]
38,Zone 5,,Working Hours,VOC [ppb]
37,Zone 5,,Working Hours,VOC [ppb]
36,Zone 5,,Working Hours,VOC [ppb]
35,Zone 5,,Working Hours,VOC [ppb]
15,Zone 5,,Working Hours,VOC [ppb]
14,Zone 5,,Working Hours,VOC [ppb]
13,Zone 5,,Working Hours,VOC [ppb]
12,Zone 5,,Working Hours,VOC [ppb]
11,Zone 5,,Working Hours,VOC [ppb]
10,Zone 5,,Working Hours,VOC [ppb]
9,Zone 5,,Working Hours,VOC [ppb]
8,Zone 5,,Working Hours,VOC [ppb]
7,Zone 5,,Working Hours,VOC [ppb]
65,Zone 5,,Working Hours,VOC [ppb]
66,Zone 5,,Working Hours,VOC [ppb]
67,Zone 5,,Working Hours,VOC [ppb]
68,Zone 5,,Working Hours,VOC [ppb]
50,Zone 5,,Non-working Hours,VOC [ppb]
52,Zone 5,,Working Hours,VOC [ppb]
51,Zone 5,,Working Hours,VOC [ppb]
50,Zone 5,,Working Hours,VOC [ppb]
49,Zone 5,,Working Hours,VOC [ppb]
48,Zone 5,,Working Hours,VOC [ppb]
47,Zone 5,,Working Hours,VOC [ppb]
53,Zone 5,,Working Hours,VOC [ppb]
46,Zone 5,,Working Hours,VOC [ppb]
44,Zone 5,,Working Hours,VOC [ppb]
5,Zone 5,,Working Hours,VOC [ppb]
43,Zone 5,,Working Hours,VOC [ppb]
41,Zone 5,,Working Hours,VOC [ppb]
40,Zone 5,,Working Hours,VOC [ppb]
39,Zone 5,,Working Hours,VOC [ppb]
45,Zone 5,,Working Hours,VOC [ppb]
54,Zone 5,,Working Hours,VOC [ppb]
55,Zone 5,,Working Hours,VOC [ppb]
56,Zone 5,,Working Hours,VOC [ppb]
71,Zone 5,,Working Hours,VOC [ppb]
70,Zone 5,,Working Hours,VOC [ppb]
69,Zone 5,,Working Hours,VOC [ppb]
42,Zone 5,,Working Hours,VOC [ppb]
2,Zone 5,,Non-working Hours,VOC [ppb]
