,Zones,Value,Occupancy Type,Unit
707,Zone 1,966.333333333,Working Hours,CO2 [ppm]
719,Zone 1,1039.66666667,Working Hours,CO2 [ppm]
749,Zone 1,843.0,Working Hours,CO2 [ppm]
750,Zone 1,839.444444444,Working Hours,CO2 [ppm]
751,Zone 1,844.833333333,Working Hours,CO2 [ppm]
752,Zone 1,873.666666666,Working Hours,CO2 [ppm]
673,Zone 1,1079.66666667,Working Hours,CO2 [ppm]
672,Zone 1,1102.0,Working Hours,CO2 [ppm]
671,Zone 1,1126.83333333,Working Hours,CO2 [ppm]
670,Zone 1,1155.44444444,Working Hours,CO2 [ppm]
669,Zone 1,1176.5,Working Hours,CO2 [ppm]
668,Zone 1,1183.11111111,Working Hours,CO2 [ppm]
667,Zone 1,1202.16666667,Working Hours,CO2 [ppm]
666,Zone 1,1203.33333333,Working Hours,CO2 [ppm]
665,Zone 1,1198.83333333,Working Hours,CO2 [ppm]
674,Zone 1,1068.33333333,Working Hours,CO2 [ppm]
664,Zone 1,1192.44444444,Working Hours,CO2 [ppm]
662,Zone 1,1170.88888889,Working Hours,CO2 [ppm]
661,Zone 1,1172.83333333,Working Hours,CO2 [ppm]
660,Zone 1,1180.77777778,Working Hours,CO2 [ppm]
659,Zone 1,1176.5,Working Hours,CO2 [ppm]
633,Zone 1,804.0,Working Hours,CO2 [ppm]
632,Zone 1,813.555555556,Working Hours,CO2 [ppm]
631,Zone 1,826.166666667,Working Hours,CO2 [ppm]
630,Zone 1,840.888888889,Working Hours,CO2 [ppm]
605,Zone 1,1007.0,Working Hours,CO2 [ppm]
663,Zone 1,1170.5,Working Hours,CO2 [ppm]
675,Zone 1,1057.66666667,Working Hours,CO2 [ppm]
676,Zone 1,1047.83333333,Working Hours,CO2 [ppm]
677,Zone 1,1032.66666666,Working Hours,CO2 [ppm]
648,Zone 1,1075.77777778,Working Hours,CO2 [ppm]
647,Zone 1,1062.16666667,Working Hours,CO2 [ppm]
646,Zone 1,1046.77777778,Working Hours,CO2 [ppm]
645,Zone 1,1037.83333333,Working Hours,CO2 [ppm]
644,Zone 1,1031.22222222,Working Hours,CO2 [ppm]
643,Zone 1,1016.0,Working Hours,CO2 [ppm]
642,Zone 1,1001.77777778,Working Hours,CO2 [ppm]
641,Zone 1,982.166666667,Working Hours,CO2 [ppm]
640,Zone 1,962.0,Working Hours,CO2 [ppm]
639,Zone 1,941.0,Working Hours,CO2 [ppm]
638,Zone 1,926.333333333,Working Hours,CO2 [ppm]
637,Zone 1,904.333333333,Working Hours,CO2 [ppm]
636,Zone 1,876.111111111,Working Hours,CO2 [ppm]
635,Zone 1,847.166666667,Working Hours,CO2 [ppm]
634,Zone 1,818.555555556,Working Hours,CO2 [ppm]
655,Zone 1,1115.66666667,Working Hours,CO2 [ppm]
657,Zone 1,1142.33333333,Working Hours,CO2 [ppm]
583,Zone 1,834.333333333,Working Hours,CO2 [ppm]
658,Zone 1,1163.77777778,Working Hours,CO2 [ppm]
679,Zone 1,1003.77777778,Working Hours,CO2 [ppm]
678,Zone 1,1015.83333333,Working Hours,CO2 [ppm]
604,Zone 1,1004.88888889,Working Hours,CO2 [ppm]
457,Zone 1,864.444444444,Working Hours,CO2 [ppm]
603,Zone 1,1004.83333333,Working Hours,CO2 [ppm]
601,Zone 1,1004.5,Working Hours,CO2 [ppm]
624,Zone 1,881.444444444,Working Hours,CO2 [ppm]
623,Zone 1,873.0,Working Hours,CO2 [ppm]
622,Zone 1,867.111111111,Working Hours,CO2 [ppm]
621,Zone 1,872.833333333,Working Hours,CO2 [ppm]
619,Zone 1,892.166666667,Working Hours,CO2 [ppm]
609,Zone 1,988.166666667,Working Hours,CO2 [ppm]
618,Zone 1,904.111111111,Working Hours,CO2 [ppm]
617,Zone 1,921.833333333,Working Hours,CO2 [ppm]
616,Zone 1,939.000000001,Working Hours,CO2 [ppm]
625,Zone 1,888.166666667,Working Hours,CO2 [ppm]
615,Zone 1,957.833333333,Working Hours,CO2 [ppm]
613,Zone 1,976.833333333,Working Hours,CO2 [ppm]
612,Zone 1,984.000000001,Working Hours,CO2 [ppm]
611,Zone 1,990.833333333,Working Hours,CO2 [ppm]
610,Zone 1,988.11111111,Working Hours,CO2 [ppm]
680,Zone 1,990.5,Working Hours,CO2 [ppm]
681,Zone 1,867.833333333,Working Hours,CO2 [ppm]
682,Zone 1,865.333333333,Working Hours,CO2 [ppm]
731,Zone 1,851.833333333,Working Hours,CO2 [ppm]
753,Zone 1,895.0,Working Hours,CO2 [ppm]
614,Zone 1,968.88888889,Working Hours,CO2 [ppm]
626,Zone 1,892.111111111,Working Hours,CO2 [ppm]
627,Zone 1,886.666666667,Working Hours,CO2 [ppm]
628,Zone 1,874.111111111,Working Hours,CO2 [ppm]
600,Zone 1,997.777777777,Working Hours,CO2 [ppm]
599,Zone 1,981.666666667,Working Hours,CO2 [ppm]
598,Zone 1,959.333333332,Working Hours,CO2 [ppm]
597,Zone 1,934.833333333,Working Hours,CO2 [ppm]
596,Zone 1,909.111111111,Working Hours,CO2 [ppm]
595,Zone 1,912.333333333,Working Hours,CO2 [ppm]
594,Zone 1,912.666666667,Working Hours,CO2 [ppm]
593,Zone 1,907.333333333,Working Hours,CO2 [ppm]
592,Zone 1,907.555555555,Working Hours,CO2 [ppm]
591,Zone 1,905.0,Working Hours,CO2 [ppm]
590,Zone 1,898.555555556,Working Hours,CO2 [ppm]
589,Zone 1,888.833333333,Working Hours,CO2 [ppm]
588,Zone 1,875.111111111,Working Hours,CO2 [ppm]
587,Zone 1,863.166666667,Working Hours,CO2 [ppm]
586,Zone 1,854.555555556,Working Hours,CO2 [ppm]
585,Zone 1,848.5,Working Hours,CO2 [ppm]
606,Zone 1,1004.22222222,Working Hours,CO2 [ppm]
607,Zone 1,996.833333333,Working Hours,CO2 [ppm]
608,Zone 1,990.999999999,Working Hours,CO2 [ppm]
620,Zone 1,883.444444444,Working Hours,CO2 [ppm]
629,Zone 1,859.0,Working Hours,CO2 [ppm]
602,Zone 1,1015.66666667,Working Hours,CO2 [ppm]
456,Zone 1,867.333333333,Working Hours,CO2 [ppm]
455,Zone 1,868.666666666,Working Hours,CO2 [ppm]
454,Zone 1,868.666666667,Working Hours,CO2 [ppm]
577,Zone 1,934.833333333,Working Hours,CO2 [ppm]
576,Zone 1,939.0,Working Hours,CO2 [ppm]
575,Zone 1,941.333333333,Working Hours,CO2 [ppm]
574,Zone 1,949.888888889,Working Hours,CO2 [ppm]
573,Zone 1,957.333333333,Working Hours,CO2 [ppm]
572,Zone 1,967.444444443,Working Hours,CO2 [ppm]
570,Zone 1,975.555555555,Working Hours,CO2 [ppm]
560,Zone 1,956.11111111,Working Hours,CO2 [ppm]
569,Zone 1,973.0,Working Hours,CO2 [ppm]
578,Zone 1,933.5,Working Hours,CO2 [ppm]
568,Zone 1,970.333333332,Working Hours,CO2 [ppm]
566,Zone 1,965.11111111,Working Hours,CO2 [ppm]
565,Zone 1,961.333333333,Working Hours,CO2 [ppm]
564,Zone 1,959.0,Working Hours,CO2 [ppm]
563,Zone 1,960.333333333,Working Hours,CO2 [ppm]
562,Zone 1,958.777777779,Working Hours,CO2 [ppm]
561,Zone 1,957.833333333,Working Hours,CO2 [ppm]
535,Zone 1,829.166666667,Working Hours,CO2 [ppm]
533,Zone 1,827.5,Working Hours,CO2 [ppm]
486,Zone 1,760.222222222,Working Hours,CO2 [ppm]
567,Zone 1,965.833333333,Working Hours,CO2 [ppm]
579,Zone 1,927.888888888,Working Hours,CO2 [ppm]
580,Zone 1,924.833333333,Working Hours,CO2 [ppm]
571,Zone 1,976.833333333,Working Hours,CO2 [ppm]
553,Zone 1,901.0,Working Hours,CO2 [ppm]
552,Zone 1,874.777777778,Working Hours,CO2 [ppm]
551,Zone 1,848.666666667,Working Hours,CO2 [ppm]
550,Zone 1,838.444444444,Working Hours,CO2 [ppm]
549,Zone 1,837.0,Working Hours,CO2 [ppm]
548,Zone 1,831.444444444,Working Hours,CO2 [ppm]
547,Zone 1,830.5,Working Hours,CO2 [ppm]
546,Zone 1,830.333333334,Working Hours,CO2 [ppm]
545,Zone 1,828.833333333,Working Hours,CO2 [ppm]
544,Zone 1,826.222222222,Working Hours,CO2 [ppm]
543,Zone 1,825.166666667,Working Hours,CO2 [ppm]
542,Zone 1,823.111111111,Working Hours,CO2 [ppm]
541,Zone 1,825.333333333,Working Hours,CO2 [ppm]
540,Zone 1,825.666666667,Working Hours,CO2 [ppm]
539,Zone 1,826.333333333,Working Hours,CO2 [ppm]
538,Zone 1,829.0,Working Hours,CO2 [ppm]
537,Zone 1,829.166666667,Working Hours,CO2 [ppm]
536,Zone 1,829.333333333,Working Hours,CO2 [ppm]
557,Zone 1,943.0,Working Hours,CO2 [ppm]
558,Zone 1,948.000000001,Working Hours,CO2 [ppm]
559,Zone 1,951.666666667,Working Hours,CO2 [ppm]
532,Zone 1,830.333333334,Working Hours,CO2 [ppm]
554,Zone 1,916.777777778,Working Hours,CO2 [ppm]
507,Zone 1,923.166666667,Working Hours,CO2 [ppm]
505,Zone 1,911.333333333,Working Hours,CO2 [ppm]
528,Zone 1,861.222222222,Working Hours,CO2 [ppm]
527,Zone 1,870.0,Working Hours,CO2 [ppm]
526,Zone 1,878.888888889,Working Hours,CO2 [ppm]
525,Zone 1,891.833333333,Working Hours,CO2 [ppm]
524,Zone 1,908.444444443,Working Hours,CO2 [ppm]
523,Zone 1,923.333333333,Working Hours,CO2 [ppm]
521,Zone 1,967.333333333,Working Hours,CO2 [ppm]
511,Zone 1,940.833333333,Working Hours,CO2 [ppm]
520,Zone 1,988.0,Working Hours,CO2 [ppm]
529,Zone 1,851.166666667,Working Hours,CO2 [ppm]
519,Zone 1,997.666666667,Working Hours,CO2 [ppm]
517,Zone 1,999.333333333,Working Hours,CO2 [ppm]
516,Zone 1,993.111111111,Working Hours,CO2 [ppm]
515,Zone 1,982.5,Working Hours,CO2 [ppm]
514,Zone 1,964.888888889,Working Hours,CO2 [ppm]
513,Zone 1,953.166666667,Working Hours,CO2 [ppm]
512,Zone 1,946.222222222,Working Hours,CO2 [ppm]
381,Zone 1,818.0,Working Hours,CO2 [ppm]
11,Zone 1,557.888888889,Non-working Hours,CO2 [ppm]
0,Zone 1,558.0,Non-working Hours,CO2 [ppm]
518,Zone 1,999.777777779,Working Hours,CO2 [ppm]
530,Zone 1,843.333333333,Working Hours,CO2 [ppm]
531,Zone 1,835.833333333,Working Hours,CO2 [ppm]
522,Zone 1,943.666666668,Working Hours,CO2 [ppm]
504,Zone 1,907.444444443,Working Hours,CO2 [ppm]
503,Zone 1,905.5,Working Hours,CO2 [ppm]
502,Zone 1,899.111111112,Working Hours,CO2 [ppm]
501,Zone 1,897.166666667,Working Hours,CO2 [ppm]
500,Zone 1,895.88888889,Working Hours,CO2 [ppm]
499,Zone 1,891.666666667,Working Hours,CO2 [ppm]
498,Zone 1,887.666666667,Working Hours,CO2 [ppm]
497,Zone 1,884.333333333,Working Hours,CO2 [ppm]
496,Zone 1,884.222222222,Working Hours,CO2 [ppm]
495,Zone 1,880.833333333,Working Hours,CO2 [ppm]
494,Zone 1,878.666666666,Working Hours,CO2 [ppm]
493,Zone 1,874.0,Working Hours,CO2 [ppm]
492,Zone 1,867.333333333,Working Hours,CO2 [ppm]
491,Zone 1,856.166666667,Working Hours,CO2 [ppm]
490,Zone 1,841.0,Working Hours,CO2 [ppm]
489,Zone 1,818.666666667,Working Hours,CO2 [ppm]
488,Zone 1,793.333333333,Working Hours,CO2 [ppm]
487,Zone 1,770.833333333,Working Hours,CO2 [ppm]
508,Zone 1,929.777777777,Working Hours,CO2 [ppm]
509,Zone 1,935.666666667,Working Hours,CO2 [ppm]
510,Zone 1,938.888888888,Working Hours,CO2 [ppm]
506,Zone 1,917.777777778,Working Hours,CO2 [ppm]
649,Zone 1,1079.16666667,Working Hours,CO2 [ppm]
555,Zone 1,931.333333333,Working Hours,CO2 [ppm]
534,Zone 1,828.222222222,Working Hours,CO2 [ppm]
478,Zone 1,871.666666667,Working Hours,CO2 [ppm]
477,Zone 1,873.111111111,Working Hours,CO2 [ppm]
476,Zone 1,877.666666667,Working Hours,CO2 [ppm]
475,Zone 1,882.444444445,Working Hours,CO2 [ppm]
474,Zone 1,884.5,Working Hours,CO2 [ppm]
473,Zone 1,889.666666667,Working Hours,CO2 [ppm]
472,Zone 1,893.5,Working Hours,CO2 [ppm]
471,Zone 1,894.333333333,Working Hours,CO2 [ppm]
470,Zone 1,898.666666667,Working Hours,CO2 [ppm]
479,Zone 1,871.111111111,Working Hours,CO2 [ppm]
469,Zone 1,902.666666666,Working Hours,CO2 [ppm]
467,Zone 1,919.444444444,Working Hours,CO2 [ppm]
466,Zone 1,928.333333333,Working Hours,CO2 [ppm]
465,Zone 1,937.444444444,Working Hours,CO2 [ppm]
464,Zone 1,946.5,Working Hours,CO2 [ppm]
463,Zone 1,944.888888889,Working Hours,CO2 [ppm]
462,Zone 1,921.5,Working Hours,CO2 [ppm]
436,Zone 1,856.333333333,Working Hours,CO2 [ppm]
435,Zone 1,862.666666667,Working Hours,CO2 [ppm]
434,Zone 1,872.666666667,Working Hours,CO2 [ppm]
468,Zone 1,910.0,Working Hours,CO2 [ppm]
480,Zone 1,872.166666667,Working Hours,CO2 [ppm]
481,Zone 1,871.111111111,Working Hours,CO2 [ppm]
482,Zone 1,869.0,Working Hours,CO2 [ppm]
453,Zone 1,869.888888889,Working Hours,CO2 [ppm]
452,Zone 1,866.666666667,Working Hours,CO2 [ppm]
451,Zone 1,866.111111111,Working Hours,CO2 [ppm]
450,Zone 1,867.166666667,Working Hours,CO2 [ppm]
449,Zone 1,868.111111111,Working Hours,CO2 [ppm]
448,Zone 1,867.5,Working Hours,CO2 [ppm]
447,Zone 1,861.888888889,Working Hours,CO2 [ppm]
446,Zone 1,858.833333333,Working Hours,CO2 [ppm]
445,Zone 1,856.777777778,Working Hours,CO2 [ppm]
444,Zone 1,854.833333333,Working Hours,CO2 [ppm]
443,Zone 1,854.666666667,Working Hours,CO2 [ppm]
442,Zone 1,853.333333333,Working Hours,CO2 [ppm]
441,Zone 1,853.777777778,Working Hours,CO2 [ppm]
440,Zone 1,857.666666667,Working Hours,CO2 [ppm]
439,Zone 1,858.888888889,Working Hours,CO2 [ppm]
438,Zone 1,853.166666667,Working Hours,CO2 [ppm]
437,Zone 1,851.777777778,Working Hours,CO2 [ppm]
458,Zone 1,865.333333333,Working Hours,CO2 [ppm]
460,Zone 1,865.333333333,Working Hours,CO2 [ppm]
581,Zone 1,920.555555556,Working Hours,CO2 [ppm]
461,Zone 1,893.222222222,Working Hours,CO2 [ppm]
433,Zone 1,881.222222222,Working Hours,CO2 [ppm]
556,Zone 1,941.333333334,Working Hours,CO2 [ppm]
408,Zone 1,906.666666667,Working Hours,CO2 [ppm]
406,Zone 1,867.166666667,Working Hours,CO2 [ppm]
429,Zone 1,924.666666667,Working Hours,CO2 [ppm]
428,Zone 1,935.5,Working Hours,CO2 [ppm]
427,Zone 1,939.444444443,Working Hours,CO2 [ppm]
426,Zone 1,930.0,Working Hours,CO2 [ppm]
425,Zone 1,899.888888889,Working Hours,CO2 [ppm]
424,Zone 1,885.5,Working Hours,CO2 [ppm]
422,Zone 1,893.666666667,Working Hours,CO2 [ppm]
412,Zone 1,1007.33333333,Working Hours,CO2 [ppm]
421,Zone 1,898.888888889,Working Hours,CO2 [ppm]
430,Zone 1,915.0,Working Hours,CO2 [ppm]
420,Zone 1,906.333333333,Working Hours,CO2 [ppm]
418,Zone 1,927.166666667,Working Hours,CO2 [ppm]
417,Zone 1,944.777777777,Working Hours,CO2 [ppm]
416,Zone 1,965.333333333,Working Hours,CO2 [ppm]
415,Zone 1,988.555555554,Working Hours,CO2 [ppm]
414,Zone 1,1015.0,Working Hours,CO2 [ppm]
413,Zone 1,1019.66666667,Working Hours,CO2 [ppm]
483,Zone 1,872.555555556,Working Hours,CO2 [ppm]
484,Zone 1,897.666666667,Working Hours,CO2 [ppm]
485,Zone 1,751.0,Working Hours,CO2 [ppm]
419,Zone 1,915.222222222,Working Hours,CO2 [ppm]
431,Zone 1,900.777777778,Working Hours,CO2 [ppm]
432,Zone 1,891.166666667,Working Hours,CO2 [ppm]
423,Zone 1,890.0,Working Hours,CO2 [ppm]
405,Zone 1,848.444444445,Working Hours,CO2 [ppm]
404,Zone 1,825.666666667,Working Hours,CO2 [ppm]
403,Zone 1,826.555555555,Working Hours,CO2 [ppm]
402,Zone 1,831.0,Working Hours,CO2 [ppm]
401,Zone 1,832.666666667,Working Hours,CO2 [ppm]
400,Zone 1,836.333333333,Working Hours,CO2 [ppm]
399,Zone 1,837.0,Working Hours,CO2 [ppm]
398,Zone 1,835.333333333,Working Hours,CO2 [ppm]
397,Zone 1,835.444444445,Working Hours,CO2 [ppm]
396,Zone 1,835.5,Working Hours,CO2 [ppm]
395,Zone 1,834.444444445,Working Hours,CO2 [ppm]
394,Zone 1,834.833333333,Working Hours,CO2 [ppm]
393,Zone 1,837.666666666,Working Hours,CO2 [ppm]
392,Zone 1,839.333333333,Working Hours,CO2 [ppm]
391,Zone 1,840.444444444,Working Hours,CO2 [ppm]
390,Zone 1,839.666666667,Working Hours,CO2 [ppm]
389,Zone 1,833.777777778,Working Hours,CO2 [ppm]
388,Zone 1,828.166666667,Working Hours,CO2 [ppm]
409,Zone 1,931.888888889,Working Hours,CO2 [ppm]
410,Zone 1,954.333333333,Working Hours,CO2 [ppm]
411,Zone 1,988.222222222,Working Hours,CO2 [ppm]
407,Zone 1,889.444444444,Working Hours,CO2 [ppm]
651,Zone 1,1077.0,Working Hours,CO2 [ppm]
652,Zone 1,1084.77777778,Working Hours,CO2 [ppm]
653,Zone 1,1092.33333333,Working Hours,CO2 [ppm]
192,Zone 1,763.555555555,Working Hours,CO2 [ppm]
382,Zone 1,816.888888889,Working Hours,CO2 [ppm]
380,Zone 1,822.888888889,Working Hours,CO2 [ppm]
379,Zone 1,829.0,Working Hours,CO2 [ppm]
378,Zone 1,834.777777778,Working Hours,CO2 [ppm]
377,Zone 1,840.5,Working Hours,CO2 [ppm]
376,Zone 1,846.888888889,Working Hours,CO2 [ppm]
375,Zone 1,854.333333333,Working Hours,CO2 [ppm]
373,Zone 1,864.666666667,Working Hours,CO2 [ppm]
383,Zone 1,810.5,Working Hours,CO2 [ppm]
363,Zone 1,803.166666667,Working Hours,CO2 [ppm]
371,Zone 1,865.5,Working Hours,CO2 [ppm]
370,Zone 1,856.0,Working Hours,CO2 [ppm]
369,Zone 1,842.333333333,Working Hours,CO2 [ppm]
368,Zone 1,826.111111111,Working Hours,CO2 [ppm]
367,Zone 1,815.666666667,Working Hours,CO2 [ppm]
366,Zone 1,805.0,Working Hours,CO2 [ppm]
365,Zone 1,806.5,Working Hours,CO2 [ppm]
364,Zone 1,805.444444444,Working Hours,CO2 [ppm]
338,Zone 1,776.777777778,Working Hours,CO2 [ppm]
372,Zone 1,870.0,Working Hours,CO2 [ppm]
374,Zone 1,861.111111111,Working Hours,CO2 [ppm]
362,Zone 1,803.444444445,Working Hours,CO2 [ppm]
361,Zone 1,802.333333333,Working Hours,CO2 [ppm]
358,Zone 1,796.444444444,Working Hours,CO2 [ppm]
357,Zone 1,791.5,Working Hours,CO2 [ppm]
356,Zone 1,787.0,Working Hours,CO2 [ppm]
355,Zone 1,781.166666667,Working Hours,CO2 [ppm]
354,Zone 1,779.777777778,Working Hours,CO2 [ppm]
353,Zone 1,778.0,Working Hours,CO2 [ppm]
352,Zone 1,775.555555555,Working Hours,CO2 [ppm]
351,Zone 1,775.166666667,Working Hours,CO2 [ppm]
350,Zone 1,771.888888889,Working Hours,CO2 [ppm]
349,Zone 1,770.888888889,Working Hours,CO2 [ppm]
348,Zone 1,771.111111111,Working Hours,CO2 [ppm]
347,Zone 1,770.333333333,Working Hours,CO2 [ppm]
346,Zone 1,773.333333333,Working Hours,CO2 [ppm]
345,Zone 1,770.833333333,Working Hours,CO2 [ppm]
344,Zone 1,770.777777778,Working Hours,CO2 [ppm]
343,Zone 1,772.333333333,Working Hours,CO2 [ppm]
342,Zone 1,773.444444445,Working Hours,CO2 [ppm]
341,Zone 1,772.833333333,Working Hours,CO2 [ppm]
340,Zone 1,771.777777778,Working Hours,CO2 [ppm]
339,Zone 1,775.333333333,Working Hours,CO2 [ppm]
360,Zone 1,802.111111111,Working Hours,CO2 [ppm]
337,Zone 1,779.5,Working Hours,CO2 [ppm]
359,Zone 1,800.166666667,Working Hours,CO2 [ppm]
336,Zone 1,782.0,Working Hours,CO2 [ppm]
309,Zone 1,794.333333333,Working Hours,CO2 [ppm]
331,Zone 1,784.333333333,Working Hours,CO2 [ppm]
330,Zone 1,784.777777778,Working Hours,CO2 [ppm]
329,Zone 1,787.5,Working Hours,CO2 [ppm]
328,Zone 1,787.222222222,Working Hours,CO2 [ppm]
327,Zone 1,785.0,Working Hours,CO2 [ppm]
326,Zone 1,786.888888889,Working Hours,CO2 [ppm]
325,Zone 1,786.833333333,Working Hours,CO2 [ppm]
323,Zone 1,787.333333333,Working Hours,CO2 [ppm]
313,Zone 1,787.833333333,Working Hours,CO2 [ppm]
332,Zone 1,783.666666667,Working Hours,CO2 [ppm]
322,Zone 1,789.0,Working Hours,CO2 [ppm]
320,Zone 1,789.111111111,Working Hours,CO2 [ppm]
319,Zone 1,789.333333333,Working Hours,CO2 [ppm]
318,Zone 1,790.777777778,Working Hours,CO2 [ppm]
317,Zone 1,792.333333333,Working Hours,CO2 [ppm]
316,Zone 1,794.777777778,Working Hours,CO2 [ppm]
315,Zone 1,792.333333333,Working Hours,CO2 [ppm]
314,Zone 1,792.111111111,Working Hours,CO2 [ppm]
193,Zone 1,761.0,Working Hours,CO2 [ppm]
96,Zone 1,924.833333333,Working Hours,CO2 [ppm]
321,Zone 1,788.666666667,Working Hours,CO2 [ppm]
333,Zone 1,781.0,Working Hours,CO2 [ppm]
324,Zone 1,787.666666667,Working Hours,CO2 [ppm]
335,Zone 1,783.666666667,Working Hours,CO2 [ppm]
308,Zone 1,794.333333333,Working Hours,CO2 [ppm]
307,Zone 1,793.166666667,Working Hours,CO2 [ppm]
306,Zone 1,794.0,Working Hours,CO2 [ppm]
305,Zone 1,795.5,Working Hours,CO2 [ppm]
